volume,class_1,class_2
11,0,1
12,0,9
20,0,0
19,0,3
20,0,8
25,0,4
13,0,1
16,0,0
21,0,4
12,0,3
22,0,3
17,0,8
15,0,4
12,0,0
16,0,3
13,0,2
12,0,1
18,0,9
11,1,2
1,1,5
20,1,5
17,1,7
8,1,1
15,1,3
25,1,0
23,1,4
3,1,8
8,1,7
19,1,5
10,1,9
15,1,8
2,1,5
18,1,5
1,1,7
23,1,7
1,1,2
7,1,1
24,1,9
6,1,6
8,1,3
17,1,0
13,1,1
6,1,9
7,2,2
5,2,9
25,2,5
6,2,7
11,2,1
2,2,1
18,2,8
4,2,4
22,2,6
5,2,3
17,2,1
25,2,3
20,2,7
25,2,9
11,2,4
4,2,2
20,2,7
18,2,5
6,2,8
13,2,3
2,3,7
19,3,6
1,3,6
23,3,5
11,3,3
7,3,5
24,3,1
7,3,1
17,3,9
12,3,6
10,3,5
5,3,3
17,3,8
3,3,4
22,3,8
4,3,4
1,3,9
5,3,2
18,3,7
14,3,1
20,3,1
23,3,3
21,3,5
13,4,6
16,4,5
16,4,4
6,4,7
12,4,2
20,4,6
19,4,2
1,4,9
5,4,9
8,4,0
13,4,9
6,4,4
23,4,7
16,4,5
14,5,0
14,5,0
15,5,8
25,5,8
3,5,4
2,5,5
6,5,8
25,5,6
7,5,2
21,5,8
21,5,2
13,5,6
18,5,1
13,5,7
18,5,1
17,5,0
19,5,4
10,5,7
21,5,1
25,5,5
17,5,2
24,5,9
11,5,1
16,6,9
16,6,3
5,6,5
11,6,0
2,6,7
17,6,6
15,6,1
12,6,0
13,6,0
2,6,8
13,6,2
12,6,2
18,6,8
12,6,2
18,6,2
19,6,8
11,6,9
7,6,6
4,6,3
3,6,6
23,6,4
5,6,0
8,7,4
16,7,8
20,7,7
13,7,6
10,7,2
7,7,4
14,7,2
6,7,8
18,7,9
17,7,3
5,7,3
22,7,0
17,7,0
18,7,6
20,7,6
11,7,2
3,7,0
2,7,4
22,7,6
20,7,2
4,7,4
4,7,4
23,7,9
25,8,8
13,8,0
2,8,5
19,8,0
4,8,8
14,8,3
21,8,4
2,8,0
5,8,6
15,8,7
18,8,7
13,8,9
21,8,9
18,8,9
16,8,1
8,8,5
16,9,3
10,9,4
2,9,3
7,9,2
11,9,7
9,9,7
1,9,6
10,9,3
2,9,8
17,9,1
2,9,6
24,9,6
18,9,7
20,9,0
9,9,5
11,9,5
