volume,class_1,class_2
1,0,16
6,0,13
27,0,1
37,0,10
2,0,19
41,1,10
42,1,21
2,1,3
20,1,3
35,1,4
25,1,22
29,1,5
7,1,5
31,1,2
20,1,0
4,2,7
14,2,15
3,2,2
15,2,15
49,2,4
37,2,13
27,2,18
31,3,18
15,3,9
36,3,17
36,3,12
45,3,14
27,3,16
40,4,21
12,4,7
7,5,16
46,5,4
30,5,2
40,5,0
1,6,4
32,6,6
45,6,13
17,6,7
7,6,0
30,6,24
50,7,19
11,7,22
14,7,0
48,7,9
7,7,6
37,7,4
35,7,14
31,7,5
22,8,15
26,8,16
43,9,23
21,9,7
20,10,24
4,10,0
5,10,1
4,10,3
1,11,18
23,11,20
8,11,15
42,11,4
42,11,15
17,12,18
38,12,12
4,12,18
44,12,17
44,12,8
21,12,15
5,12,6
32,13,5
22,13,8
21,13,19
14,13,2
21,13,23
39,13,24
6,13,1
13,13,8
24,14,7
29,15,3
48,15,15
30,15,22
9,15,12
38,15,10
32,15,11
30,16,8
27,16,16
32,16,1
36,16,13
11,16,12
26,17,14
10,18,18
38,19,8
40,19,2
4,19,22
37,19,7
15,20,7
43,20,3
5,20,23
19,21,7
41,21,1
29,21,24
17,22,11
26,22,20
20,23,11
40,23,10
21,23,0
20,23,8
41,24,21
15,25,0
7,25,18
3,25,9
36,25,19
38,25,21
17,26,6
12,26,17
15,26,10
45,27,20
25,27,5
17,27,2
28,27,12
25,27,5
44,27,3
3,28,8
36,28,9
21,28,19
22,28,17
8,28,11
49,28,10
37,28,4
8,29,19
49,29,3
16,29,22
38,30,5
17,30,2
24,30,12
8,31,11
35,31,11
27,32,21
27,32,20
14,32,10
43,33,21
46,33,5
22,33,8
40,34,23
33,34,14
3,34,22
19,35,19
15,36,14
13,36,0
18,36,18
10,36,9
13,37,16
34,37,17
44,37,13
8,37,6
38,38,6
3,38,3
21,38,22
41,39,1
38,39,21
40,39,14
12,40,14
12,40,17
43,40,1
33,41,21
26,41,16
18,41,17
46,42,12
32,42,10
10,42,23
29,43,15
50,43,19
50,43,16
18,43,9
46,43,9
13,43,13
10,44,2
44,44,14
46,44,9
19,45,23
6,45,6
13,45,4
40,46,13
31,46,23
38,46,1
29,46,20
8,46,11
18,46,13
11,47,17
32,47,11
10,47,22
9,47,20
31,48,24
26,48,20
17,48,24
23,49,20
12,49,6
27,49,24
32,49,23
18,49,12
44,49,24
