volume,class_1
84,0
59,0
77,0
81,0
88,0
94,0
97,0
67,0
95,1
52,1
68,1
89,1
89,1
89,1
54,2
90,2
55,2
58,2
69,2
60,2
98,2
57,2
69,2
61,2
93,3
66,3
87,3
55,3
63,3
55,3
95,3
90,3
64,3
98,3
84,4
61,4
100,4
98,4
99,5
59,5
98,5
74,5
98,5
85,5
77,6
57,6
83,6
78,6
98,6
78,6
77,6
72,6
67,6
71,7
97,7
86,7
55,7
65,7
64,7
62,7
86,7
89,7
96,7
64,8
97,8
66,8
78,8
94,8
53,8
71,8
84,9
57,9
80,9
70,9
74,9
57,9
76,9
89,10
55,10
65,10
57,10
97,10
54,11
52,11
93,11
81,11
84,11
52,11
84,11
62,11
90,11
78,11
51,12
66,12
72,12
63,12
86,12
91,12
83,12
73,12
73,13
84,13
69,13
87,13
58,13
66,13
64,14
83,14
72,14
94,14
55,14
84,14
82,14
62,14
67,14
94,14
56,14
85,14
98,14
83,14
66,14
88,15
82,15
78,15
54,15
96,15
99,15
94,15
86,15
96,15
94,15
53,16
60,16
53,16
78,16
75,16
96,16
86,17
51,17
84,17
77,17
63,17
76,18
74,18
87,18
50,18
50,18
77,18
99,18
80,19
87,19
57,19
50,19
86,19
51,19
63,19
53,19
68,20
93,20
93,20
65,20
82,20
65,20
86,20
88,20
82,20
76,20
89,21
81,21
91,21
77,21
98,21
64,21
82,22
76,22
90,22
74,22
80,22
94,22
93,22
70,22
62,22
62,22
50,22
100,22
55,22
92,23
65,23
81,23
77,23
67,23
75,23
98,24
86,24
86,24
62,24
71,24
71,24
69,24
66,24
