volume,class_1,class_2
141,0,18
118,0,34
29,0,26
26,0,30
142,0,45
131,0,27
24,0,20
30,0,43
132,0,41
122,1,26
24,1,48
117,1,25
115,1,34
34,1,44
144,1,31
136,1,42
112,2,24
18,2,43
22,2,4
10,2,42
11,2,39
127,2,23
22,2,7
135,2,25
139,3,38
13,3,5
34,3,37
24,3,17
15,3,28
8,3,17
16,3,22
125,4,32
120,4,6
6,4,39
112,4,3
147,4,12
12,4,48
137,4,24
138,4,41
121,4,44
26,4,11
11,5,10
18,5,22
36,5,9
30,5,5
27,5,19
117,5,47
145,5,12
130,6,9
11,6,3
34,6,11
119,6,36
148,6,27
149,6,32
138,6,18
10,6,13
132,6,13
114,6,31
141,7,45
27,7,20
12,7,47
5,7,29
139,7,11
25,7,36
20,7,35
17,7,37
13,7,9
21,7,37
123,7,6
12,7,23
24,7,6
30,8,15
114,8,23
114,8,36
34,8,3
146,8,2
127,8,4
134,8,47
14,8,23
21,8,16
1,9,42
129,9,22
30,9,40
33,9,29
133,9,45
122,9,10
36,9,17
24,9,2
10,10,10
8,10,38
34,10,27
131,10,13
21,10,22
150,10,8
5,10,21
116,10,11
150,10,29
114,10,14
119,10,0
27,11,35
138,11,32
9,11,17
13,11,28
20,12,38
138,12,12
17,12,25
115,12,40
15,12,46
32,12,1
125,12,16
131,12,46
143,12,34
28,13,12
28,13,43
141,13,49
130,13,0
23,13,44
142,13,18
26,14,36
115,14,39
147,14,40
34,14,1
1,14,33
112,15,31
135,15,5
124,15,44
2,15,16
7,15,47
27,15,19
149,16,20
6,16,42
145,16,5
142,16,21
10,16,24
22,16,14
136,16,33
138,16,28
1,16,31
10,16,19
32,16,8
115,17,29
19,17,39
129,17,26
145,17,49
33,17,1
9,17,15
119,17,8
17,17,6
144,18,14
15,18,15
133,18,35
17,18,2
134,18,48
33,18,26
37,18,4
19,18,8
6,18,9
16,19,2
24,19,34
24,19,43
14,19,20
117,19,30
125,19,41
149,19,10
138,20,24
19,20,35
10,20,46
116,20,7
33,20,40
2,20,32
17,20,25
22,20,21
124,20,0
147,21,49
118,21,7
19,21,13
140,21,37
132,21,4
3,21,7
131,22,30
29,22,1
17,22,18
115,22,46
6,22,0
8,22,45
21,22,48
133,23,41
112,23,14
117,23,27
113,23,19
36,23,21
33,23,16
37,23,33
19,23,30
140,24,38
36,24,33
31,24,15
113,24,3
12,24,49
112,24,28
