volume,class_1,class_2,class_3,class_4
1.48,99,3,36,10
2.02,2,14,32,4
2.92,44,14,18,9
1.42,45,5,14,35
2.93,79,28,62,39
1.91,83,1,15,33
1.77,65,18,55,38
4.45,37,25,63,15
4.77,82,26,45,25
4.82,64,28,6,32
1.24,19,13,32,38
4.28,34,7,55,24
3.52,77,10,64,22
4.79,62,17,39,25
4.39,9,23,40,37
2.51,99,21,27,15
4.47,6,18,11,28
3.49,52,7,46,9
4.78,78,28,42,14
4.13,76,13,9,22
2.83,28,7,5,34
4.77,35,17,38,14
2.03,1,23,52,0
3.41,93,21,12,38
2.45,58,24,30,29
3.21,73,1,36,13
3.36,59,16,44,4
3.52,23,23,60,24
4.07,40,29,57,28
4.66,42,27,58,32
3.85,51,27,51,5
2.48,95,21,47,25
3.42,30,1,64,39
3.8,90,19,40,11
2.05,95,10,34,10
1.88,40,17,15,17
4.76,62,4,21,11
2.44,90,15,7,6
2.84,8,23,53,21
3.2,58,9,16,27
1.94,43,22,45,24
4.4,70,1,57,3
3.32,79,19,54,33
2.44,83,26,10,0
4.09,33,14,32,6
1.05,84,26,54,15
3.9,70,25,57,33
4.79,22,24,32,33
4.24,71,10,50,23
3.84,86,25,34,19
1.14,52,4,20,34
2.35,5,3,30,3
3.26,20,7,62,29
1.46,15,18,37,1
4.11,73,11,41,8
3.39,50,19,23,1
4.9,40,8,56,34
3.74,37,17,25,7
4.63,0,27,28,20
4.2,18,4,45,7
4.69,67,2,5,22
1.55,32,13,43,3
3.91,44,25,0,31
3.5,10,21,54,25
1.18,79,8,54,13
4.85,26,29,7,12
3.66,48,0,6,0
2.13,40,6,33,6
2.38,37,6,58,17
2.05,30,25,10,10
3.3,37,1,21,31
2.75,18,16,38,40
1.67,46,8,5,29
2.08,50,7,39,17
3.04,45,5,47,28
1.65,90,0,31,29
4.14,38,6,9,31
3.08,19,23,23,12
2.31,45,10,44,38
3.65,17,17,59,9
3.98,37,7,46,8
3.43,21,18,39,27
1.16,27,10,39,0
1.34,52,23,25,30
3.58,31,22,14,6
4.29,7,6,30,16
4.55,17,3,26,8
1.08,28,25,17,27
2.97,68,19,58,40
1.65,63,17,4,22
4.56,64,20,17,12
2.55,26,7,19,20
4.34,87,25,48,18
4.31,12,27,20,28
4.2,36,17,2,20
4.26,32,12,49,24
2.43,97,24,40,11
3.27,75,5,15,23
4.4,45,12,43,13
2.87,53,7,64,11
1.61,84,12,44,27
4.39,13,2,3,14
1.5,88,0,0,3
1.32,11,28,34,28
2.04,28,2,62,21
3.91,1,13,12,35
3.41,54,7,13,27
1.14,56,3,27,8
2.58,31,10,6,30
1.81,24,7,23,8
3.62,41,16,53,14
1.15,86,18,31,34
2.14,15,9,22,30
4.34,48,28,22,6
3.28,31,15,48,19
1.76,99,28,19,25
4.66,0,1,52,14
3.04,90,23,22,25
1.58,34,5,28,20
1.68,41,23,30,10
1.31,88,12,22,17
3.21,12,20,16,22
2.86,97,2,34,26
1.37,15,0,16,29
4.36,21,0,27,38
4.09,45,20,24,14
3.83,12,29,44,21
3.51,24,1,63,17
2.2,76,7,60,12
2.31,23,0,41,8
5.0,84,11,20,31
2.19,42,12,64,23
1.12,35,29,26,35
1.04,27,25,14,32
1.83,64,16,24,39
1.68,48,2,39,11
1.9,46,12,9,19
2.75,13,5,37,5
4.39,59,12,54,37
1.99,75,7,29,8
1.22,46,28,34,39
4.03,49,11,49,0
3.24,26,24,15,21
4.98,66,14,35,2
2.08,35,11,27,13
3.91,47,18,4,36
2.06,74,28,56,10
2.7,21,8,60,14
1.68,85,3,39,8
3.82,68,20,10,15
1.13,64,20,41,24
3.93,0,23,56,34
1.91,55,16,31,3
4.1,95,24,39,21
4.13,19,4,6,9
2.19,63,26,6,8
