volume,class_1
5,0
2,0
2,0
86,0
88,0
92,1
3,1
22,2
82,2
19,2
2,3
21,3
10,3
96,3
1,4
6,4
1,4
11,4
78,4
18,4
88,5
88,5
90,5
18,6
98,6
75,6
25,6
17,6
21,7
11,7
93,7
92,7
14,8
86,8
84,8
80,8
81,8
86,8
99,8
78,8
5,8
87,9
20,9
88,9
15,9
25,9
76,10
18,10
94,10
17,11
75,11
97,11
18,11
86,11
24,12
23,12
92,12
21,12
4,12
22,12
8,12
84,13
91,14
92,14
82,14
15,14
16,15
23,15
15,15
17,15
15,16
80,16
19,16
97,16
97,16
96,17
89,17
92,17
99,17
94,18
13,19
82,19
100,19
18,19
7,19
98,19
9,20
85,20
23,21
97,21
88,21
91,22
7,23
20,24
16,24
100,24
89,24
82,24
97,24
9,24
3,24
17,25
88,25
6,26
18,26
14,26
20,27
81,27
14,27
2,27
92,27
86,28
90,28
24,28
88,28
100,28
81,29
84,29
97,29
16,29
19,29
24,30
15,30
16,30
89,30
23,30
9,30
93,30
23,31
98,31
25,31
93,32
100,33
21,33
15,33
82,34
82,34
25,34
17,34
87,34
8,34
97,35
21,35
5,35
84,35
85,35
99,35
79,36
10,36
85,36
1,36
76,37
17,37
19,37
91,37
15,37
100,37
1,38
12,38
1,39
89,39
13,40
23,40
93,40
4,40
11,40
78,40
22,40
22,40
79,41
89,41
95,41
9,41
77,42
88,42
92,43
99,43
8,44
19,44
76,44
88,44
9,44
82,44
97,45
79,45
89,45
82,45
6,45
23,45
19,45
2,45
80,46
89,47
3,47
84,47
94,48
90,48
95,48
19,49
17,49
