volume,class_1,class_2,class_3,class_4
1.25,93,1,2,81
4.55,63,14,9,63
3.3,29,4,16,66
3.76,34,15,3,50
1.62,4,10,4,91
3.87,17,3,21,57
3.35,65,20,24,67
3.2,76,6,23,0
2.62,19,6,1,91
4.97,57,11,13,4
1.48,18,14,25,77
3.49,41,6,3,70
4.18,48,6,18,73
3.94,36,18,24,88
2.03,62,17,0,70
1.04,75,13,19,53
1.96,81,11,11,9
4.98,0,4,15,91
2.8,38,17,15,11
1.2,43,25,19,26
3.19,76,11,21,86
4.38,37,11,3,71
2.01,5,20,19,83
4.07,14,15,18,30
2.06,9,1,3,32
4.19,53,18,21,2
3.82,69,8,14,68
4.86,95,23,26,54
3.72,19,9,3,27
4.07,89,22,23,89
3.05,3,6,16,45
3.32,47,5,6,25
2.72,95,10,6,35
1.41,90,15,26,6
1.75,72,20,13,13
4.99,48,18,18,39
3.66,69,2,18,73
1.49,91,9,26,51
4.92,92,21,23,62
2.15,89,5,10,66
2.84,19,7,3,79
4.76,92,9,20,42
2.73,25,2,22,81
4.09,8,17,14,50
4.13,51,20,1,79
4.63,57,8,4,80
3.4,21,22,1,48
2.31,82,8,18,18
1.21,15,18,14,51
2.42,35,8,22,77
3.78,10,21,19,17
1.09,23,11,12,18
2.34,78,1,12,19
3.98,69,6,22,34
4.57,24,4,11,14
3.37,34,15,8,90
2.49,29,7,10,70
2.2,46,3,14,18
4.43,86,21,10,80
4.9,35,19,22,71
1.95,21,23,23,48
2.96,73,0,7,51
1.85,17,23,18,22
2.11,0,20,10,18
2.63,33,9,5,87
2.53,53,5,17,79
3.45,9,3,12,33
1.28,44,13,5,70
4.14,68,21,14,89
1.59,69,8,21,31
3.82,9,16,3,46
2.73,25,0,21,45
1.43,39,10,21,14
4.21,73,23,14,14
2.42,71,20,17,15
3.23,24,12,12,7
4.28,70,17,22,34
3.72,30,3,9,80
1.8,50,7,8,24
3.88,82,20,18,70
2.12,79,20,8,63
4.44,77,17,25,51
2.52,52,16,2,36
2.87,97,11,11,34
1.46,8,20,9,44
4.53,56,21,17,1
3.68,40,13,3,90
3.19,95,12,11,48
4.08,36,2,5,91
4.44,9,4,10,24
2.29,73,5,12,70
4.48,62,16,24,60
4.42,10,23,20,90
3.11,21,21,6,75
2.37,40,23,9,27
1.8,30,20,15,77
3.78,62,13,23,84
3.24,28,17,23,38
2.29,34,2,24,0
4.37,43,17,20,5
4.37,25,9,26,41
1.78,29,22,19,86
2.78,91,15,16,43
1.82,38,9,24,85
1.28,60,4,5,22
1.83,77,25,4,26
1.98,78,5,0,83
2.51,29,9,16,26
1.62,41,10,9,6
1.65,52,7,25,20
3.37,70,11,4,2
4.91,82,12,3,25
2.22,60,11,9,8
4.08,93,16,20,7
1.55,48,11,18,5
1.82,8,20,25,55
4.29,20,13,13,7
4.5,58,14,1,12
3.95,7,24,8,91
4.13,46,12,11,49
4.56,66,4,14,0
3.11,12,23,12,78
1.15,75,3,11,83
3.22,86,2,7,30
4.64,74,18,1,24
1.99,46,21,3,4
4.16,79,18,2,76
1.81,8,22,15,52
2.5,86,20,19,64
4.82,19,22,10,5
1.8,23,0,7,65
4.46,46,1,25,3
1.53,86,8,19,12
2.44,95,8,10,44
3.03,83,9,0,82
4.08,83,25,4,61
4.27,57,2,26,51
4.9,5,3,9,86
2.32,17,4,20,22
2.38,79,22,3,30
3.6,57,3,20,61
3.01,92,1,1,42
1.12,92,24,22,91
2.98,14,6,15,19
2.62,62,22,2,21
1.65,41,10,17,23
4.59,12,13,7,13
1.61,57,17,22,77
4.11,20,20,8,33
1.67,63,13,5,55
2.98,71,4,24,46
1.34,59,0,13,89
3.7,31,11,5,42
2.5,36,25,11,16
1.55,89,19,7,37
4.51,9,0,21,57
2.09,67,10,1,38
2.06,21,1,15,79
4.11,88,19,20,16
4.05,43,2,10,46
4.09,89,19,6,57
3.78,77,3,7,11
3.67,41,0,14,75
3.25,88,5,7,82
3.48,30,24,11,7
2.6,37,6,19,37
2.84,36,20,12,68
2.48,32,18,20,78
4.16,13,18,25,24
2.91,48,16,17,46
4.29,54,17,16,14
1.09,6,20,23,17
3.0,52,6,4,80
4.93,55,13,20,8
2.9,35,6,21,81
3.11,57,12,1,18
1.45,20,16,5,67
4.98,71,5,21,86
1.74,94,24,26,89
2.08,25,21,4,65
1.81,66,20,6,70
4.05,11,23,8,72
3.55,72,17,13,84
3.64,66,12,25,1
4.67,6,11,23,77
4.94,21,19,4,40
4.27,80,5,5,12
4.27,12,4,25,62
4.59,84,10,10,74
2.21,23,21,7,6
4.19,11,19,17,86
4.39,85,5,18,38
3.1,55,7,15,16
4.67,19,5,12,56
3.68,78,7,14,89
2.69,62,17,20,82
1.37,53,7,0,0
1.04,37,4,6,23
3.69,74,12,19,24
1.25,41,23,14,5
2.43,84,5,3,82
2.79,90,7,18,15
4.4,65,19,20,58
4.78,57,16,6,37
3.4,60,4,15,40
2.91,45,24,11,48
2.49,88,5,9,33
4.71,35,1,0,42
1.68,64,0,2,82
1.99,31,19,1,25
4.86,66,3,16,1
2.14,29,17,18,21
1.92,13,7,2,56
4.61,80,17,4,30
2.44,54,5,0,34
2.15,52,18,13,53
2.62,89,18,1,38
1.27,67,22,26,43
2.1,79,7,21,68
1.88,33,2,5,74
2.74,33,7,7,11
1.1,40,16,9,73
2.9,90,1,1,15
2.11,75,19,13,47
2.84,65,2,13,66
1.36,87,1,17,6
3.47,72,21,2,87
1.33,31,6,7,72
2.78,69,10,25,55
1.26,45,12,5,39
4.1,52,24,23,48
3.4,48,6,14,66
3.12,36,5,3,64
1.32,58,21,9,29
3.17,18,24,4,74
1.56,35,24,8,88
4.8,38,4,13,27
4.96,55,2,0,46
3.0,81,14,22,91
3.16,80,3,7,58
1.7,89,1,4,83
1.03,36,19,6,62
4.58,18,12,12,67
4.43,80,16,15,66
1.51,55,1,12,21
4.65,70,22,22,78
