volume,class_1,class_2,class_3,class_4,class_5
2.1,3,3,13,5,15
2.58,1,0,5,0,15
1.57,0,2,14,9,6
2.17,3,1,10,3,18
3.97,3,0,15,6,5
1.98,1,3,3,11,12
3.77,1,5,9,3,10
2.14,2,3,3,1,19
3.1,7,6,17,7,15
4.48,4,5,5,8,5
1.01,4,0,1,9,10
2.74,9,9,14,8,1
1.45,0,7,11,7,6
1.61,10,7,12,5,3
3.31,8,5,14,5,16
3.04,2,4,12,8,9
1.9,0,10,12,9,2
1.77,9,5,0,10,14
1.72,3,10,10,11,8
4.73,4,5,12,1,8
3.35,3,2,3,11,18
3.22,1,5,9,9,10
2.61,11,3,11,5,16
2.17,5,7,1,5,11
1.98,3,9,17,6,20
1.17,6,3,18,0,18
3.63,7,3,7,11,14
4.2,3,3,17,0,4
3.82,4,5,16,2,11
1.31,5,8,17,1,4
3.81,5,3,13,11,2
3.03,6,2,14,10,12
4.39,5,0,17,6,9
3.56,11,6,4,7,17
1.59,6,2,8,12,9
2.88,1,3,10,10,7
2.5,7,4,18,5,19
1.76,6,8,16,2,9
3.57,5,9,9,6,14
2.77,11,3,14,9,0
4.97,11,4,12,2,17
3.58,11,7,10,5,5
4.31,0,7,6,7,3
1.05,6,4,17,8,6
3.85,10,9,8,1,11
4.83,8,4,14,3,1
4.24,7,8,13,2,9
2.35,9,0,16,11,13
3.48,3,9,1,7,16
2.69,5,4,12,12,12
2.01,1,4,5,7,9
4.4,6,8,0,3,0
1.45,6,5,16,7,13
2.94,7,3,9,5,7
3.07,3,4,9,9,18
2.25,9,1,4,13,13
2.7,1,0,14,4,14
2.91,5,7,7,1,7
1.33,0,9,6,13,9
3.14,4,10,9,2,16
4.33,3,10,7,0,20
2.76,11,0,19,13,20
3.14,0,9,2,7,11
4.65,5,1,15,2,8
4.54,11,8,6,6,6
2.32,8,4,12,12,13
4.28,6,7,16,10,2
2.13,1,0,11,9,4
4.47,4,3,12,6,8
1.93,9,2,5,5,7
2.84,9,2,15,5,19
1.62,5,7,6,3,20
2.73,8,1,7,10,5
4.6,6,5,19,13,9
1.91,9,7,3,3,1
2.27,11,6,14,2,5
4.15,4,3,10,8,13
3.16,8,7,15,6,4
3.96,0,10,18,2,19
3.42,1,1,7,12,16
1.35,6,9,12,3,17
3.0,6,9,17,13,5
4.94,6,1,13,1,19
1.84,5,10,14,1,2
4.42,11,5,0,5,20
2.07,3,10,12,12,12
4.46,5,4,4,9,6
1.63,6,8,1,0,9
3.14,3,2,17,5,1
2.44,11,10,9,12,3
2.51,11,10,13,10,9
2.6,3,1,14,11,15
3.05,8,1,7,11,17
4.32,3,9,3,11,9
2.73,3,7,15,6,6
4.37,3,8,13,6,18
2.76,7,9,13,6,20
4.87,11,9,7,0,11
3.87,6,10,3,1,19
1.01,8,0,19,5,1
2.79,8,4,1,10,6
1.81,0,5,16,8,17
4.73,3,5,7,11,16
3.08,4,7,14,7,9
2.14,2,9,16,6,0
3.73,1,2,18,4,8
3.15,10,6,9,10,13
3.23,11,8,11,10,0
4.51,0,0,19,9,2
2.29,0,0,9,8,18
4.53,8,3,3,1,15
1.55,6,2,9,2,5
3.69,1,10,6,0,3
3.96,11,0,5,10,12
1.3,10,2,0,9,14
3.98,7,5,10,10,19
1.77,1,6,1,6,3
4.04,8,2,18,9,19
4.33,10,0,5,7,6
3.6,6,9,9,11,19
4.54,9,1,0,6,12
3.22,4,4,5,1,18
2.92,8,10,18,7,18
3.47,1,8,19,12,4
3.4,10,7,0,7,2
6.95,5,8,2,11,10
7.56,10,4,3,1,10
7.88,11,5,18,9,1
5.01,3,6,13,11,4
5.0,1,6,18,13,12
7.37,9,0,14,5,18
7.68,2,4,19,12,11
8.26,4,9,18,1,12
7.31,5,3,7,4,11
6.68,11,9,13,8,8
6.83,2,10,6,12,9
8.45,7,4,6,11,14
8.91,11,0,17,10,11
6.17,3,0,19,6,15
8.29,1,1,18,9,20
5.07,7,9,3,8,1
6.7,1,0,15,11,0
7.31,2,1,12,13,17
6.78,9,3,18,9,8
6.89,3,5,12,4,18
