volume,class_1,class_2,class_3
72,0,10,3
63,0,14,6
58,0,19,9
50,0,2,6
44,0,15,4
70,0,3,9
40,0,22,5
46,0,22,2
61,0,5,0
50,0,11,6
39,0,4,9
75,0,15,1
54,0,19,1
63,0,10,0
56,0,20,8
43,0,7,2
72,0,5,9
46,0,9,6
37,0,23,7
39,0,8,4
65,1,5,2
57,1,23,5
66,1,10,2
51,1,17,4
57,1,11,5
69,1,23,3
53,1,24,0
69,1,24,0
73,1,14,0
50,1,5,9
71,1,20,3
68,1,5,7
66,1,4,6
40,1,15,0
48,1,21,2
73,1,18,1
58,1,5,3
75,1,15,8
58,1,20,2
62,1,3,3
58,1,18,4
67,1,9,9
42,1,3,2
74,1,9,6
73,1,2,4
57,1,21,9
51,1,6,6
62,1,2,9
37,1,8,8
42,2,19,8
51,2,20,9
65,2,21,0
52,2,3,2
38,2,2,1
68,2,13,4
69,2,18,1
74,2,21,5
73,2,8,9
69,2,8,6
59,2,14,7
43,2,10,0
41,2,16,2
72,2,1,6
45,2,20,2
44,2,22,3
43,2,4,3
52,3,9,7
49,3,6,8
49,3,11,8
66,3,13,1
67,3,22,6
46,3,17,5
73,3,20,9
57,3,2,4
57,3,22,6
53,3,7,4
65,3,10,8
51,3,18,1
75,4,12,4
45,4,18,3
63,4,1,8
72,4,7,3
68,4,6,9
63,4,16,0
72,4,0,5
53,4,21,1
42,4,1,5
46,4,15,0
41,4,23,1
38,4,15,7
68,4,16,9
60,4,23,0
56,4,12,9
71,4,9,2
70,4,9,8
55,4,12,3
65,4,19,5
62,4,2,1
45,4,18,8
70,4,20,7
59,4,9,4
54,4,0,2
56,4,13,3
39,4,14,7
50,4,19,8
44,5,12,4
57,5,24,0
49,5,1,1
58,5,5,6
50,5,2,1
42,5,14,1
70,5,10,7
65,5,15,7
37,5,14,8
68,5,24,3
70,5,8,3
66,5,16,6
39,5,23,2
56,5,24,5
62,5,2,7
64,5,7,6
43,5,5,5
58,6,22,7
60,6,11,1
65,6,0,7
50,6,14,1
47,6,0,5
52,6,16,2
57,6,15,9
55,6,1,8
43,6,24,4
60,6,7,7
52,6,0,4
55,6,6,0
55,6,20,5
67,6,6,3
53,6,3,5
52,6,21,6
56,6,6,4
57,7,22,8
46,7,12,9
48,7,13,3
52,7,8,0
61,7,4,9
41,7,16,2
57,7,3,5
56,7,21,4
75,7,12,8
45,7,1,8
59,7,10,3
51,7,23,8
42,7,23,0
38,7,12,9
42,7,11,3
48,7,19,5
60,7,13,6
39,7,13,7
48,7,17,6
63,7,6,7
55,7,8,0
60,7,24,5
58,7,1,4
63,8,8,5
56,8,0,3
75,8,13,1
56,8,1,0
64,8,3,4
75,8,7,9
55,8,3,5
53,8,7,4
74,8,24,4
39,8,7,1
44,8,11,7
63,8,17,6
64,8,4,7
39,8,14,7
39,8,12,8
72,8,4,1
56,8,16,2
37,8,0,5
70,8,16,0
55,8,21,6
49,8,11,3
75,9,17,2
71,9,9,8
69,9,18,7
45,9,17,2
68,9,4,8
47,9,13,1
65,9,4,0
62,9,6,1
54,9,22,7
62,9,18,5
51,9,11,2
65,9,10,9
48,9,17,3
49,9,19,6
66,9,0,2
74,9,17,4
49,9,19,0
