volume,class_1,class_2,class_3
3.44,22,10,4
2.53,9,1,7
3.4,11,17,4
4.85,4,5,4
1.78,8,10,5
2.35,13,8,9
3.27,1,7,12
3.16,1,11,2
3.94,15,13,6
2.72,16,9,9
1.23,10,1,0
1.66,1,7,12
4.03,14,7,5
3.72,0,4,2
3.81,6,8,10
1.42,8,11,1
1.19,22,14,8
4.73,3,0,2
2.69,12,3,3
1.14,22,3,9
1.88,14,14,2
2.96,1,17,1
2.29,1,2,7
1.41,7,17,1
4.31,9,2,10
1.51,1,1,4
1.8,21,2,12
1.68,3,2,9
4.57,3,4,2
3.95,11,2,8
4.11,7,12,3
1.3,21,5,11
1.53,17,7,12
1.66,8,13,11
2.24,20,1,5
1.54,20,5,10
1.63,19,16,3
1.17,17,14,9
2.4,20,14,0
1.45,18,10,8
1.62,19,8,7
4.04,20,11,5
1.91,21,6,7
2.85,9,4,7
3.77,20,17,0
3.78,1,15,0
4.39,19,1,9
4.41,5,11,6
2.64,23,4,8
2.28,5,13,11
4.61,24,5,0
1.28,18,13,10
4.22,4,7,1
4.09,0,15,4
4.58,24,11,7
3.86,11,6,12
4.04,5,5,1
4.31,2,9,1
3.95,2,8,1
3.56,7,9,0
2.79,9,7,8
4.23,6,13,10
2.79,8,13,0
6.76,2,11,6
6.99,12,8,0
7.73,9,15,6
9.94,19,11,2
5.28,9,9,2
5.24,5,1,12
5.31,0,3,0
6.08,1,10,3
7.61,24,15,11
6.14,14,15,11
6.13,1,8,7
9.29,9,8,9
6.44,20,16,12
8.64,9,5,6
8.87,24,0,7
7.12,5,12,1
5.13,7,13,7
6.64,1,16,7
8.18,7,1,5
7.36,2,0,7
9.89,14,11,12
6.43,1,13,5
5.55,1,1,10
5.5,7,17,3
7.4,6,17,0
6.52,20,7,2
5.12,6,4,0
7.2,14,0,7
6.31,2,5,8
8.86,21,9,7
8.68,8,16,12
5.41,5,8,2
7.52,12,9,9
7.43,6,13,9
6.86,12,11,2
7.46,18,8,4
8.15,9,16,10
6.83,22,4,10
5.86,4,17,6
5.47,19,15,6
5.14,11,15,6
5.17,4,5,6
7.97,21,17,0
9.8,18,13,5
9.24,12,7,9
9.31,19,3,4
5.28,3,12,9
7.77,24,13,1
7.31,6,3,0
9.12,8,13,8
9.63,19,6,10
6.53,0,13,1
9.82,7,6,5
7.82,16,16,5
8.54,14,16,3
6.44,5,17,1
7.79,4,0,4
9.5,15,16,1
6.55,15,5,8
6.95,23,9,0
5.04,17,3,10
7.94,17,9,0
9.99,7,1,3
8.76,2,14,8
5.27,16,9,3
8.97,1,1,0
9.82,5,17,10
6.24,19,12,10
5.37,10,16,10
7.19,3,4,6
6.34,9,4,2
5.29,5,2,7
5.18,11,16,8
5.43,16,13,2
8.41,4,14,1
7.71,21,12,9
6.76,6,9,1
9.85,0,6,8
7.34,20,12,0
7.46,10,10,4
8.77,12,12,2
8.88,20,2,4
7.4,19,16,3
5.83,19,16,2
7.29,15,9,8
6.98,24,9,3
9.05,11,15,3
6.29,20,5,7
5.81,21,16,4
7.55,8,8,7
9.17,14,7,4
7.31,15,1,10
7.67,12,16,11
6.39,5,17,6
9.39,14,16,4
5.31,14,2,11
8.73,15,17,8
7.53,0,5,10
8.84,8,6,1
5.87,2,2,5
5.79,9,9,11
8.64,24,7,6
8.72,19,1,2
6.39,24,8,2
5.07,5,1,9
8.83,7,0,4
8.96,7,12,8
9.15,3,7,1
8.72,1,8,10
6.57,1,0,6
6.99,12,16,9
9.49,13,12,4
7.82,0,17,11
6.17,15,16,1
9.78,5,8,1
5.87,3,13,0
6.83,10,0,7
9.66,13,2,4
8.09,14,3,10
8.12,2,1,0
7.55,5,1,6
8.51,24,9,11
8.85,22,10,10
7.63,1,11,5
6.56,10,15,7
11.24,7,11,2
14.07,22,1,9
13.23,15,9,11
11.5,12,1,0
10.51,13,7,11
11.1,2,16,11
14.23,22,12,3
13.59,2,16,10
12.1,14,14,0
14.16,10,6,9
11.18,0,9,11
11.83,16,17,0
11.04,20,16,3
10.56,4,13,12
12.28,9,17,4
13.33,19,12,2
13.82,4,17,7
10.92,16,1,11
10.48,16,16,5
13.36,17,3,8
11.37,3,6,7
10.63,14,11,0
11.87,12,7,8
14.04,2,16,11
10.36,24,9,7
12.94,7,3,4
12.55,3,2,9
10.8,2,15,1
10.8,7,11,1
13.85,18,13,1
11.51,9,1,7
14.45,24,6,0
13.11,4,1,12
13.37,2,7,0
12.54,2,7,6
12.36,4,2,5
11.34,22,7,7
11.52,2,6,9
14.22,14,11,12
11.78,2,15,7
12.49,19,1,7
12.97,23,7,5
11.74,24,4,7
10.4,18,2,12
12.47,24,13,4
14.26,14,7,1
14.74,9,8,4
12.92,23,12,9
11.92,7,8,2
10.83,5,15,1
13.1,11,11,12
13.27,2,8,2
11.54,18,9,12
11.64,14,16,3
10.54,21,0,11
10.77,2,3,5
11.82,19,3,10
14.47,16,14,3
12.14,10,12,4
13.88,15,14,0
11.11,15,10,7
12.47,20,10,1
