volume,class_1,class_2
120,0,15
26,0,6
150,0,22
135,0,21
6,0,8
142,1,13
143,1,1
6,1,15
35,1,11
1,1,0
34,1,13
27,1,21
139,1,2
115,2,10
9,2,23
3,2,3
126,2,22
114,2,0
19,3,3
149,3,9
117,3,16
142,3,15
147,3,16
140,3,18
2,3,4
7,3,7
9,3,18
139,3,13
18,3,11
121,4,21
117,4,16
7,4,16
132,4,4
116,4,17
112,4,16
127,4,21
19,4,8
7,4,12
133,4,19
127,4,18
141,5,16
133,5,14
10,5,9
150,5,15
129,5,5
113,5,7
13,5,24
27,5,20
124,6,24
130,6,9
117,6,0
149,6,0
115,6,15
129,7,23
143,7,2
30,7,18
129,7,12
16,7,23
140,7,4
136,8,7
118,8,24
138,8,2
27,9,11
4,9,9
148,9,7
112,9,12
125,9,23
114,9,11
33,10,14
34,10,14
16,10,9
19,10,5
141,10,10
33,10,5
131,10,24
117,10,2
5,10,13
26,10,1
36,10,24
10,10,6
135,11,22
27,11,18
142,11,2
9,11,10
36,11,19
114,11,22
118,11,8
15,11,1
20,11,2
29,11,7
36,11,10
125,11,5
24,12,19
148,12,20
12,12,0
139,13,14
133,13,10
116,13,3
10,13,1
143,13,11
18,13,17
117,13,18
130,13,7
127,14,13
4,14,13
126,14,19
11,14,4
12,14,7
130,14,15
35,14,24
36,14,14
15,14,9
37,14,4
4,14,4
124,15,3
123,15,20
24,15,9
22,15,1
148,15,11
27,15,3
136,15,8
112,15,5
119,16,14
30,16,19
13,16,21
17,16,20
137,16,20
148,16,12
129,17,8
22,17,23
26,17,8
7,17,17
117,17,22
121,17,6
30,18,20
29,18,6
128,18,7
112,18,23
20,18,19
15,18,10
121,18,3
122,18,2
125,18,5
128,18,13
32,19,24
149,19,3
3,19,12
143,19,1
131,19,5
149,19,6
132,19,17
9,20,0
15,20,24
145,20,6
9,20,19
4,20,22
150,20,21
11,20,2
120,20,9
2,20,1
3,20,17
125,21,4
30,21,14
150,21,15
25,21,11
16,21,18
142,21,20
145,21,16
144,21,6
132,22,14
139,22,23
20,22,19
144,22,12
138,22,0
142,22,17
23,22,8
150,22,21
31,23,20
23,23,6
20,23,8
118,23,5
146,23,17
140,23,13
24,23,16
143,23,4
133,23,22
26,23,12
4,23,22
137,23,17
12,24,12
29,24,18
12,24,1
134,24,23
147,24,15
19,24,10
6,24,3
125,24,0
148,24,21
135,24,11
26,24,10
