volume,class_1,class_2,class_3
1.32,2,0,15
3.62,6,0,0
1.1,7,3,16
2.79,7,6,5
3.82,4,1,0
2.1,7,4,18
1.6,9,5,20
3.87,6,5,9
4.57,7,6,2
4.27,1,1,1
3.76,0,1,16
2.73,9,4,0
4.96,8,3,6
1.73,1,2,13
1.26,4,2,20
1.77,3,2,19
4.95,2,1,5
1.17,9,0,5
2.89,6,3,4
1.49,8,6,13
3.49,8,5,0
2.58,4,5,2
2.21,3,2,15
4.65,7,5,3
1.61,3,0,15
4.98,1,1,16
2.09,8,2,1
2.77,4,6,6
4.43,8,1,12
3.57,1,2,12
3.95,1,0,8
2.83,1,3,12
1.4,3,4,4
2.43,5,0,0
3.83,9,5,17
1.64,4,1,17
1.15,8,1,10
1.73,6,6,3
4.13,5,1,3
2.39,9,3,6
2.63,4,1,3
2.23,9,6,11
1.69,8,4,14
1.62,4,5,0
3.45,8,6,16
1.38,2,1,20
1.5,3,1,15
3.38,2,4,18
3.33,4,3,9
3.03,5,5,7
1.17,4,3,16
4.22,1,5,13
2.68,8,0,0
4.42,2,1,20
1.62,1,4,0
3.71,3,2,17
1.73,9,2,17
1.8,9,2,12
4.71,7,0,5
2.15,7,0,3
2.03,0,2,0
4.85,3,3,6
3.11,5,5,0
3.72,9,1,1
2.89,8,5,11
1.13,5,2,2
4.98,5,0,14
1.83,2,5,4
4.94,5,2,3
2.01,8,2,14
2.12,1,1,17
4.47,1,1,8
2.97,6,3,13
3.3,2,5,15
2.52,1,3,19
2.83,2,6,0
1.46,0,1,3
3.66,5,6,2
1.34,5,0,8
2.01,6,1,19
4.98,4,5,11
3.32,2,5,0
2.4,5,4,14
4.37,6,1,0
2.67,7,5,16
4.91,1,2,8
3.34,3,6,7
1.28,5,2,11
3.84,3,0,17
1.69,0,5,15
2.36,1,4,8
2.33,7,5,18
2.26,3,6,8
3.98,6,2,18
4.97,9,0,17
1.28,5,6,12
4.1,4,4,20
3.34,9,6,1
1.41,2,1,3
1.45,2,3,5
1.81,0,2,4
1.92,5,4,1
2.26,0,0,12
4.5,9,6,7
3.78,7,5,8
1.91,2,1,4
1.42,1,1,2
2.61,4,6,12
2.91,8,2,1
2.2,4,3,11
3.88,0,0,9
3.23,9,3,3
1.94,4,5,18
1.01,4,3,13
1.8,3,1,20
3.07,6,3,2
1.49,4,2,11
1.47,3,6,20
3.69,1,4,19
4.81,0,2,16
4.18,9,0,15
1.83,2,0,1
1.18,0,5,19
3.82,3,2,13
3.77,6,2,2
5.23,4,5,18
9.0,5,2,17
5.82,9,4,15
6.92,0,1,11
9.39,0,4,16
7.83,3,4,8
7.63,3,6,18
5.55,9,5,6
5.24,0,3,11
8.66,6,1,12
8.36,4,2,0
8.6,9,2,1
9.49,2,6,19
9.62,0,4,10
8.32,8,1,20
9.52,8,3,17
5.2,5,2,8
7.99,7,3,5
7.92,1,6,9
8.19,5,4,1
9.91,1,5,19
5.4,0,6,6
6.1,5,5,12
6.48,9,4,15
6.32,7,2,7
7.03,7,3,5
7.89,2,5,15
5.42,5,0,8
5.65,0,3,7
9.68,2,1,20
6.72,5,5,15
8.67,9,4,19
6.05,0,0,2
6.15,7,2,7
5.73,9,1,17
7.05,5,5,8
7.89,2,4,9
6.51,6,0,6
7.12,7,0,6
7.7,7,5,8
5.67,8,5,1
9.93,8,1,19
5.77,2,0,10
9.12,6,6,0
7.46,7,5,14
8.27,3,3,10
5.95,0,4,8
8.41,6,2,7
5.69,7,2,16
6.8,2,6,10
6.95,6,0,8
9.8,1,2,1
7.97,0,2,1
5.46,0,6,16
8.92,3,5,20
5.02,6,4,4
6.42,1,5,9
5.34,1,5,16
8.65,3,6,5
6.77,9,4,4
8.29,9,6,15
6.9,6,4,16
7.45,1,5,13
9.29,0,4,3
6.82,3,3,15
9.73,1,6,0
8.8,5,6,12
6.23,1,5,16
5.34,5,2,2
8.87,1,6,2
8.28,5,4,13
6.74,9,3,18
9.48,8,5,11
8.66,5,5,14
5.18,5,1,18
7.71,6,0,1
6.15,5,6,15
7.4,8,1,10
5.0,5,0,4
6.78,6,4,9
6.06,0,5,18
9.62,3,2,17
8.18,0,5,7
9.48,6,4,12
9.87,2,6,12
7.33,8,3,11
7.78,0,5,4
7.11,7,2,1
12.85,6,3,16
10.75,5,5,18
12.31,9,3,16
13.14,9,1,1
10.87,3,0,9
14.74,1,4,8
14.47,9,2,17
12.72,0,2,9
13.0,9,1,11
13.14,8,6,6
13.95,2,1,2
11.69,9,0,11
12.34,0,3,15
11.44,1,6,3
13.71,5,4,1
10.66,2,0,19
10.18,2,6,12
11.85,0,4,17
11.25,8,4,3
12.97,8,1,4
13.57,9,0,3
13.5,6,3,18
10.33,8,1,7
10.51,6,1,2
12.1,6,6,14
14.78,4,1,0
14.16,8,1,12
13.92,1,1,6
11.28,0,5,18
12.38,4,2,11
10.07,0,5,18
13.62,7,2,3
11.55,1,5,1
14.26,6,4,6
14.31,4,2,8
10.31,1,3,10
11.26,2,5,0
