volume,class_1,class_2,class_3,class_4,class_5
1.74,42,6,0,11,6
2.06,0,33,8,27,26
1.03,20,23,4,14,7
2.51,22,34,17,20,24
3.97,10,25,0,35,10
3.6,64,1,20,32,18
2.42,31,6,10,17,15
2.31,59,31,11,32,31
4.15,62,0,21,33,18
3.77,63,27,0,3,16
3.84,41,28,18,2,30
4.43,14,23,3,21,9
4.66,43,16,0,20,35
4.73,7,15,13,21,29
3.02,20,33,14,27,20
1.73,15,33,17,31,3
2.7,53,6,1,23,9
4.41,54,12,9,14,14
3.07,6,9,8,17,24
4.5,11,27,17,2,17
1.1,62,7,8,11,30
4.14,52,11,13,24,8
4.63,68,18,13,37,33
1.02,60,18,21,31,21
2.8,32,23,18,40,14
4.14,9,18,8,29,12
1.19,4,15,5,20,11
1.84,18,30,5,18,30
1.71,13,21,0,33,9
2.07,28,18,16,4,13
2.78,43,14,16,25,0
2.99,28,11,3,38,25
1.45,57,26,20,6,31
3.39,18,32,2,7,22
4.23,51,8,7,15,21
4.72,10,2,3,14,0
3.64,59,4,0,41,12
1.89,55,33,1,1,32
4.11,28,23,2,27,26
1.41,54,20,18,33,13
1.68,23,13,0,25,23
3.24,42,28,18,12,26
4.12,1,16,0,13,22
2.68,10,15,14,16,0
2.64,41,35,1,30,30
2.07,61,8,15,30,18
2.7,53,1,15,36,15
1.65,64,15,8,5,15
4.26,35,11,13,41,26
2.91,53,34,1,11,16
1.78,2,8,2,14,15
2.11,48,26,15,14,8
4.02,28,29,0,7,16
3.43,69,13,6,39,28
1.96,64,27,19,21,21
3.08,29,4,6,38,2
4.58,31,14,20,26,4
4.43,47,10,19,3,10
4.99,13,24,4,30,4
3.36,6,22,15,37,26
3.6,6,30,7,39,5
4.88,11,9,1,29,7
1.54,25,1,21,32,22
2.59,50,22,12,3,30
2.39,64,29,0,9,16
2.75,21,9,5,17,28
2.97,49,6,4,23,21
2.06,54,13,13,41,15
2.08,37,5,11,31,25
4.43,66,14,8,36,24
3.44,52,3,7,16,27
4.2,64,11,4,13,30
2.62,21,15,9,36,6
4.02,59,0,20,39,22
2.53,17,3,8,23,17
2.58,66,34,11,39,22
3.45,61,31,2,0,26
2.6,41,4,1,19,35
1.68,46,0,19,39,6
3.82,6,30,5,16,14
3.89,55,0,1,9,14
1.66,52,13,13,18,6
2.07,47,29,14,36,17
1.5,42,35,13,11,1
3.54,10,19,21,12,35
1.96,29,16,13,22,31
2.45,33,26,17,5,15
1.6,65,3,17,30,18
1.68,37,10,18,19,8
1.05,62,31,0,40,24
1.5,2,30,14,23,12
4.99,3,26,10,15,12
4.16,54,32,14,10,28
1.3,51,34,19,18,18
4.63,45,29,19,19,3
3.66,51,16,5,36,22
3.62,25,5,2,34,19
4.1,38,18,17,11,15
4.3,64,19,20,18,19
2.47,63,20,13,36,35
2.5,26,7,11,26,12
3.46,39,21,5,41,8
3.44,62,19,8,16,15
4.29,52,12,16,36,27
3.93,45,13,12,38,12
2.79,46,3,1,18,35
2.26,0,0,17,23,5
1.59,53,28,9,14,0
3.63,35,27,16,0,30
1.03,58,11,5,16,23
4.96,30,13,12,35,14
3.91,42,0,17,23,29
4.53,52,22,14,33,6
3.79,24,20,13,37,27
3.06,51,15,9,37,9
1.19,9,11,21,40,21
4.46,66,9,7,17,26
4.67,37,10,10,17,5
2.52,1,28,4,17,15
2.71,45,9,17,5,34
2.29,21,34,14,3,26
4.96,23,35,8,1,19
4.06,4,29,14,24,32
1.25,54,34,1,4,3
2.82,32,33,3,9,26
1.99,45,9,1,11,5
2.34,62,12,6,18,29
3.75,20,20,6,8,23
3.75,37,7,0,1,11
1.92,41,15,10,5,7
4.32,19,11,19,19,29
1.7,47,3,4,14,25
4.99,18,0,20,11,25
2.14,15,24,1,13,24
4.18,43,3,16,41,19
4.07,48,34,18,7,21
3.02,69,15,1,10,31
2.68,38,6,19,3,16
2.15,65,22,15,22,31
1.31,41,22,12,20,9
2.63,24,32,21,19,30
3.49,68,12,18,1,8
3.74,28,0,8,9,17
4.46,1,26,3,27,33
2.12,10,23,9,39,6
3.67,1,18,3,21,9
3.94,63,33,7,32,6
1.38,29,8,11,34,11
3.89,12,2,1,26,19
3.99,52,12,1,8,4
4.44,27,29,7,11,25
4.77,32,31,18,20,3
1.64,62,35,17,3,5
1.21,9,22,11,21,25
1.86,28,6,0,28,18
1.15,26,20,20,28,34
4.07,65,17,0,40,20
3.86,19,19,6,30,15
3.25,16,7,7,13,34
4.36,29,1,21,0,10
4.24,6,6,8,6,9
1.94,27,29,6,19,30
2.21,22,22,14,15,28
1.92,19,18,8,0,17
4.2,11,6,1,14,27
1.75,24,22,14,32,17
3.26,44,0,5,14,30
4.12,28,12,13,20,25
3.49,63,33,5,35,22
2.73,44,11,18,25,10
1.6,66,14,4,17,22
4.05,11,8,20,17,5
4.83,58,2,18,17,6
2.62,60,2,7,23,31
3.73,42,14,10,15,33
1.36,40,19,21,34,32
2.54,39,5,14,30,17
4.68,32,23,15,13,4
1.75,68,2,2,2,26
4.39,66,13,12,24,21
2.77,46,13,15,2,32
4.45,68,19,8,3,29
4.43,15,12,19,15,5
4.75,27,31,11,2,25
3.48,46,4,20,32,16
1.41,67,4,2,20,20
3.23,20,10,7,41,6
4.8,22,23,13,15,22
3.08,39,23,14,38,23
3.48,51,19,16,4,13
4.48,55,29,2,9,25
1.07,27,23,11,35,35
3.38,2,12,10,3,23
1.23,35,7,19,25,19
4.96,68,15,11,4,8
1.07,54,22,6,31,16
4.74,64,30,8,25,27
1.36,0,11,11,24,12
1.94,66,17,8,39,30
2.56,34,4,0,12,29
1.02,60,7,7,26,15
1.93,68,19,0,8,15
3.98,19,22,12,13,30
3.47,44,25,15,30,20
1.75,36,19,7,5,24
4.32,67,3,6,16,25
4.46,38,34,20,7,8
3.43,30,12,16,0,23
3.37,6,20,9,25,13
1.19,51,28,0,21,8
3.15,15,1,0,16,19
2.17,45,31,18,16,2
2.69,36,34,9,21,34
3.48,41,16,19,12,29
4.55,56,6,0,35,2
3.99,57,1,11,7,26
1.55,44,7,10,24,34
4.73,11,27,17,3,6
4.17,1,7,0,22,3
3.11,36,14,21,12,11
2.14,52,7,6,30,34
2.85,18,32,6,7,23
4.58,28,2,9,0,7
1.08,36,22,5,4,32
3.71,22,32,5,2,18
4.43,61,32,9,38,11
3.24,64,19,13,6,12
1.21,23,10,18,28,0
2.85,16,0,7,9,31
2.34,63,19,4,33,8
4.64,28,12,18,27,34
1.98,54,28,11,18,12
3.95,38,14,9,11,10
4.58,68,5,20,11,16
3.01,4,26,17,12,6
4.33,65,26,2,33,27
2.89,12,23,10,4,25
3.94,45,18,17,23,33
2.04,34,21,4,1,15
3.54,0,7,8,25,26
1.64,66,13,17,1,21
4.26,56,7,4,32,29
3.21,4,18,4,25,21
4.21,13,30,14,30,23
2.77,61,26,0,5,13
3.12,50,13,20,18,10
2.8,30,16,1,1,7
4.6,23,17,0,16,33
3.43,38,7,11,10,23
4.99,54,23,7,27,2
6.05,9,17,21,1,15
8.2,10,33,7,33,12
7.84,1,12,11,35,26
6.31,27,11,8,27,9
6.12,55,21,13,9,35
7.73,67,15,9,8,25
6.95,68,26,2,36,34
8.78,18,33,11,36,17
8.79,67,7,11,38,24
8.84,46,7,10,37,10
6.81,8,25,8,27,27
