volume,class_1,class_2
55,0,30
65,0,47
44,0,33
71,0,47
66,0,0
73,0,33
47,0,49
62,1,15
63,1,45
64,1,48
59,2,41
42,2,22
61,2,32
39,3,10
43,3,16
66,3,43
50,3,28
66,3,34
54,4,37
57,4,41
40,4,23
55,5,11
69,5,24
55,5,35
51,6,9
60,6,44
67,6,35
39,6,0
59,6,41
40,6,16
53,6,43
57,6,39
43,6,20
47,6,35
74,7,37
49,7,46
61,7,25
44,7,30
59,7,15
41,8,31
51,8,22
69,9,47
61,9,36
53,9,38
65,10,9
45,10,40
39,10,15
65,10,7
66,11,32
40,11,26
59,11,46
38,11,24
59,11,5
60,12,44
37,12,25
54,12,36
50,13,36
61,13,30
53,13,14
41,14,19
55,14,49
38,14,3
74,14,31
73,14,1
44,14,3
60,15,0
71,15,24
64,16,18
68,16,18
59,17,27
58,17,1
54,17,4
40,17,13
67,18,45
43,18,9
64,18,19
40,19,21
40,19,12
45,19,19
71,19,4
54,19,25
66,19,11
69,20,6
75,21,8
62,21,43
49,21,10
52,21,23
45,21,40
70,22,14
37,22,7
61,22,11
40,22,13
52,22,21
39,23,6
38,23,38
73,23,48
41,23,29
68,23,47
43,23,20
47,23,14
60,24,38
64,24,1
55,24,33
68,25,3
55,25,17
75,25,18
55,26,0
52,26,46
68,26,32
42,27,16
62,27,37
44,27,13
56,27,27
50,27,7
59,28,21
43,28,27
47,28,13
70,28,28
38,29,32
47,30,12
52,30,17
72,30,5
39,30,49
65,31,4
60,31,40
57,31,24
61,32,15
67,32,44
42,32,25
57,32,28
72,33,46
41,33,12
61,34,26
74,34,23
68,34,3
47,35,2
40,35,31
73,36,48
70,36,31
60,36,45
75,36,44
58,36,8
61,36,22
60,37,27
54,37,9
67,37,33
62,37,30
64,37,37
45,37,21
63,38,35
63,38,41
50,39,34
47,39,8
54,39,42
65,40,42
59,40,2
45,40,14
70,40,39
49,40,2
64,41,6
64,41,7
61,42,5
62,43,26
54,43,5
41,43,20
62,44,2
39,44,48
70,44,28
41,44,23
58,44,43
46,45,39
58,45,11
44,45,42
43,45,39
44,45,34
65,45,20
37,45,36
73,46,45
73,46,29
70,46,26
37,46,8
48,46,4
39,46,10
58,47,40
72,47,29
47,47,18
46,48,1
71,48,10
58,48,19
73,48,29
40,48,12
59,48,42
60,49,17
57,49,16
74,49,34
39,49,6
75,49,22
43,49,49
40,49,17
55,49,38
