volume,class_1,class_2
35,0,4
37,0,7
31,0,1
44,0,6
26,0,4
38,0,8
40,0,0
50,0,3
28,0,9
35,0,1
38,0,7
38,0,4
28,0,9
25,0,8
36,0,2
31,0,2
37,0,2
45,0,7
42,0,6
26,0,5
45,0,8
42,0,8
30,0,9
48,1,9
43,1,2
49,1,3
26,1,1
43,1,1
34,1,7
44,1,3
50,1,8
41,1,9
49,1,0
43,1,8
36,1,6
37,1,4
28,1,2
34,1,7
46,1,5
34,1,8
46,1,7
37,1,8
34,1,1
30,1,9
40,1,0
33,1,9
35,1,6
38,1,3
40,1,2
37,2,9
34,2,3
42,2,5
35,2,3
37,2,8
48,2,4
43,2,7
45,2,9
47,2,5
50,2,8
31,2,8
40,2,5
30,2,5
48,2,9
48,2,2
42,2,3
45,2,7
26,2,3
50,2,2
25,2,1
29,2,0
33,2,0
25,3,7
32,3,2
31,3,1
46,3,4
34,3,7
39,3,5
46,3,1
40,3,2
32,3,0
35,3,2
33,3,9
41,3,7
39,3,3
50,3,2
50,3,6
48,3,8
28,3,8
31,3,1
42,3,1
48,3,6
31,4,6
28,4,5
31,4,1
37,4,7
27,4,8
27,4,0
25,4,3
33,4,4
43,4,5
42,4,5
39,4,5
25,5,7
38,5,4
33,5,0
37,5,6
37,5,6
36,5,6
37,5,9
28,5,5
43,5,8
50,5,5
34,5,2
47,5,0
33,5,8
40,5,5
29,5,9
37,5,0
45,5,1
26,5,0
40,5,2
41,5,5
34,5,4
47,5,8
39,6,2
33,6,0
46,6,3
31,6,1
26,6,5
41,6,2
36,6,8
50,6,7
39,6,0
45,6,0
31,6,9
31,6,3
40,6,6
31,6,9
48,6,6
27,6,9
41,6,7
36,7,4
29,7,4
50,7,3
48,7,3
36,7,4
26,7,1
28,7,2
29,7,5
29,7,9
49,7,1
27,7,3
44,7,4
26,7,3
25,7,0
41,7,4
39,7,0
26,7,1
50,7,9
44,7,5
42,7,6
44,8,7
28,8,5
35,8,8
25,8,9
47,8,0
39,8,1
39,8,4
35,8,2
43,8,6
29,8,6
48,8,7
48,8,6
38,8,7
29,8,6
40,8,1
39,8,9
44,8,3
41,8,2
29,8,6
33,8,8
40,8,1
37,8,3
25,8,5
45,9,6
40,9,0
49,9,4
39,9,4
40,9,4
46,9,0
28,9,7
47,9,1
38,9,4
25,9,4
43,9,0
46,9,3
45,9,6
48,9,2
33,9,3
47,9,7
