volume,class_1
8,0
9,0
6,0
7,0
33,0
1,0
12,0
18,0
24,0
9,0
8,0
26,0
2,0
9,0
14,0
32,0
22,0
34,0
14,0
28,0
12,0
6,0
8,0
1,1
8,1
6,1
37,1
6,1
5,1
23,1
9,1
25,1
6,1
20,1
15,1
21,1
30,1
36,1
8,1
29,1
4,1
19,1
29,1
3,2
4,2
19,2
29,2
31,2
29,2
2,2
5,2
13,2
37,2
24,2
37,2
5,2
4,2
33,2
21,2
28,2
29,2
24,2
29,2
25,3
32,3
12,3
14,3
16,3
3,3
24,3
22,3
2,3
13,3
16,3
16,3
32,3
30,3
15,3
9,3
19,3
12,3
37,3
14,3
36,3
28,3
32,3
29,3
3,3
26,3
4,3
18,3
37,3
28,4
1,4
9,4
10,4
11,4
21,4
17,4
5,4
26,4
35,4
10,4
20,4
29,4
36,5
29,5
25,5
5,5
10,5
16,5
37,5
29,5
9,5
16,5
2,5
20,5
27,5
15,5
18,5
35,5
35,5
4,5
6,6
32,6
17,6
4,6
22,6
6,6
3,6
21,6
21,6
16,6
3,6
17,7
4,7
35,7
14,7
25,7
3,7
1,7
6,7
31,7
25,7
22,7
21,7
4,7
1,7
13,7
12,7
15,7
17,8
9,8
26,8
7,8
7,8
21,8
28,8
2,8
2,8
33,8
2,8
15,8
30,8
16,8
9,8
27,9
1,9
6,9
12,9
3,9
30,9
29,9
3,9
29,9
21,9
6,9
36,9
6,9
1,9
21,9
32,9
27,9
3,9
16,9
37,9
22,9
2,9
12,9
29,9
2,9
25,9
31,9
23,9
13,9
28,9
10,9
4,9
17,9
17,9
