volume,class_1,class_2,class_3,class_4
4.4,18,19,3,14
3.81,17,0,3,19
1.07,4,17,4,10
5.0,15,1,2,6
4.12,6,18,11,13
3.04,4,18,3,19
1.31,18,13,7,4
2.31,7,6,10,16
4.22,14,11,0,13
3.71,14,8,10,16
4.21,17,10,4,8
4.9,11,22,2,9
3.3,11,9,5,16
1.93,18,11,5,19
2.18,8,21,7,1
4.39,2,17,9,18
3.04,10,9,2,14
3.62,18,15,2,14
2.48,7,7,2,10
4.26,21,17,7,8
2.83,13,1,6,1
2.67,19,15,0,19
4.9,8,4,4,17
2.96,3,6,11,15
2.62,11,19,1,10
4.27,17,8,10,17
3.08,7,18,7,14
4.8,21,7,0,15
4.72,14,22,8,0
1.35,4,7,11,3
4.12,18,18,5,8
4.62,0,14,6,7
2.73,4,7,11,7
3.99,10,18,6,0
3.72,9,18,5,16
3.94,17,17,6,18
2.38,2,14,7,7
3.17,13,8,10,7
3.97,12,18,10,19
2.72,14,9,6,0
1.23,9,3,3,11
1.35,11,22,11,13
3.69,9,4,8,6
5.0,7,0,1,3
1.76,18,20,10,6
4.49,14,17,11,3
2.06,17,10,7,2
4.07,10,22,10,0
4.32,5,13,10,3
3.01,15,18,11,0
2.47,13,13,1,18
4.45,13,9,4,11
4.23,13,1,0,3
3.94,22,20,7,15
2.39,22,4,3,14
4.11,0,14,4,14
4.96,4,3,7,12
1.1,12,19,3,4
2.22,12,22,3,12
1.78,16,11,11,2
4.18,18,1,7,7
2.72,0,16,4,4
3.48,4,18,10,17
6.93,13,12,0,5
6.62,4,8,1,0
6.83,19,15,10,16
9.01,6,4,6,19
5.05,9,18,3,18
9.12,5,9,4,16
9.18,15,22,8,5
8.72,19,10,8,12
9.66,18,6,4,11
8.08,7,21,11,2
6.78,14,16,0,11
6.8,21,6,5,15
6.77,12,21,8,10
9.0,16,16,4,16
9.91,10,22,5,9
7.01,17,14,3,10
5.05,1,7,8,19
5.66,20,2,7,0
7.96,14,17,0,13
9.88,0,9,0,9
8.36,6,18,6,15
5.87,10,18,6,2
6.7,8,9,9,2
5.07,1,19,9,10
5.78,8,21,8,5
9.37,7,14,9,6
6.61,0,0,5,5
8.74,6,13,4,2
5.88,14,4,10,8
7.34,9,7,8,3
5.52,21,16,4,9
9.78,19,9,8,6
5.17,1,5,11,15
7.99,16,10,2,8
5.76,3,3,2,6
8.98,6,13,3,1
5.03,18,19,9,3
7.98,5,19,11,3
9.51,21,12,10,17
7.08,18,9,10,11
7.77,11,20,2,16
5.34,3,10,11,13
5.95,1,6,8,7
9.37,6,8,6,9
8.99,10,3,3,17
6.0,18,2,8,14
8.61,18,3,8,19
8.07,11,18,6,13
8.61,6,1,4,1
5.83,21,5,11,7
8.15,5,6,7,6
9.26,12,9,9,6
6.18,15,1,5,6
9.86,15,2,4,4
8.01,0,14,3,10
7.59,8,6,9,10
5.73,1,1,5,1
5.41,22,8,10,9
6.97,15,16,0,13
8.49,20,16,10,10
6.08,19,14,7,10
9.04,22,22,3,0
9.4,9,3,5,14
7.64,1,0,4,5
6.47,22,6,9,17
6.88,13,5,9,15
5.05,17,4,7,9
8.33,14,12,1,3
9.15,7,3,3,14
6.03,0,20,5,18
9.93,21,17,7,16
9.03,3,10,9,0
9.7,21,10,1,19
6.97,1,0,1,10
9.15,17,14,11,13
9.84,8,0,0,6
6.45,15,12,8,16
7.39,2,1,10,18
8.17,14,12,1,19
6.51,19,18,11,17
7.82,3,22,11,3
9.62,8,6,9,15
5.74,15,2,0,0
8.54,9,13,4,19
7.79,15,11,9,17
6.49,3,15,11,7
8.86,16,6,1,19
9.6,0,3,10,17
7.52,22,21,0,16
8.66,8,16,4,5
9.11,13,12,1,10
9.84,0,6,6,0
7.29,9,14,6,3
8.09,22,10,10,4
7.54,7,16,2,4
6.66,10,1,10,8
9.8,13,17,10,15
5.5,10,5,5,8
5.01,7,0,10,19
8.9,9,2,11,12
8.43,21,8,8,13
7.02,11,17,11,5
7.31,7,4,9,19
9.04,2,9,0,4
8.98,2,10,8,2
8.96,19,18,10,0
5.58,15,16,0,8
6.98,1,14,7,14
5.65,10,20,2,14
9.29,13,21,0,1
7.72,0,16,0,16
9.65,19,0,6,12
6.38,0,17,7,2
8.08,4,9,8,11
6.68,14,3,11,1
5.02,16,20,10,16
6.31,16,15,4,0
8.0,19,12,3,17
5.53,12,15,0,4
6.06,0,0,10,0
7.01,2,19,4,6
6.58,19,21,8,9
5.75,22,7,9,16
8.55,15,21,8,12
7.48,8,20,0,12
12.07,10,10,6,16
11.56,2,22,3,14
11.1,22,2,3,2
13.78,22,5,2,0
12.21,13,8,9,18
12.13,5,21,2,1
10.8,8,10,1,13
11.61,14,13,2,1
13.0,12,12,6,8
10.43,1,6,0,11
14.18,19,10,8,15
10.85,3,2,4,8
14.19,7,10,10,1
10.88,21,12,9,13
12.76,6,7,0,4
14.35,1,19,4,5
12.12,18,1,5,7
12.99,10,14,9,13
14.41,14,2,7,14
14.1,1,16,5,2
12.37,18,18,8,15
13.42,18,15,2,13
11.39,13,3,3,10
11.89,11,10,1,13
11.94,6,11,8,16
12.47,18,5,6,19
10.79,22,8,5,5
14.34,14,3,9,15
10.47,16,7,8,13
13.61,13,14,7,17
10.84,14,15,1,8
14.81,11,1,2,9
14.02,7,22,0,19
13.36,3,1,5,1
10.27,7,8,3,8
10.34,7,22,2,15
11.12,10,15,8,15
11.82,1,2,3,1
11.31,3,10,10,12
11.55,18,1,3,17
12.17,5,1,2,13
11.6,2,10,3,19
10.3,18,3,2,10
11.62,7,15,5,6
10.48,16,9,3,0
11.22,4,21,8,2
13.22,7,21,0,11
12.65,15,0,6,14
11.41,18,14,5,17
12.59,17,6,6,10
10.38,7,15,8,14
10.25,1,22,4,2
11.76,1,5,2,7
12.28,0,14,5,17
13.5,16,11,10,10
13.38,11,20,7,2
13.49,10,7,1,14
12.64,6,12,5,16
13.19,21,9,0,4
12.67,8,17,7,19
14.98,9,12,1,18
10.15,13,13,8,1
