volume,class_1,class_2,class_3,class_4,class_5
2.75,3,24,96,20,60
2.58,27,11,18,36,5
4.57,21,21,20,41,9
1.73,18,35,29,7,43
1.29,26,9,63,32,66
2.53,22,18,15,17,21
4.16,4,32,54,52,17
3.38,19,39,78,30,2
2.19,1,2,35,48,43
3.15,24,3,25,27,6
1.65,3,13,23,21,6
3.44,14,32,35,0,45
3.88,6,51,13,33,33
1.63,18,40,53,0,63
2.07,3,1,93,3,35
3.29,6,36,34,19,46
4.93,18,19,16,14,43
3.54,15,27,38,34,28
4.19,12,2,2,43,64
1.15,26,26,78,1,63
1.16,14,6,6,43,77
4.68,14,1,82,12,59
4.11,28,19,36,29,45
2.05,12,51,88,41,70
1.3,28,34,2,26,70
1.95,20,7,56,38,59
2.65,30,22,12,48,30
2.92,29,38,69,47,11
2.43,23,16,3,41,68
3.25,8,10,53,26,4
4.69,16,49,94,4,42
3.51,12,52,77,30,62
3.42,17,38,52,25,6
3.18,1,17,4,28,35
4.14,18,30,17,2,54
1.14,2,23,78,16,76
1.29,3,18,22,38,64
1.82,25,30,54,39,30
2.4,2,6,61,5,2
3.28,9,24,35,17,20
2.38,25,15,62,36,66
2.06,28,10,95,22,32
3.06,28,12,27,10,0
2.56,17,6,87,17,8
2.39,22,27,84,9,12
1.16,6,19,92,21,41
4.3,2,18,12,8,1
4.42,1,46,65,26,67
4.16,26,14,54,12,66
4.16,28,4,20,23,22
1.48,30,41,21,13,49
4.29,10,48,31,5,0
2.82,15,48,81,16,32
4.35,14,39,9,29,47
3.92,28,48,96,48,32
2.39,20,6,57,34,5
3.26,28,42,54,35,69
2.61,28,8,33,44,28
4.56,9,12,84,44,6
4.48,26,17,47,0,37
3.49,5,26,60,24,50
2.96,5,25,11,4,55
3.6,11,44,70,27,16
3.28,14,17,69,4,7
3.94,5,54,65,48,68
2.58,22,31,13,42,51
4.66,13,44,97,52,66
4.77,12,28,97,10,66
3.82,14,53,59,48,68
1.56,26,7,98,39,73
2.18,8,44,46,43,50
4.16,26,10,72,33,43
2.07,27,41,26,42,18
3.15,10,2,51,11,54
1.22,26,14,44,26,11
4.53,22,2,7,22,17
1.33,25,8,37,44,32
2.63,17,22,73,4,43
4.11,13,21,58,46,67
4.09,12,36,60,27,23
3.78,16,15,71,10,76
2.92,25,50,26,11,8
1.23,7,50,69,4,36
1.18,0,28,49,1,35
2.77,30,44,33,39,20
3.2,22,48,19,33,73
1.19,28,30,44,31,42
1.29,13,7,93,50,53
4.18,10,9,23,51,52
4.76,5,18,28,52,10
2.36,21,17,18,28,57
3.92,22,15,79,35,66
4.28,1,55,85,47,24
3.2,19,11,0,8,17
2.49,10,3,55,42,17
1.46,13,22,64,14,69
1.45,22,46,20,43,40
2.22,14,10,94,24,5
2.45,16,32,34,35,10
2.03,20,33,96,32,79
2.09,0,35,85,26,17
3.78,12,23,9,51,15
4.67,29,40,31,37,35
4.87,5,19,52,38,9
2.63,16,47,90,25,58
1.87,20,44,60,51,21
1.78,11,45,3,14,38
3.2,10,12,24,2,34
4.55,17,10,3,9,21
1.43,14,37,68,48,66
2.93,6,52,32,5,63
1.69,26,53,29,0,66
1.79,11,46,52,52,49
4.75,17,44,28,0,34
3.03,15,30,60,15,0
2.34,4,10,63,6,28
1.65,19,8,71,20,57
1.24,22,0,54,12,37
3.65,1,15,4,46,4
4.33,12,44,28,11,68
2.02,25,10,5,20,53
1.97,9,45,46,28,15
4.62,10,18,27,27,22
1.83,24,11,92,3,3
2.09,28,21,44,42,2
3.96,20,29,54,26,34
2.0,21,17,96,5,29
2.37,22,21,9,41,19
2.29,30,20,42,51,42
1.05,26,48,70,8,22
4.5,7,7,72,17,50
2.25,15,13,68,35,55
2.9,10,12,82,52,78
1.4,29,3,40,42,78
3.33,11,35,97,38,32
4.48,17,15,71,34,70
4.64,2,34,86,10,9
3.6,30,41,34,25,8
3.31,10,16,55,36,72
1.26,10,18,95,40,3
4.06,22,20,3,23,14
3.71,30,36,98,7,7
4.69,18,27,38,41,68
2.34,15,13,45,49,35
2.39,27,19,72,48,2
1.93,8,39,68,26,8
4.38,14,11,44,7,18
4.43,13,44,50,46,1
2.9,21,45,14,40,60
2.86,9,26,56,10,51
2.91,10,1,21,25,46
2.87,25,46,15,24,56
1.69,20,7,42,25,77
1.46,3,40,20,49,25
3.73,22,10,18,21,8
4.21,7,39,6,37,67
3.08,13,43,40,6,9
2.82,20,0,72,17,1
3.79,29,54,34,17,12
1.37,3,7,91,43,60
4.9,3,22,66,5,58
4.7,1,27,97,21,56
3.88,27,46,17,14,0
1.55,1,3,15,23,33
3.52,22,55,60,32,67
4.21,20,3,74,44,60
4.98,1,5,17,42,32
2.66,28,31,39,13,23
4.93,28,6,15,10,7
4.3,12,12,10,50,21
4.82,28,24,13,27,11
4.63,24,15,1,31,54
4.4,11,42,83,25,57
4.99,27,22,86,51,58
4.62,14,1,92,28,3
4.18,30,50,89,14,78
4.29,3,53,33,28,63
4.37,25,24,98,11,9
3.92,30,30,15,26,61
3.17,5,45,56,42,13
3.97,15,52,12,17,58
4.2,17,35,27,27,31
2.34,18,25,68,47,6
3.07,8,22,48,46,33
3.71,13,9,27,7,42
2.07,12,45,97,37,53
2.97,20,39,28,6,35
3.9,21,35,8,14,9
1.32,15,45,60,17,50
1.86,8,0,92,46,10
1.62,14,0,48,51,12
4.34,3,14,39,18,34
3.2,4,23,66,4,27
3.95,10,29,26,15,70
3.14,7,11,47,37,70
2.52,11,43,5,49,49
4.53,23,52,1,52,71
2.65,20,36,63,16,55
3.46,30,24,69,36,61
2.14,16,12,21,14,32
2.08,5,31,58,35,41
1.78,15,28,38,47,45
4.28,17,45,38,21,57
2.05,4,35,8,41,73
1.4,10,1,96,16,56
4.63,24,39,34,15,72
1.35,10,23,85,44,44
1.06,0,29,3,10,31
2.99,9,28,94,24,7
2.73,2,34,70,35,59
4.16,26,15,39,22,25
3.95,20,12,26,7,4
3.88,0,7,29,18,45
1.78,3,9,86,13,78
4.62,25,11,6,50,10
3.2,17,33,8,49,23
3.36,8,4,23,19,51
2.72,25,1,14,43,29
4.76,27,32,2,21,18
3.65,4,1,17,29,36
1.65,23,28,22,46,19
4.86,10,32,52,52,52
1.73,17,0,30,9,34
2.14,14,45,88,13,27
