volume,class_1
31,0
25,0
26,0
37,0
29,0
14,1
3,1
36,1
32,1
17,1
2,1
3,1
17,1
14,1
26,2
12,2
18,2
20,2
3,2
10,2
33,2
32,2
7,2
7,3
19,3
35,3
37,3
3,3
19,3
31,3
10,3
3,4
9,4
16,4
29,4
10,4
25,4
7,4
6,4
18,4
10,4
22,4
30,4
27,4
35,4
18,5
34,5
25,5
26,5
11,5
26,5
8,6
14,6
16,6
10,6
34,6
16,6
13,6
17,6
9,6
27,6
24,7
15,7
33,7
6,7
14,7
22,7
13,7
23,7
15,7
9,7
9,8
5,8
11,8
6,8
4,8
22,9
36,9
22,9
34,9
10,9
36,9
9,9
27,9
9,10
7,10
1,10
32,10
3,10
19,10
6,10
31,10
2,10
8,10
23,10
28,11
34,11
22,11
33,11
10,12
14,12
20,12
1,12
12,12
18,12
24,13
28,13
21,13
10,13
2,13
13,13
30,14
20,14
1,14
32,14
10,14
6,14
15,14
25,14
1,14
37,14
19,14
7,14
14,14
37,15
23,15
8,15
17,15
7,16
21,16
15,16
12,16
10,17
4,17
23,17
33,17
21,17
8,17
36,18
5,18
37,18
16,18
32,18
26,18
1,18
1,18
19,18
1,19
35,19
17,19
20,19
12,19
23,19
21,20
4,20
34,20
33,20
33,20
36,20
25,20
16,20
20,20
5,20
32,20
23,21
24,21
3,21
1,21
9,21
5,21
22,21
16,21
20,22
18,22
21,22
22,22
2,22
3,22
19,22
17,22
13,22
36,23
22,23
21,23
11,23
4,23
34,23
18,23
13,23
4,23
29,23
7,23
27,23
29,24
37,24
6,24
1,24
10,24
4,24
22,24
