volume,class_1
140,0
2,0
115,1
143,2
15,2
138,2
135,2
118,3
134,3
22,3
116,4
122,4
144,5
142,5
133,5
147,5
125,5
7,6
147,6
148,6
117,6
124,6
115,6
4,6
36,7
116,7
125,7
23,8
4,8
150,8
10,9
141,9
119,9
141,9
21,9
17,9
26,9
142,9
119,9
7,9
113,10
25,11
149,11
142,11
25,11
18,11
112,11
128,12
31,12
128,12
26,12
112,12
3,12
131,13
138,13
30,14
138,14
113,14
149,15
9,16
140,16
14,17
4,17
36,17
24,17
141,18
30,18
11,18
20,18
8,18
29,18
149,18
117,19
10,19
128,19
147,19
145,19
2,19
6,19
120,19
130,19
1,20
122,20
139,20
124,21
30,21
7,21
18,21
147,21
120,21
21,22
145,22
128,23
150,24
24,24
1,24
144,24
27,24
28,24
36,25
139,25
31,25
143,25
18,26
116,26
11,26
124,26
112,26
12,27
146,27
117,27
23,27
125,28
18,28
117,28
5,28
35,28
28,28
142,29
7,29
119,29
13,29
28,29
33,30
31,30
124,31
116,31
13,31
112,31
118,31
138,32
22,32
120,32
145,32
7,33
115,33
127,33
10,33
116,33
126,33
147,34
140,34
140,34
21,34
27,34
1,35
120,35
29,35
133,35
120,35
120,35
138,36
5,36
4,36
145,37
127,37
31,37
115,37
114,38
13,38
117,38
17,38
116,39
22,39
7,39
149,39
147,40
13,41
122,41
36,41
148,41
24,41
128,41
14,42
3,42
14,43
139,43
8,43
12,43
34,43
22,44
14,44
114,44
115,45
118,45
133,45
113,46
118,46
13,46
115,47
34,47
33,48
7,49
31,49
128,49
27,49
129,49
144,49
3,49
116,49
