volume,class_1,class_2,class_3,class_4
4.93,13,25,7,16
4.08,9,11,4,0
2.82,9,15,6,19
1.07,16,10,10,0
3.37,15,25,10,7
4.46,17,23,1,19
2.66,7,7,9,2
1.18,14,15,0,2
4.88,8,9,7,8
2.27,16,25,11,4
4.58,1,2,7,17
4.55,17,8,4,11
2.16,9,25,10,4
1.42,6,7,12,13
3.37,18,25,1,3
1.46,3,20,6,5
2.51,15,25,3,11
2.58,8,9,0,8
4.96,2,25,9,20
1.73,14,11,14,15
1.43,0,16,7,10
4.15,19,21,3,17
2.26,10,25,12,14
3.13,15,2,3,11
4.99,17,24,10,16
1.76,10,3,10,6
2.16,8,3,5,12
3.41,12,24,15,17
4.94,12,20,14,12
1.65,8,21,1,7
4.17,12,23,3,0
2.01,3,8,6,17
4.89,17,3,12,19
3.14,1,9,14,21
2.42,6,15,11,15
2.49,7,8,3,16
4.86,8,6,1,7
4.72,13,25,11,15
2.76,16,13,14,5
3.74,18,25,7,10
3.5,9,24,11,6
2.9,17,2,9,11
4.32,19,3,13,7
4.17,15,3,11,8
5.0,5,17,6,2
3.57,19,11,3,12
1.39,17,8,8,13
3.18,2,7,1,11
4.75,7,6,2,18
4.01,12,10,8,21
1.58,9,16,12,1
2.16,2,25,6,5
1.57,12,11,11,10
3.27,4,0,10,2
4.8,12,23,3,8
4.25,4,2,5,14
4.1,9,11,9,7
3.29,9,21,11,3
4.36,0,18,7,16
2.36,12,10,7,19
4.59,4,1,6,1
1.11,7,11,2,0
2.26,11,20,9,7
4.11,18,2,12,0
1.46,9,21,12,14
4.52,3,15,6,15
2.53,19,16,14,3
4.84,9,2,12,10
3.36,18,23,1,6
3.84,1,1,12,6
2.31,9,24,7,20
4.02,8,2,7,7
2.06,8,0,5,21
2.34,17,19,9,21
4.95,18,10,5,15
3.75,8,3,10,18
3.12,13,10,14,3
2.02,17,23,9,4
4.99,8,25,0,21
2.92,11,12,2,12
4.77,7,21,13,7
2.27,13,4,12,16
1.43,15,18,10,11
3.05,19,25,15,9
1.5,16,22,5,0
2.3,15,15,12,14
1.6,5,7,1,11
2.5,1,22,7,12
3.72,2,20,8,1
1.37,4,9,11,2
2.81,0,7,10,17
3.36,19,21,8,9
2.31,3,3,1,9
3.42,16,18,9,20
2.19,16,18,4,9
3.06,0,17,7,6
2.04,19,5,13,3
4.28,7,8,1,10
2.66,6,15,13,6
4.98,19,22,8,13
3.48,19,0,10,15
1.25,15,2,12,19
4.97,12,20,8,3
1.93,12,4,11,16
2.83,15,14,1,7
2.91,8,25,6,5
1.08,15,9,4,19
1.44,13,20,4,6
4.6,2,5,6,15
2.5,10,7,7,13
1.37,0,19,7,18
3.61,0,21,14,16
2.76,18,22,11,9
2.33,2,14,8,9
4.35,16,4,15,21
1.64,13,19,5,17
3.89,16,18,9,17
4.01,6,21,4,7
2.68,19,13,1,5
4.58,10,15,7,8
1.17,11,10,11,15
1.22,12,8,1,12
2.76,8,8,0,7
1.0,15,8,9,16
4.22,19,8,11,15
6.67,15,15,0,14
5.51,12,16,11,10
5.09,5,18,7,10
9.08,19,9,12,20
8.25,17,12,13,14
7.91,2,14,4,1
8.41,14,15,3,7
8.13,14,7,8,8
5.73,13,19,11,12
5.46,7,8,5,9
7.3,19,25,2,11
9.44,16,5,9,7
6.44,0,5,5,14
5.21,7,15,11,21
6.51,12,25,15,19
9.71,14,8,6,17
9.76,16,11,2,12
5.45,9,7,14,17
6.74,14,17,0,4
5.04,8,14,10,0
9.93,10,5,7,5
8.81,6,22,7,2
9.87,2,0,12,3
6.98,6,14,10,13
8.53,15,16,12,19
5.61,15,14,8,9
9.24,1,12,10,13
7.07,9,25,10,6
5.86,18,12,13,16
9.57,1,1,12,21
6.03,12,0,12,15
9.85,1,16,7,12
9.98,10,14,13,20
7.33,10,21,13,13
7.74,3,4,10,19
9.07,5,7,13,14
6.77,8,6,12,9
5.95,3,25,2,6
8.69,9,1,11,7
8.61,19,17,7,13
7.52,1,24,8,14
9.88,2,9,3,4
7.07,14,13,9,19
9.27,2,23,7,8
5.12,15,9,9,1
8.04,7,15,3,11
8.31,11,20,3,20
6.53,8,15,8,11
7.61,0,23,7,0
9.39,18,0,14,17
7.84,19,20,15,8
8.96,9,20,12,11
5.41,8,16,15,20
6.79,0,7,10,6
5.63,5,7,6,17
6.52,17,7,10,18
9.02,6,21,9,4
9.09,14,4,14,18
7.07,7,19,11,9
5.76,16,22,5,3
7.24,17,18,0,10
8.53,14,6,9,17
9.73,18,10,6,7
8.53,5,19,1,17
7.15,1,3,4,9
8.41,19,20,8,15
6.39,19,15,1,6
6.08,19,23,14,12
5.89,1,14,6,2
6.54,12,13,5,4
7.4,18,1,3,9
8.02,8,13,14,21
6.52,9,8,12,17
9.27,5,6,12,4
8.11,11,17,1,20
5.07,4,20,10,1
8.53,12,19,15,12
5.57,17,24,3,12
9.38,17,9,1,12
9.01,1,6,6,0
5.81,1,9,1,12
5.77,1,17,12,5
8.77,16,24,15,3
7.81,9,7,7,20
6.79,6,20,2,10
9.97,5,7,13,1
6.19,6,22,1,20
6.77,0,7,4,4
14.45,17,1,4,15
13.93,3,0,7,18
11.41,6,22,2,9
11.02,4,24,3,10
13.59,16,20,15,16
11.49,8,15,6,7
13.07,19,13,6,3
13.68,2,21,4,7
14.25,2,20,5,11
14.14,19,0,8,13
13.77,2,3,0,11
14.4,14,8,9,2
12.2,1,5,12,7
12.81,13,12,7,0
12.1,9,19,8,17
10.95,9,12,0,1
14.91,7,11,10,2
13.82,2,1,12,17
14.07,15,24,14,17
13.61,6,20,12,20
13.88,1,11,2,10
14.15,0,20,14,9
11.79,10,5,2,11
12.62,7,7,0,0
11.27,19,7,4,6
13.06,16,6,0,21
12.0,10,1,12,16
12.11,5,8,11,8
13.53,10,4,7,1
11.65,0,13,12,19
12.79,15,6,13,2
11.58,7,24,8,17
11.71,14,22,0,13
11.67,19,19,10,2
13.7,16,2,2,21
11.61,18,3,5,2
13.45,3,8,11,16
