bin,item
0,570
0,463
0,12
0,668
1,330
1,3
1,268
1,69
2,184
2,205
2,723
2,4
3,741
3,144
3,232
3,479
4,422
4,226
4,445
4,502
5,333
5,692
5,37
5,477
5,286
6,285
6,480
6,744
6,177
7,312
7,365
7,492
7,430
7,493
8,243
8,659
8,70
8,18
8,689
9,126
9,199
9,202
9,242
9,426
10,249
10,58
10,372
10,695
10,302
11,162
11,638
11,722
11,390
11,278
12,743
12,612
12,46
12,717
12,424
12,691
13,464
13,440
13,613
13,534
13,586
14,359
14,287
14,364
14,567
15,564
15,241
15,636
15,727
15,331
15,718
16,230
16,108
16,240
16,539
16,142
17,252
17,478
17,133
17,318
17,681
17,533
18,1
18,595
18,327
18,562
18,461
18,580
19,131
19,536
19,739
19,47
19,550
20,842
20,239
20,196
20,414
20,145
21,749
21,20
21,186
21,120
21,22
21,693
22,618
22,720
22,204
22,299
22,420
22,806
23,271
23,635
23,210
23,389
23,540
23,541
24,841
24,449
24,161
24,655
24,737
25,494
25,284
25,245
25,376
25,826
26,823
26,211
26,581
26,508
26,652
26,418
27,892
27,687
27,324
27,443
27,188
27,729
28,944
28,704
28,531
28,154
28,10
28,545
29,862
29,551
29,398
29,72
29,84
29,807
30,810
30,193
30,315
30,590
30,221
30,19
31,304
31,104
31,699
31,99
31,66
31,813
32,816
32,88
32,763
32,128
32,714
33,855
33,914
33,415
33,263
33,403
34,413
34,496
34,412
34,996
34,203
35,863
35,476
35,893
35,740
35,641
36,952
36,406
36,149
36,54
36,30
37,885
37,387
37,557
37,524
37,624
37,216
37,419
38,817
38,100
38,115
38,676
38,102
38,604
38,352
39,878
39,289
39,546
39,787
39,490
40,40
40,396
40,678
40,295
40,677
40,280
40,941
41,765
41,163
41,701
41,684
41,616
41,617
42,928
42,408
42,932
42,317
42,38
42,525
43,929
43,117
43,116
43,572
43,300
43,436
43,501
44,897
44,898
44,323
44,634
44,542
44,499
45,784
45,383
45,294
45,587
45,473
45,594
45,378
46,576
46,350
46,621
46,337
46,656
46,297
