bin,item
0,319
0,153
1,296
1,15
2,328
2,4
3,17
3,177
3,229
4,365
4,257
4,13
5,147
5,48
5,47
6,46
6,355
7,282
7,82
7,183
8,240
8,311
8,155
8,345
9,115
9,293
9,241
10,26
10,103
10,185
11,140
11,262
11,350
12,150
12,228
12,360
12,57
13,335
13,248
13,180
14,25
14,84
14,75
15,12
15,300
15,253
16,143
16,237
16,28
17,92
17,141
17,49
18,97
18,212
18,55
19,325
19,116
19,347
20,133
20,175
20,287
20,291
21,254
21,191
21,213
21,190
22,94
22,188
22,205
22,334
23,195
23,270
23,276
23,51
24,236
24,163
24,64
25,125
25,77
25,58
26,329
26,78
26,202
27,369
27,259
27,304
28,93
28,171
28,302
29,38
29,306
29,367
29,95
30,290
30,149
30,273
30,353
31,279
31,243
31,289
32,275
32,3
32,100
32,309
33,368
33,124
33,56
33,224
34,69
34,200
34,181
34,128
35,222
35,352
35,263
36,362
36,204
36,10
37,207
37,156
37,201
37,342
38,108
38,135
38,374
38,244
39,332
39,0
39,173
39,1
40,381
40,221
40,277
41,423
41,24
41,278
42,145
42,85
42,337
42,227
43,36
43,305
43,231
43,252
44,80
44,79
44,157
44,264
45,417
45,54
45,203
45,230
46,387
46,234
46,211
47,250
47,307
47,274
47,130
48,170
48,333
48,359
48,146
49,16
49,326
49,134
49,86
50,375
50,349
50,193
51,386
51,107
51,5
52,324
52,30
52,242
52,320
53,456
53,271
53,40
53,102
54,422
54,217
54,232
54,197
55,470
55,34
55,136
55,371
56,382
56,118
56,453
57,492
57,96
57,148
58,396
58,119
58,114
58,283
59,131
59,363
59,256
59,192
60,462
60,67
60,169
60,249
61,447
61,176
61,308
61,179
62,413
62,268
62,120
62,373
63,390
63,59
63,151
63,351
64,473
64,238
64,167
64,99
65,474
65,101
65,52
66,436
66,196
66,162
66,443
67,475
67,421
67,60
68,450
68,9
68,377
69,403
69,402
69,8
69,105
70,214
70,122
70,87
71,210
71,215
71,126
72,166
72,292
72,127
73,281
73,184
73,29
74,391
74,32
74,315
74,41
75,449
75,123
75,121
76,438
76,285
76,251
77,310
77,366
77,419
78,317
78,66
78,70
78,299
79,428
79,174
79,318
80,400
80,111
80,50
81,455
81,364
81,90
82,389
82,225
82,245
83,98
83,22
83,298
83,286
84,415
84,267
84,358
85,435
85,186
85,280
86,426
86,258
86,260
86,31
87,378
87,313
87,372
88,457
88,341
88,73
88,129
89,464
89,165
89,106
89,43
90,397
90,255
90,316
90,269
91,385
91,2
91,288
91,161
92,392
92,295
92,113
92,159
93,404
93,110
93,182
93,76
94,486
94,303
94,338
95,458
95,346
95,265
95,370
96,491
96,272
96,261
96,88
97,448
97,33
97,208
97,356
98,430
98,416
98,154
98,74
99,490
99,357
99,330
99,323
100,445
100,239
100,63
100,27
101,463
101,61
101,6
101,331
102,376
102,209
102,409
102,344
103,433
103,44
103,405
103,164
104,467
104,112
104,380
104,407
105,383
105,424
105,158
105,226
106,481
106,219
106,160
106,354
107,395
107,406
107,388
108,471
108,206
108,418
108,11
109,485
109,19
109,339
109,104
110,495
110,439
110,168
110,65
111,476
111,178
111,425
112,493
112,39
112,399
113,477
113,45
113,322
113,398
114,484
114,72
114,465
114,20
115,432
115,336
115,434
115,139
115,233
116,497
116,71
116,327
116,440
117,393
117,466
117,138
117,132
118,472
118,89
118,220
118,478
119,459
119,420
119,83
119,460
120,483
120,452
120,412
120,194
121,482
121,496
121,294
121,218
122,498
122,216
122,499
122,284
123,494
123,429
123,394
123,431
124,348
124,189
124,223
125,187
125,321
125,266
125,340
126,35
126,137
126,297
127,199
127,343
127,301
127,314
128,37
128,235
128,142
129,444
129,81
129,91
130,469
130,109
130,7
130,62
131,487
131,401
131,312
132,410
132,152
132,246
132,23
133,427
133,21
133,18
133,384
134,454
134,53
134,14
134,446
135,489
135,198
135,411
136,442
136,451
136,144
136,468
137,488
137,247
137,42
137,379
138,480
138,361
138,441
138,437
139,479
139,408
139,461
139,117
140,414
140,172
140,68
