volume,class_1,class_2
19,0,14
2,0,20
8,0,2
16,0,9
3,1,15
1,1,11
15,1,15
33,1,12
6,1,6
31,1,12
10,1,5
4,1,6
37,1,19
30,1,1
18,1,10
20,1,10
12,2,8
17,2,5
19,3,0
15,3,22
16,3,10
35,4,17
11,4,3
7,4,9
16,4,7
37,5,21
9,5,7
26,5,8
32,5,9
9,5,17
3,5,8
36,6,8
14,6,24
21,6,1
13,6,24
2,6,8
12,7,23
8,7,13
9,7,19
20,7,3
7,8,18
36,8,7
14,8,5
37,9,8
31,9,1
30,9,9
15,9,21
9,10,1
11,10,17
23,10,23
2,11,11
27,11,13
9,11,10
18,11,15
13,11,13
16,12,2
12,12,6
5,13,13
5,14,18
32,14,5
1,14,1
29,14,16
20,14,11
20,15,23
22,15,23
16,15,17
10,15,6
32,15,7
32,15,21
3,15,13
13,16,19
24,16,13
15,16,22
9,17,11
26,17,15
26,17,9
19,18,3
35,18,12
33,18,14
15,19,15
13,19,6
21,20,18
3,20,16
36,20,10
20,21,14
3,21,22
21,21,7
37,22,0
17,22,0
23,22,14
3,23,15
30,24,20
1,24,23
6,24,0
30,25,23
1,25,17
31,25,10
24,25,13
25,25,17
23,26,21
10,26,9
19,27,7
14,27,14
23,27,20
15,27,4
15,27,14
4,28,24
15,28,20
11,28,11
20,28,20
35,28,0
20,28,20
17,28,7
30,29,15
3,30,11
4,30,19
21,30,24
25,31,22
23,31,8
20,31,3
5,31,4
6,31,1
1,31,21
22,32,9
34,32,0
28,32,23
14,32,14
13,32,16
9,33,13
28,33,5
11,33,24
6,34,22
15,34,12
23,34,2
2,34,10
37,35,4
15,35,3
31,35,9
19,35,5
7,35,16
24,35,22
25,35,1
18,36,19
18,36,12
9,36,5
30,36,2
4,36,18
6,36,18
15,37,24
33,38,24
1,38,4
33,38,4
33,38,20
24,39,17
9,39,0
22,39,7
21,39,11
13,39,19
29,39,2
17,39,16
32,39,1
10,40,6
37,40,10
26,40,8
1,40,5
28,40,14
19,40,2
22,40,22
4,41,18
6,41,21
7,41,4
5,41,3
34,42,21
13,42,6
10,43,11
28,44,23
26,44,19
24,44,21
2,44,19
26,44,16
16,44,15
20,45,22
20,46,16
3,46,3
4,46,12
22,46,3
34,47,4
3,47,18
16,47,0
27,48,18
10,48,2
19,48,12
6,48,24
17,48,2
35,49,16
16,49,6
37,49,12
16,49,4
12,49,20
15,49,17
