volume,class_1
127,0
11,0
127,0
31,0
13,0
6,0
18,0
125,0
123,0
5,0
116,0
120,0
113,0
122,0
17,0
15,0
150,0
35,0
9,0
7,1
37,1
150,1
17,1
36,1
20,1
113,1
36,1
12,1
3,1
5,1
122,1
33,1
131,1
117,1
118,1
130,1
2,1
135,1
136,1
113,1
112,1
26,1
8,1
129,1
137,2
24,2
27,2
145,2
124,2
145,2
8,2
148,2
3,2
1,2
134,2
133,2
11,2
13,2
120,2
118,2
13,3
37,3
133,3
5,3
24,3
124,3
114,3
131,3
29,3
36,3
112,3
1,3
132,3
134,3
116,3
36,3
10,3
25,3
12,3
37,3
27,3
118,3
130,3
8,3
139,3
34,4
137,4
8,4
29,4
123,4
18,4
2,4
126,4
150,4
124,4
4,4
30,4
139,4
20,4
17,4
3,4
130,4
124,4
31,4
127,4
3,4
11,5
127,5
142,5
8,5
7,5
6,5
123,5
137,5
19,5
33,5
125,5
140,5
128,5
28,5
19,5
1,5
140,5
119,6
5,6
29,6
29,6
123,6
17,6
15,6
133,6
11,6
36,6
137,6
21,6
18,6
10,6
123,6
13,6
25,6
31,7
1,7
35,7
24,7
15,7
137,7
113,7
148,7
33,7
146,7
150,7
15,7
7,7
28,7
13,7
10,7
20,7
6,7
127,7
146,7
20,7
7,7
19,7
17,7
126,8
138,8
1,8
114,8
145,8
30,8
24,8
138,8
6,8
115,8
28,8
147,8
5,8
138,8
23,8
141,8
140,8
15,9
19,9
6,9
20,9
3,9
136,9
119,9
138,9
18,9
27,9
128,9
22,9
127,9
5,9
131,9
147,9
144,9
18,9
133,9
