bin,item
0,360
0,55
1,152
1,704
2,325
2,408
3,664
3,367
3,244
4,310
4,278
4,224
5,476
5,11
6,208
6,239
6,233
7,404
7,321
8,728
8,591
9,521
9,449
9,391
10,370
10,60
10,185
11,696
11,519
11,83
12,37
12,612
12,549
13,576
13,62
13,499
13,692
14,614
14,697
14,163
14,301
15,721
15,651
15,160
16,656
16,605
16,154
16,484
17,562
17,172
17,582
18,430
18,397
18,671
19,493
19,396
19,167
19,617
20,146
20,469
20,376
20,198
21,221
21,82
21,238
21,258
22,324
22,345
22,632
22,63
23,182
23,302
23,669
23,184
24,242
24,429
24,293
25,22
25,5
25,248
25,574
26,417
26,300
26,253
27,434
27,50
27,250
27,292
28,89
28,638
28,171
28,620
29,348
29,343
29,529
29,503
30,169
30,630
30,45
30,466
31,335
31,663
31,205
31,683
32,509
32,346
32,409
33,27
33,411
33,375
33,575
34,77
34,695
34,206
34,517
35,694
35,616
35,385
35,435
36,627
36,569
36,507
37,100
37,381
37,387
37,481
38,29
38,317
38,66
38,43
39,684
39,41
39,556
39,121
40,279
40,307
40,716
40,97
41,18
41,635
41,222
42,371
42,20
42,17
42,71
43,28
43,16
43,557
43,707
44,705
44,270
44,161
44,288
45,490
45,75
45,159
45,36
46,511
46,518
46,369
46,520
47,733
47,459
47,496
47,610
48,276
48,151
48,607
48,537
49,392
49,440
49,566
49,400
50,715
50,512
50,522
50,384
51,393
51,4
51,719
52,267
52,194
52,251
52,40
53,403
53,315
53,748
54,64
54,451
54,86
54,61
55,364
55,313
55,746
55,662
56,241
56,527
56,6
56,412
57,555
57,8
57,515
58,390
58,701
58,76
58,661
59,560
59,636
59,271
59,21
60,410
60,58
60,547
60,314
61,561
61,737
61,181
61,125
62,347
62,140
62,460
62,508
62,675
63,742
63,128
63,588
63,170
64,847
64,506
64,1
65,425
65,285
65,723
65,213
66,207
66,444
66,39
66,479
67,495
67,631
67,660
67,189
68,312
68,682
68,536
68,491
69,377
69,489
69,326
69,352
70,457
70,236
70,613
70,79
71,142
71,477
71,722
71,860
72,305
72,706
72,524
72,116
73,186
73,10
73,67
73,543
74,644
74,711
74,35
74,832
75,349
75,634
75,710
75,102
76,643
76,428
76,104
76,176
77,256
77,693
77,513
77,177
78,30
78,687
78,676
78,19
79,890
79,731
79,113
80,243
80,112
80,351
80,319
81,811
81,42
81,110
81,419
82,774
82,615
82,374
82,604
83,386
83,475
83,134
83,111
84,778
84,552
84,245
84,601
85,810
85,458
85,225
85,53
86,413
86,190
86,427
86,46
87,732
87,541
87,87
87,666
87,227
88,924
88,441
88,735
88,65
89,827
89,246
89,603
89,464
90,342
90,648
90,197
90,712
91,14
91,193
91,700
91,212
91,486
92,698
92,192
92,147
92,686
93,785
93,720
93,530
93,339
93,611
94,688
94,99
94,637
94,200
95,505
95,587
95,332
95,750
96,856
96,70
96,740
96,928
97,766
97,414
97,299
97,703
97,699
98,471
98,416
98,713
98,777
99,945
99,338
99,103
99,26
100,914
100,229
100,812
100,769
101,799
101,659
101,736
101,31
101,399
102,800
102,567
102,139
102,949
103,936
103,304
103,431
103,311
104,277
104,633
104,120
104,867
104,162
105,226
105,478
105,309
105,563
105,808
106,805
106,68
106,905
106,674
107,883
107,455
107,164
107,179
107,539
108,789
108,12
108,649
108,585
108,287
109,0
109,564
109,915
109,535
110,819
110,749
110,73
110,559
110,606
111,851
111,501
111,275
111,474
112,836
112,500
112,130
112,844
113,790
113,401
113,379
113,56
114,796
114,672
114,602
114,199
115,770
115,817
115,148
115,127
116,850
116,548
116,767
116,240
117,899
117,647
117,822
117,741
118,882
118,878
118,445
118,136
119,855
119,888
119,210
119,423
120,824
120,639
120,931
120,841
121,944
121,896
121,166
121,727
122,756
122,798
122,452
122,619
123,752
123,922
123,554
123,609
124,933
124,372
124,786
124,405
125,983
125,183
125,407
125,265
125,665
126,998
126,807
126,201
126,572
127,958
127,514
127,776
127,91
128,765
128,209
128,859
128,780
129,953
129,724
129,223
129,157
129,328
130,837
130,264
130,861
130,846
131,959
131,283
131,472
131,320
131,658
132,887
132,783
132,150
132,589
132,739
133,781
133,34
133,795
133,866
134,973
134,981
134,174
134,354
135,775
135,211
135,845
135,753
136,926
136,764
136,578
136,920
137,974
137,594
137,763
137,618
138,804
138,653
138,532
138,821
138,187
139,826
139,829
139,941
139,272
140,168
140,59
140,178
140,96
141,650
141,729
