bin,item
0,161
0,20
0,67
0,18
1,35
1,125
1,62
1,75
2,170
2,9
2,133
2,11
3,122
3,27
3,15
3,38
4,85
4,194
4,129
5,100
5,55
5,91
5,72
6,230
6,30
6,53
7,128
7,93
7,156
7,152
8,112
8,13
8,199
8,118
9,236
9,1
9,74
9,151
10,147
10,157
10,164
10,136
11,77
11,33
11,68
11,141
12,78
12,14
12,166
12,114
12,123
13,29
13,47
13,185
13,172
14,34
14,50
14,115
14,120
14,178
14,31
15,37
15,98
15,95
15,144
16,209
16,179
16,54
16,146
17,139
17,66
17,216
17,88
18,97
18,106
18,226
18,119
19,86
19,12
19,104
19,195
20,159
20,39
20,214
20,83
21,17
21,19
21,10
21,205
21,92
22,111
22,25
22,44
22,215
22,135
23,221
23,45
23,175
23,158
23,182
24,109
24,149
24,204
24,32
24,186
25,36
25,219
25,89
25,70
25,46
26,240
26,155
26,177
26,130
27,210
27,228
27,143
27,169
27,56
28,76
28,197
28,23
28,84
28,233
29,108
29,43
29,102
29,242
30,218
30,94
30,248
30,180
31,22
31,110
31,225
31,220
31,184
32,28
32,203
32,24
32,201
32,145
33,73
33,237
33,165
33,4
33,213
34,245
34,16
34,212
34,223
35,235
35,107
35,138
35,117
36,60
36,134
36,126
36,87
37,148
37,140
37,52
37,103
37,71
38,42
38,80
38,173
38,2
38,59
39,208
39,181
39,105
39,3
40,101
40,26
40,69
40,153
41,40
41,8
41,239
41,131
42,188
42,124
42,79
42,224
42,61
43,189
43,64
43,57
43,160
43,132
44,5
44,41
44,48
44,190
45,82
45,238
45,49
45,142
46,229
46,21
46,234
46,6
47,58
47,187
47,247
47,63
48,211
48,193
48,51
48,168
49,137
49,0
49,231
49,243
50,113
50,232
50,217
50,81
50,154
51,96
51,196
51,99
51,183
51,174
51,171
51,90
52,246
52,200
52,163
52,150
52,127
53,7
53,191
53,249
53,207
54,167
54,116
54,227
54,198
54,192
54,222
55,206
55,244
55,241
55,162
56,202
56,176
56,65
56,121
