volume,class_1,class_2,class_3,class_4,class_5
1.28,77,1,49,19,43
2.53,50,6,13,45,48
3.26,73,7,1,17,55
1.75,20,12,27,23,25
3.76,19,17,9,18,35
2.09,29,25,45,34,3
2.4,85,12,67,33,14
1.93,28,18,58,44,63
2.5,36,7,15,27,40
2.48,89,16,39,18,63
3.7,12,14,8,12,55
2.48,48,5,12,31,38
2.31,89,0,27,3,27
3.48,53,6,2,8,61
1.17,40,7,58,28,15
2.96,2,11,46,3,39
3.62,85,1,67,34,57
2.28,69,5,51,2,11
4.18,7,5,65,9,28
4.61,87,11,50,0,28
2.17,32,22,59,35,19
3.15,30,5,2,25,22
4.99,37,20,4,2,0
3.14,14,4,18,25,14
4.65,20,19,56,46,38
3.2,37,21,20,11,2
2.0,74,11,71,48,55
3.18,15,0,23,5,38
1.67,70,15,5,6,40
3.21,70,0,30,11,3
1.05,65,24,5,33,17
1.25,36,4,29,34,26
3.4,35,8,32,50,30
1.12,0,0,56,8,43
4.49,36,4,73,40,23
2.09,0,4,35,44,32
3.22,70,21,16,6,69
1.1,56,10,11,46,48
3.51,29,9,41,42,30
3.23,88,18,66,7,20
1.21,88,3,25,39,20
3.73,4,25,57,20,54
4.07,47,17,57,39,9
3.78,35,11,16,23,39
1.66,30,0,13,14,0
1.79,41,6,1,39,48
1.78,28,23,70,27,6
4.91,47,16,19,1,27
3.73,3,24,69,25,61
2.63,85,25,1,15,48
4.49,27,20,52,45,33
3.77,83,2,43,41,31
2.36,32,20,38,4,22
1.15,77,24,69,36,31
2.27,53,18,37,4,3
4.12,33,1,27,36,68
1.2,22,22,21,19,0
1.67,12,19,62,23,7
1.99,68,24,21,25,15
1.82,60,8,24,38,59
4.01,19,13,71,49,49
4.63,39,20,32,8,15
2.66,1,21,21,17,27
2.12,32,15,31,42,31
1.15,68,5,8,24,22
2.81,67,17,45,6,14
4.78,48,20,64,50,31
1.7,80,21,59,15,28
2.25,88,10,51,3,65
3.21,18,5,47,45,41
3.33,14,21,1,31,5
1.48,79,8,17,32,56
4.13,67,0,38,9,21
2.65,9,11,29,27,3
1.2,39,17,39,35,25
4.74,43,15,42,11,67
3.66,80,9,33,15,46
2.63,61,2,8,41,10
2.61,69,6,54,34,28
2.49,23,22,5,21,21
2.34,20,8,29,35,32
4.99,50,16,24,7,61
1.04,86,6,47,33,69
4.07,46,7,9,18,57
3.49,31,12,36,38,0
1.64,72,14,50,19,64
4.19,72,3,11,15,14
1.02,76,19,29,23,35
2.89,36,2,46,22,53
2.87,31,6,38,50,55
4.28,74,13,47,2,22
1.55,46,13,17,21,19
3.52,73,5,39,42,27
1.62,65,13,53,41,3
3.76,42,14,1,31,29
2.39,35,17,49,9,13
4.33,68,21,29,42,56
4.95,83,16,67,23,8
4.6,62,17,24,31,64
2.15,65,1,55,5,12
1.59,81,19,69,34,45
4.09,63,3,49,15,30
1.18,16,11,69,35,34
4.12,46,11,15,6,35
4.12,74,22,47,31,44
3.67,62,8,49,14,53
4.11,35,4,2,49,19
2.59,1,8,16,11,51
1.9,29,20,32,43,68
3.26,33,9,24,28,0
1.12,28,20,4,42,60
2.12,19,5,60,31,33
2.85,5,6,56,15,15
1.08,40,9,25,1,28
3.76,30,0,44,18,21
4.63,44,23,40,21,48
3.16,25,11,70,8,56
3.11,83,2,30,36,39
2.06,75,3,14,49,69
2.57,39,22,22,31,62
4.7,88,12,14,38,49
2.96,35,21,5,49,44
4.8,37,17,53,32,57
1.07,0,9,20,41,63
3.79,10,1,20,1,26
4.16,46,11,35,23,32
4.6,61,15,1,18,58
4.72,23,12,10,28,67
3.33,88,11,28,42,53
2.82,89,4,27,20,48
4.14,5,18,55,35,39
1.32,61,17,61,41,55
4.43,45,8,48,41,50
4.74,22,24,45,9,18
2.79,86,5,16,2,17
3.84,65,8,61,49,26
1.33,49,17,21,8,47
2.48,48,1,34,24,50
2.46,27,20,40,21,14
4.89,60,23,44,22,50
4.53,13,9,8,7,18
2.5,31,17,23,29,41
1.54,52,17,27,49,10
4.35,74,15,51,40,26
1.43,37,17,53,45,62
4.84,59,5,20,49,1
2.97,35,3,35,38,52
3.69,80,7,10,47,15
2.34,23,10,38,43,19
4.39,55,14,46,22,19
3.07,70,8,47,49,34
4.9,57,8,48,22,35
2.77,3,17,59,5,47
2.77,26,24,28,38,34
1.91,69,17,60,27,16
4.29,5,14,11,26,28
2.38,33,22,18,39,31
2.43,87,24,59,13,14
2.71,67,20,24,41,63
2.8,36,5,15,3,30
1.88,46,13,33,50,43
2.91,53,9,9,15,42
4.01,2,13,22,43,69
3.44,38,19,22,36,10
1.84,44,1,43,8,40
4.19,12,16,10,41,67
4.93,13,2,28,28,57
4.59,40,12,54,50,58
4.23,41,8,8,4,1
2.6,67,16,18,0,62
2.59,21,19,8,25,30
1.29,57,12,59,13,17
1.82,59,4,65,43,54
3.55,83,14,1,50,47
3.39,71,1,24,26,66
4.29,30,13,58,24,40
3.49,80,3,46,34,4
4.55,3,21,64,22,22
1.95,14,21,14,12,59
4.25,59,16,58,28,17
1.15,20,7,59,39,47
1.75,76,17,10,39,38
1.44,77,20,17,10,10
2.57,69,22,10,38,5
1.22,56,1,71,18,8
3.72,4,8,11,17,38
3.76,70,14,5,49,20
2.95,22,20,54,0,18
3.29,35,7,15,13,47
4.88,44,17,24,40,11
2.51,43,19,58,25,54
2.2,60,13,68,28,27
3.72,58,9,25,39,52
1.44,9,20,4,50,2
1.59,2,20,59,45,8
2.07,53,7,66,17,2
3.74,17,2,16,15,61
2.06,74,8,13,39,52
1.31,77,9,59,22,4
2.21,71,3,28,49,23
2.35,31,0,58,13,2
3.79,12,24,68,31,24
3.24,2,21,12,39,3
2.3,45,25,42,23,56
4.52,67,17,57,3,56
1.95,57,7,59,17,1
3.61,21,23,73,40,21
3.07,2,4,13,26,46
1.54,76,9,22,31,22
4.3,73,18,54,41,1
2.92,0,24,19,6,14
4.04,40,1,63,21,3
4.2,14,8,73,22,69
3.75,78,23,62,50,59
4.7,71,10,28,27,24
1.54,64,15,55,30,57
2.2,2,5,49,10,50
4.41,14,25,65,30,26
2.62,9,8,13,12,34
3.02,27,1,36,45,4
1.37,23,14,72,7,30
2.77,39,22,62,13,53
2.38,78,19,53,34,69
3.08,71,12,60,12,36
4.17,61,18,9,39,39
3.14,75,0,66,12,23
1.2,81,1,48,23,60
3.08,2,0,49,5,17
1.94,3,5,47,35,56
2.12,77,12,34,2,36
1.8,30,4,48,12,19
4.3,82,12,28,9,33
3.93,43,6,28,0,28
3.89,19,21,32,28,42
1.19,64,19,47,32,11
3.22,13,6,10,36,66
3.48,0,9,39,24,18
2.59,6,9,44,2,6
3.67,79,16,20,25,41
1.75,88,17,4,1,45
4.37,15,16,41,47,55
4.32,57,5,39,26,24
4.69,80,16,24,3,9
4.63,59,13,44,34,7
1.5,65,2,22,23,37
3.62,43,3,62,20,35
3.44,52,11,12,34,4
3.89,75,11,72,25,20
4.0,39,7,23,42,9
1.71,8,8,53,29,49
3.98,24,19,68,49,31
3.7,10,2,45,49,34
3.84,52,15,60,43,7
3.69,49,15,62,8,34
2.74,75,13,29,41,66
2.82,71,17,72,30,10
3.77,85,7,24,26,3
3.07,19,14,22,21,32
1.86,41,18,27,18,57
