volume,class_1
41,0
28,0
25,0
38,0
49,0
41,0
42,1
32,1
49,1
40,1
41,1
39,1
45,1
25,1
25,2
25,2
29,2
34,2
28,2
32,3
29,3
47,3
39,3
26,3
34,3
36,3
49,3
43,3
38,3
33,3
44,3
46,4
48,4
31,4
28,4
34,4
39,5
30,5
42,5
35,5
42,5
27,5
30,5
49,5
25,6
47,6
40,6
32,6
30,6
43,6
31,6
38,6
33,6
44,7
46,7
44,7
31,7
27,7
36,7
37,7
45,8
42,8
30,8
27,8
41,8
37,8
27,8
26,8
26,8
38,8
46,8
44,8
48,9
48,9
33,9
39,9
44,9
36,9
47,10
36,10
41,10
40,10
25,10
45,10
48,10
42,11
41,11
35,11
32,11
27,11
31,11
31,11
36,11
31,11
47,11
28,12
50,12
29,12
28,12
33,12
30,12
50,13
46,13
39,13
35,13
39,13
44,13
26,13
38,13
47,13
26,13
44,14
33,14
28,14
48,15
45,15
26,15
29,15
43,15
42,15
39,15
50,15
27,15
40,15
43,16
49,16
42,16
48,16
26,16
45,16
46,17
42,17
34,17
33,17
49,17
35,17
40,17
33,17
26,17
42,17
43,17
46,18
47,18
34,18
28,18
30,18
50,18
29,19
43,19
31,19
49,19
43,19
46,19
49,19
43,19
27,19
30,19
25,19
45,19
49,19
47,19
43,20
46,20
27,20
25,20
33,20
47,20
40,20
49,20
29,21
40,21
49,21
28,21
33,21
47,21
37,22
31,22
37,22
25,22
42,23
29,23
33,23
29,23
36,23
49,23
31,23
28,23
49,23
45,23
41,23
50,23
30,23
40,24
34,24
43,24
27,24
31,24
28,24
39,24
31,24
