volume,class_1,class_2,class_3,class_4
4.89,0,48,6,24
3.62,4,15,11,26
2.26,1,5,3,30
3.82,3,44,10,3
1.46,2,22,9,18
4.26,9,24,22,18
4.53,7,29,7,20
1.38,6,12,19,14
2.82,3,29,12,35
3.0,10,14,16,15
2.94,5,38,8,24
2.95,5,10,8,8
3.34,1,22,1,19
3.18,4,26,22,2
2.01,0,23,10,21
2.62,7,8,7,17
3.37,10,31,0,20
4.81,4,14,22,3
2.13,5,22,4,30
2.65,0,18,6,21
4.06,9,22,14,18
3.68,6,7,20,1
1.86,10,32,5,6
1.89,3,40,1,19
2.81,6,46,17,35
3.08,0,41,0,10
3.15,10,31,20,22
1.28,4,43,2,10
2.84,0,24,13,30
3.36,9,15,15,36
1.71,6,33,20,19
2.87,4,44,17,5
3.54,3,45,5,32
3.19,6,41,10,31
2.12,1,18,15,4
1.35,9,27,6,23
2.83,6,46,7,21
4.25,0,4,9,34
2.51,5,0,18,4
3.33,5,39,17,34
2.79,10,22,22,36
3.02,5,27,0,27
1.59,10,33,5,12
1.17,10,13,10,2
3.61,5,19,7,2
1.71,6,18,1,11
4.25,9,15,16,30
3.11,2,28,13,26
4.73,8,42,12,11
4.86,3,23,20,12
4.32,10,30,8,19
2.1,8,17,2,3
3.56,0,40,7,24
3.41,6,42,9,23
4.44,5,7,0,4
2.15,10,34,5,12
2.93,3,41,16,3
4.35,8,45,21,21
2.25,6,43,5,15
4.95,4,5,7,14
3.71,8,46,5,22
3.11,1,14,13,24
4.56,7,15,12,10
1.54,2,3,3,36
4.64,5,46,12,23
4.56,8,40,15,16
4.34,6,39,13,28
4.38,1,13,20,11
2.5,5,35,1,35
1.46,2,30,11,29
3.19,0,10,17,27
3.57,9,20,3,18
4.75,0,47,2,0
3.27,9,28,3,18
1.38,9,7,16,16
4.69,10,39,20,17
1.01,9,28,15,33
1.54,7,16,6,23
4.12,9,18,15,23
4.73,5,0,18,17
2.77,9,35,21,13
4.93,6,19,12,20
3.23,6,9,1,32
3.94,10,14,19,1
3.7,9,9,18,11
2.3,6,12,2,19
2.1,4,44,15,17
1.31,6,33,18,3
2.53,5,33,3,15
1.26,7,42,17,3
2.52,5,1,13,0
2.28,3,10,11,3
2.26,1,40,10,2
4.26,6,24,2,31
3.26,0,42,4,36
3.83,8,12,13,1
4.43,9,47,13,14
2.27,9,3,18,22
2.87,9,10,7,26
2.35,9,41,5,5
3.45,4,47,12,19
3.11,0,41,7,30
2.38,5,40,9,34
1.33,3,25,18,26
4.26,7,25,2,27
3.68,10,14,21,8
4.43,4,24,6,23
3.53,2,36,0,9
1.57,1,2,20,1
1.49,0,34,15,31
3.77,7,11,21,29
2.35,1,46,19,20
4.33,1,10,9,9
1.36,8,44,0,18
