volume,class_1
63,0
59,0
92,0
20,0
38,0
66,0
90,0
70,1
71,1
10,1
90,1
88,1
95,1
55,1
80,1
56,2
75,2
43,2
24,2
76,2
37,2
28,2
4,2
97,2
71,2
30,3
24,3
50,3
50,3
38,3
28,3
23,3
4,3
6,4
75,4
50,4
30,4
18,4
68,4
43,4
61,4
82,4
53,4
42,5
78,5
44,5
10,5
54,5
86,5
47,5
25,5
1,5
54,5
39,5
95,5
95,5
28,6
43,6
69,6
23,6
80,6
58,7
11,7
84,7
76,7
69,8
70,8
17,8
94,8
95,9
36,9
12,9
62,9
15,9
87,9
56,9
97,9
76,9
99,9
64,10
13,10
33,10
15,10
36,10
5,10
86,11
13,11
97,11
19,11
70,11
76,11
48,11
100,11
4,12
81,12
95,12
10,12
63,12
13,12
6,12
82,13
98,13
98,13
18,13
24,13
20,13
92,13
88,14
2,14
75,14
63,14
26,14
46,14
19,14
17,14
89,15
33,15
67,15
71,15
85,15
76,15
13,15
84,15
14,15
10,16
28,16
17,16
77,16
26,16
64,16
75,16
81,16
67,16
87,16
100,16
54,16
67,16
97,17
1,17
98,17
1,17
52,17
12,17
83,17
96,17
36,17
97,18
16,18
80,18
68,18
75,18
77,18
10,18
93,19
72,19
82,19
38,19
18,19
71,19
7,19
83,19
25,19
57,19
46,20
43,20
31,20
55,20
59,20
50,20
5,20
99,21
36,21
82,21
72,21
96,21
86,21
12,21
47,21
59,22
76,22
59,22
90,22
89,22
85,22
26,22
100,22
46,22
76,23
89,23
41,23
77,23
89,23
92,24
58,24
25,24
61,24
33,24
14,24
47,24
49,24
