volume,class_1,class_2,class_3,class_4,class_5
4.82,21,24,2,5,11
2.71,6,1,5,2,7
2.17,12,1,3,9,15
3.02,22,19,2,12,15
2.6,12,7,1,6,3
1.26,5,22,2,9,12
3.66,18,1,5,10,14
4.71,0,14,9,3,2
1.83,20,2,9,13,4
4.35,12,23,5,11,1
2.12,7,19,9,7,10
2.88,20,20,3,5,6
1.92,2,1,8,5,13
1.94,19,24,7,7,15
3.66,4,0,1,10,6
1.23,12,7,0,1,10
4.04,9,16,10,8,18
1.03,7,11,0,9,2
4.44,1,22,4,9,14
1.56,6,4,1,12,4
1.37,9,13,6,1,7
4.98,18,17,1,13,11
3.15,21,7,8,0,7
3.0,15,0,3,5,9
1.3,10,9,2,9,12
4.0,22,19,3,2,18
3.19,17,19,9,8,7
4.42,7,23,8,12,10
2.35,12,25,6,0,2
2.36,20,7,0,2,4
1.29,13,20,3,1,15
2.69,19,7,7,8,14
4.2,10,6,1,11,14
3.82,19,7,4,2,16
4.21,0,15,10,8,18
1.1,15,6,10,0,15
4.02,3,4,1,9,9
3.03,8,6,7,12,7
1.28,21,9,8,8,16
3.15,1,20,6,3,18
3.56,6,17,8,8,11
3.57,7,16,1,11,4
2.24,12,6,1,7,3
1.06,22,1,1,0,8
1.57,23,24,6,13,7
4.52,7,7,1,12,14
3.6,3,3,5,7,1
2.13,20,11,10,5,4
1.55,15,15,10,11,5
2.02,2,16,4,11,1
3.03,13,0,10,1,7
1.33,3,12,10,6,17
4.09,4,7,3,5,18
1.54,18,25,1,5,6
3.5,12,17,7,3,1
2.12,5,17,8,0,12
1.21,14,17,8,1,3
3.5,22,20,5,8,12
2.21,5,18,8,7,3
3.05,6,24,1,12,16
2.52,7,7,8,10,14
3.75,22,24,0,5,10
4.72,22,14,8,10,4
2.26,13,18,7,13,14
4.86,5,25,9,9,18
3.99,19,5,4,9,16
3.51,21,14,1,5,12
2.17,12,16,1,5,9
3.94,0,22,8,10,11
3.31,19,20,3,9,6
4.92,10,19,1,0,11
