volume,class_1
22,0
12,0
4,0
54,0
67,1
90,1
37,1
81,2
81,2
55,2
10,2
86,3
20,3
9,3
72,3
5,3
66,4
58,4
53,4
55,4
73,5
93,6
69,6
48,6
87,6
69,6
72,6
8,6
63,6
21,6
70,7
17,7
45,7
38,7
50,8
95,8
77,8
30,8
78,8
57,8
31,9
2,9
79,9
19,9
10,10
32,10
97,10
96,10
92,10
46,10
33,11
14,11
45,12
59,12
55,12
94,12
92,12
79,12
65,12
35,13
31,13
57,13
91,13
77,14
30,14
61,14
92,14
35,15
78,15
72,15
38,15
47,15
54,16
46,16
92,16
3,17
40,17
20,17
67,17
84,17
45,18
99,18
16,18
91,18
68,19
54,19
6,19
9,19
94,19
52,20
70,20
51,20
23,20
59,21
92,21
79,22
14,22
30,22
75,22
10,23
47,23
91,23
73,24
67,24
48,24
54,24
6,24
42,24
20,24
89,24
97,24
7,25
33,25
4,25
30,25
53,26
21,26
28,26
57,26
45,27
50,28
43,28
73,29
27,30
86,30
45,30
53,30
63,31
90,31
54,31
54,31
87,31
5,32
11,32
49,32
16,33
45,33
40,34
99,34
5,35
9,35
25,35
16,36
21,36
19,36
29,36
23,37
42,37
74,37
90,37
25,37
33,37
77,38
35,38
75,38
78,38
21,39
37,40
80,40
40,40
90,40
43,40
60,41
33,41
16,41
31,41
48,41
22,41
52,42
27,42
32,42
90,42
11,43
94,43
43,43
7,43
46,43
22,43
62,44
51,44
35,44
47,44
70,44
92,44
26,45
62,45
83,46
43,46
70,46
30,46
9,47
91,47
64,47
51,47
63,48
31,48
9,48
56,48
37,49
100,49
