volume,class_1,class_2,class_3
17.3252,4,2,8
32.5157,7,9,2
2.6988,8,2,4
19.3138,10,0,6
32.2401,10,9,0
14.4682,5,6,6
18.5353,4,10,10
8.8977,0,1,1
0.6292,0,6,4
19.8674,7,4,5
38.6654,10,7,5
4.2847,6,7,1
4.0045,7,5,2
5.8688,6,2,0
11.3896,2,4,5
0.5828,2,9,4
16.9638,6,4,8
14.0776,4,6,4
7.2151,6,5,7
10.9435,3,7,6
16.6206,6,1,1
17.4679,2,3,2
8.39,3,0,1
2.0695,4,2,7
8.0378,1,6,10
23.1691,2,0,1
15.8248,6,9,0
18.2943,8,3,8
23.5771,6,5,0
17.8514,10,1,8
5.8086,10,6,10
1.4387,1,4,10
8.7676,4,2,7
6.1968,0,3,10
17.999000000000002,10,1,6
1.204,1,10,7
2.5097,4,10,8
3.9502,7,6,1
8.8902,9,7,1
3.1864,2,6,9
6.6855,3,2,8
2.2695,4,6,8
6.2022,4,7,10
13.1474,8,3,9
5.8231,5,7,1
14.6573,0,10,5
17.177,4,0,8
5.9691,10,7,4
8.908,1,3,8
5.8443,4,4,3
14.4353,6,2,2
4.6855,4,3,6
1.4161,8,10,9
3.5416,0,8,9
3.3275,8,2,6
13.8279,4,4,7
10.2389,4,4,7
23.2564,3,7,5
11.1688,9,7,3
33.5701,5,2,9
4.9218,2,9,7
0.4942,8,2,0
31.104,8,5,8
30.7826,2,10,3
36.9868,5,9,7
1.0909,7,5,1
2.1783,2,2,4
20.4989,3,1,10
30.6469,8,0,9
0.2419,2,10,1
6.2636,3,9,3
7.6486,8,9,10
18.6996,4,6,5
5.9727,0,0,4
9.4424,9,3,1
9.2699,3,4,10
29.5067,10,5,4
4.5694,9,8,6
26.2841,0,1,5
2.3129,5,2,1
3.239,4,2,10
2.1225,9,0,5
24.1709,1,1,1
5.3,4,5,3
6.8396,4,8,0
19.9334,5,0,1
14.8033,2,6,5
4.6225,10,3,1
4.3523,10,5,4
14.4938,0,8,5
9.5808,1,5,10
24.6596,2,9,4
25.8042,6,1,10
1.1887,9,9,8
21.0025,7,9,6
2.8947,8,6,4
8.8597,3,10,4
19.373,8,2,0
16.5633,9,8,1
2.2865,2,3,3
