volume,class_1
79,0
192,0
88,0
66,0
125,0
69,0
185,0
144,0
140,0
36,0
118,0
185,0
17,0
100,1
61,1
121,1
80,1
60,1
70,1
81,1
141,1
194,1
55,1
130,1
196,1
90,1
118,1
170,1
188,1
74,1
121,1
191,2
65,2
99,2
94,2
160,2
61,2
78,2
111,2
105,2
73,2
169,2
46,2
26,2
171,2
10,2
158,2
197,2
54,2
192,2
90,2
63,2
132,2
101,3
4,3
64,3
157,3
52,3
23,3
61,3
101,3
193,3
1,3
56,3
126,3
155,3
23,3
97,3
30,3
52,3
143,3
174,3
57,3
167,3
148,3
80,3
64,3
108,3
2,3
166,4
126,4
54,4
180,4
105,4
195,4
24,4
124,4
103,4
68,4
50,4
4,4
74,4
159,4
106,4
20,4
64,4
91,4
101,4
68,4
128,5
22,5
200,5
194,5
123,5
175,5
76,5
182,5
162,5
113,5
122,5
1,5
69,5
43,5
162,5
178,5
105,5
21,5
187,5
121,5
42,5
156,5
181,5
2,6
21,6
39,6
43,6
60,6
86,6
111,6
114,6
164,6
130,6
87,6
75,6
123,6
100,6
173,7
41,7
135,7
69,7
157,7
170,7
194,7
77,7
157,7
26,7
57,7
67,7
139,7
182,7
142,8
185,8
187,8
137,8
4,8
31,8
113,8
165,8
44,8
1,8
81,8
89,8
198,8
42,8
96,8
143,8
67,8
35,8
71,8
149,8
103,8
191,8
33,8
81,8
179,8
175,8
88,8
84,8
53,9
70,9
128,9
198,9
32,9
39,9
166,9
96,9
192,9
114,9
128,9
152,9
51,9
147,9
160,9
157,9
152,9
7,9
119,9
91,9
19,9
118,9
