volume,class_1,class_2,class_3,class_4
3.43,15,10,3,5
2.56,11,6,5,10
2.54,11,6,0,6
3.91,15,3,3,12
2.45,2,11,7,5
2.76,3,5,9,1
1.88,20,10,2,9
4.5,8,4,2,4
3.51,13,10,5,7
2.64,4,9,10,4
2.3,6,5,10,5
1.29,18,16,10,8
3.28,11,17,9,6
3.63,11,17,8,10
2.02,6,3,8,11
2.22,18,16,0,13
3.44,3,10,2,13
3.28,3,7,8,7
3.04,4,8,7,0
2.33,18,13,0,2
2.33,18,5,9,5
2.61,16,4,2,12
4.65,3,12,9,10
3.57,4,13,4,8
4.87,1,17,5,8
2.77,6,9,10,13
4.87,20,14,9,0
3.89,4,1,8,10
1.75,4,9,0,9
4.22,11,6,6,7
4.57,20,17,7,8
4.97,15,2,5,12
3.3,12,4,8,10
4.86,19,9,11,10
2.69,10,8,11,7
3.09,4,0,3,6
2.89,17,6,1,6
1.22,8,16,8,4
4.11,8,15,9,7
1.62,3,0,8,1
2.22,12,10,1,0
2.46,19,14,10,3
1.91,0,17,10,1
4.53,17,8,2,4
3.84,12,9,3,3
4.12,6,8,11,7
3.94,5,3,4,11
3.54,9,2,4,5
4.95,15,17,6,8
3.56,1,1,1,11
3.22,0,8,6,13
4.76,15,16,2,2
4.12,6,15,3,12
1.06,14,15,4,4
1.32,17,16,11,12
4.14,3,15,11,5
3.12,20,13,10,2
3.76,3,6,5,6
2.47,2,15,3,13
3.26,10,13,0,3
4.97,2,0,6,4
3.5,14,16,4,9
1.63,18,10,8,13
4.59,7,16,5,6
2.02,10,7,7,13
4.0,17,7,4,12
3.17,6,6,0,11
4.06,17,2,5,3
2.82,3,3,5,5
3.19,15,3,1,3
1.15,5,14,8,12
2.84,2,4,3,9
2.43,18,5,2,4
2.9,1,2,9,1
4.69,7,12,3,4
2.26,15,1,7,0
4.36,17,7,5,0
3.09,17,8,8,9
1.16,8,6,9,1
1.53,17,15,0,5
3.34,13,8,0,8
1.02,14,4,1,11
4.18,11,2,0,3
1.95,13,8,7,0
4.87,15,8,6,7
1.49,17,4,6,0
2.89,10,3,10,3
2.38,12,1,5,0
3.13,18,4,8,12
2.0,16,16,7,13
2.83,0,6,6,11
3.02,19,0,6,8
1.74,12,7,9,5
4.31,9,6,5,1
1.47,2,15,10,1
2.64,2,2,6,4
4.96,12,3,7,2
3.41,3,13,11,11
1.39,16,10,2,13
4.27,20,15,6,9
2.92,5,12,1,6
4.91,13,10,8,5
4.76,11,11,3,13
1.83,19,8,4,11
4.51,7,2,2,10
4.51,3,4,0,7
4.45,3,5,10,3
2.23,17,1,2,7
4.67,8,15,6,11
4.69,12,2,10,12
4.39,5,14,2,7
2.65,0,1,0,0
3.92,12,9,5,8
1.79,15,14,8,11
2.42,3,12,7,2
2.84,11,15,11,6
4.43,3,7,5,12
4.82,14,14,10,11
3.92,18,14,2,5
1.9,17,6,4,7
1.05,2,4,4,5
2.3,17,4,6,7
4.61,1,8,4,6
3.75,0,12,8,11
3.42,20,14,10,5
9.72,20,1,10,4
9.72,18,11,4,4
7.19,17,3,2,9
6.95,1,17,4,1
9.9,14,8,9,1
7.21,5,6,2,4
9.59,4,15,8,1
6.75,13,17,2,7
9.09,4,10,6,1
5.71,15,14,3,12
6.26,9,12,1,4
6.04,20,17,6,12
7.03,18,14,11,6
6.1,7,4,7,7
6.37,8,4,3,13
9.01,15,15,8,6
9.56,4,15,10,2
6.19,9,14,7,11
8.25,7,14,9,2
6.46,1,15,11,7
6.76,20,1,1,13
5.67,13,3,5,2
5.46,15,3,11,0
8.36,18,4,10,13
6.62,13,3,6,3
5.4,3,4,11,8
5.05,9,12,1,3
6.99,1,4,9,10
5.1,19,8,2,7
7.35,2,0,11,3
8.22,6,11,3,12
6.9,7,6,1,0
5.6,18,15,4,9
9.4,15,14,8,8
6.96,1,11,7,11
7.3,9,13,8,2
