volume,class_1,class_2,class_3,class_4
2.08,14,2,0,2
1.94,4,6,4,4
3.39,18,0,4,1
2.99,19,6,4,1
1.04,5,9,0,2
1.45,14,8,1,9
3.27,17,0,0,4
1.7,17,0,1,3
4.31,11,0,3,6
1.82,8,2,2,2
4.02,11,10,4,8
4.77,13,10,4,4
1.01,15,0,1,7
2.63,0,9,5,8
1.31,1,10,3,8
2.26,1,2,2,1
1.11,13,4,5,4
3.47,7,0,5,4
2.05,17,5,1,2
1.9,4,5,0,5
4.97,17,2,1,7
4.22,12,4,0,7
4.81,6,1,4,4
2.96,0,5,3,4
1.19,10,2,2,7
3.99,4,1,4,6
4.55,0,1,5,1
4.21,18,2,1,3
4.64,11,10,2,2
4.29,4,2,1,6
1.74,18,8,3,8
1.74,14,5,5,6
2.63,15,7,0,9
2.69,17,10,3,8
1.22,12,1,3,6
2.99,1,8,4,1
3.1,13,6,1,7
2.09,17,1,5,3
2.84,0,4,0,5
3.05,7,4,2,6
1.79,0,6,4,6
4.04,5,6,5,2
2.55,11,9,2,4
4.13,17,1,3,8
1.42,18,9,2,9
2.65,3,3,5,4
3.12,3,0,0,9
2.62,16,6,0,2
1.84,5,3,4,0
4.11,14,6,5,9
1.7,12,1,5,8
3.47,4,0,4,0
1.5,6,9,4,7
1.7,12,1,4,9
1.88,1,3,4,3
2.59,1,9,1,9
4.75,3,3,2,7
2.2,4,4,5,0
2.06,1,7,0,5
3.7,7,6,4,2
4.27,10,4,5,7
4.6,15,7,0,2
3.1,11,2,1,1
8.05,2,7,0,7
8.26,14,7,5,9
9.82,6,9,1,9
9.64,8,5,2,6
9.07,12,4,1,7
5.47,6,9,0,1
8.38,12,5,3,1
8.69,2,1,4,1
5.75,1,9,4,7
8.05,5,6,0,8
8.97,16,9,2,6
5.57,1,10,2,5
6.74,10,0,4,8
6.96,14,9,0,2
7.78,14,0,5,3
6.91,4,7,2,8
8.15,5,7,1,7
8.13,10,2,3,3
8.29,14,4,0,9
8.05,10,4,0,3
6.02,15,7,0,1
9.48,1,1,5,9
7.28,0,6,4,2
5.54,9,7,0,7
9.33,7,10,0,5
9.51,19,0,0,1
9.86,14,5,0,6
6.8,0,6,5,3
7.18,0,9,0,1
5.21,8,1,1,9
9.83,19,6,5,9
7.91,12,0,1,6
6.47,7,8,2,0
6.72,6,8,5,1
5.23,13,8,5,9
8.03,19,6,1,6
9.54,4,8,2,6
5.78,19,0,4,8
9.44,0,8,4,0
5.04,14,5,3,7
5.35,13,0,1,7
9.31,14,0,5,4
