volume,class_1,class_2
31,0,3
136,0,3
155,0,9
124,1,6
34,1,6
134,1,5
116,2,8
179,2,0
179,2,1
85,2,9
173,3,1
117,3,7
18,3,3
18,3,9
158,3,0
179,4,1
127,4,7
166,4,0
57,4,2
52,5,9
90,5,1
34,6,5
41,6,2
48,6,6
94,6,9
177,6,2
135,7,3
146,7,2
36,7,2
36,7,4
98,8,0
30,8,9
127,8,0
200,8,3
193,8,7
187,8,1
60,9,1
14,10,3
175,10,5
55,10,6
136,11,0
89,11,2
38,11,2
28,11,5
122,11,1
129,11,2
92,11,2
43,11,2
151,12,7
42,13,6
65,13,4
130,13,1
141,13,2
132,13,6
163,13,5
114,13,8
164,13,4
192,14,4
111,14,0
192,14,1
104,14,1
44,14,9
5,14,1
110,14,2
74,15,6
200,15,3
59,15,4
48,15,0
140,15,8
43,16,7
55,16,1
33,16,7
58,17,3
42,17,2
93,17,6
144,18,7
143,18,4
137,18,4
58,18,7
142,19,8
90,19,2
170,19,5
156,19,8
52,20,9
196,20,8
76,20,5
62,20,8
166,20,7
125,20,8
83,20,3
189,20,7
157,21,0
126,21,8
142,22,4
180,22,7
184,22,5
22,22,3
197,23,1
160,23,3
28,23,4
24,24,7
136,24,3
113,24,6
107,24,0
6,24,5
191,24,8
37,24,4
72,25,6
155,25,4
61,25,5
92,25,0
79,25,3
132,25,5
150,25,7
166,26,6
154,26,6
64,26,9
172,26,1
177,26,6
160,27,6
53,27,8
163,27,7
18,27,0
181,27,9
2,28,5
135,28,4
14,28,5
24,28,8
164,28,4
195,28,8
167,29,3
162,29,4
90,30,2
92,31,3
148,31,3
67,31,9
32,31,0
10,32,1
151,32,0
134,32,9
20,32,0
147,32,8
18,32,7
26,33,7
74,34,3
143,34,3
37,34,6
121,34,9
197,35,4
62,35,3
151,35,1
196,36,1
53,36,7
42,36,9
114,37,8
92,37,9
14,37,5
195,37,7
153,37,5
66,38,4
132,38,2
29,38,8
183,38,4
10,38,2
128,39,8
46,39,4
127,40,3
161,40,6
58,40,1
20,41,6
145,42,9
44,42,6
79,42,0
120,42,5
120,42,6
123,42,4
105,42,2
172,43,4
149,43,2
73,44,6
134,44,9
14,44,9
8,45,0
26,45,0
158,45,7
86,45,8
124,45,1
57,46,9
186,46,7
162,46,5
10,46,5
54,47,8
129,47,0
156,47,5
151,47,1
111,48,8
9,48,0
124,49,2
67,49,9
7,49,5
