volume,class_1
77,0
25,0
13,0
77,0
91,1
11,1
17,1
23,1
14,1
13,1
6,1
2,1
13,2
97,2
87,2
98,2
95,2
79,2
16,3
10,3
94,3
91,3
16,3
18,3
20,3
7,3
17,4
100,4
95,4
89,4
12,4
2,4
75,4
23,4
96,4
95,5
8,5
11,5
4,5
79,5
22,5
13,6
89,6
76,6
4,6
24,6
18,6
91,6
21,7
93,7
17,7
82,7
87,7
18,8
22,8
5,8
76,8
12,8
96,8
12,8
87,8
22,9
96,9
89,9
80,9
9,9
12,10
85,10
14,10
83,10
75,10
97,10
25,10
25,10
92,10
17,11
85,11
14,11
83,11
93,11
91,11
99,11
86,11
19,12
96,12
83,12
76,12
97,12
97,12
98,12
22,12
88,13
89,13
98,13
80,13
16,14
77,14
83,14
16,14
96,14
77,14
22,15
20,15
1,15
75,15
98,15
96,15
11,15
89,15
99,15
24,15
11,15
87,15
98,16
25,16
75,16
90,16
96,16
81,16
22,16
98,16
16,16
78,16
5,16
19,16
19,16
97,16
2,16
8,17
23,17
7,17
21,17
24,17
91,17
16,17
2,17
23,17
100,17
18,17
3,17
85,17
21,17
83,18
86,18
87,18
13,18
7,18
100,18
24,18
25,18
5,18
94,18
25,19
75,19
23,19
16,19
25,19
88,19
4,20
18,20
18,20
79,20
25,20
3,20
10,20
15,21
91,21
22,21
99,21
15,21
90,21
84,21
94,22
18,22
10,22
17,22
6,22
6,22
1,22
85,22
92,22
6,23
14,23
3,23
5,23
87,23
93,23
100,23
25,23
77,23
16,24
100,24
97,24
85,24
3,24
82,24
22,24
96,24
9,24
11,24
