volume,class_1
13,0
2,0
44,0
14,0
23,0
19,0
33,0
4,0
17,0
11,0
16,0
9,0
40,0
47,0
37,0
14,0
24,0
49,0
41,0
47,0
29,0
43,0
44,1
7,1
38,1
2,1
2,1
27,1
18,1
49,1
5,1
42,1
25,1
47,1
15,1
6,1
39,1
31,1
49,1
14,1
15,1
1,1
11,1
31,1
4,1
24,2
12,2
36,2
21,2
14,2
25,2
43,2
34,2
36,2
25,2
43,2
13,2
17,2
28,2
3,2
19,2
9,2
2,2
41,2
11,2
16,3
32,3
24,3
25,3
2,3
36,3
38,3
44,3
29,3
10,3
9,3
25,3
1,3
43,3
15,3
12,3
7,3
38,3
5,3
27,3
28,3
12,3
33,4
36,4
43,4
31,4
18,4
31,4
6,4
15,4
40,4
37,4
4,4
27,4
13,4
36,4
8,4
33,4
46,4
50,4
43,4
27,4
29,5
24,5
42,5
4,5
11,5
45,5
16,5
40,5
49,5
15,5
43,5
42,5
39,5
44,5
36,5
35,6
1,6
42,6
18,6
48,6
9,6
16,6
7,6
18,6
39,6
29,6
4,6
15,6
27,6
15,6
32,6
47,6
12,6
22,6
17,6
23,6
41,6
23,6
6,6
14,6
13,7
18,7
22,7
41,7
14,7
28,7
10,7
16,7
13,7
13,7
29,7
24,8
3,8
28,8
35,8
26,8
14,8
25,8
23,8
26,8
33,8
31,8
39,8
11,8
13,8
50,8
9,8
9,8
14,8
19,9
8,9
50,9
18,9
39,9
31,9
49,9
49,9
21,9
48,9
20,9
45,9
1,9
48,9
10,9
46,9
8,9
46,9
33,9
25,9
49,9
38,9
24,9
29,9
