volume,class_1,class_2,class_3
4.38,8,19,2
1.88,3,9,10
4.74,13,3,4
1.61,5,22,5
2.28,8,21,4
3.13,6,10,4
4.72,2,1,4
2.68,5,9,8
2.65,7,6,2
1.31,1,8,0
2.45,4,16,4
4.19,3,2,10
2.14,6,6,4
1.36,13,12,0
1.33,7,11,8
3.93,13,4,8
1.93,2,21,0
4.73,10,0,7
2.14,6,19,2
4.27,5,16,6
1.12,10,14,5
3.05,10,7,1
4.45,5,19,4
4.06,1,16,8
4.67,15,2,1
3.58,5,16,9
3.77,3,10,7
4.3,2,22,10
2.37,12,16,4
3.35,9,0,0
3.59,11,6,9
3.6,14,0,2
1.54,10,19,8
4.37,4,9,10
1.48,1,9,3
4.11,8,17,2
1.37,10,17,4
2.47,6,11,6
4.38,1,10,4
2.81,10,7,1
1.54,1,12,3
4.79,8,20,2
3.89,14,16,10
3.3,4,5,4
1.23,5,20,8
2.09,13,11,0
4.52,2,20,10
1.89,13,21,4
4.31,10,12,7
2.14,7,14,5
4.93,2,0,3
2.72,15,21,10
3.14,7,18,6
1.75,14,9,7
4.01,3,3,3
2.58,4,14,2
3.22,4,6,4
2.85,7,14,10
3.59,14,6,2
1.58,6,18,0
3.14,15,9,6
3.1,10,9,4
1.94,15,0,1
3.79,15,21,3
2.09,12,17,0
2.66,12,14,4
4.57,1,17,5
4.44,8,12,2
1.03,1,11,0
4.54,9,1,3
4.37,13,9,9
2.54,9,12,8
3.09,11,22,5
2.82,0,17,6
3.07,5,14,3
1.02,2,9,7
4.86,8,8,3
4.91,10,21,9
4.14,8,7,6
4.69,0,2,1
3.56,2,5,7
1.61,6,0,2
2.23,6,7,4
1.85,4,15,9
2.05,4,3,0
2.98,15,12,1
4.75,6,4,10
2.13,12,5,9
2.57,8,9,2
1.31,9,22,0
2.71,13,4,6
3.74,3,6,2
2.68,1,11,8
1.15,10,14,2
4.96,0,11,0
2.15,8,18,8
3.98,13,21,5
4.02,7,14,9
2.7,4,8,6
4.05,3,22,5
3.24,5,8,5
1.81,11,14,5
2.98,11,21,8
3.4,11,20,2
2.23,1,6,10
2.64,12,21,2
3.43,6,6,6
3.96,1,5,3
4.96,5,19,10
1.22,7,9,2
3.26,3,11,2
3.55,6,9,1
1.52,9,15,10
3.89,4,10,1
2.5,3,15,2
3.54,0,7,1
4.38,10,13,3
2.33,13,18,10
1.04,4,6,3
1.43,4,13,9
1.89,2,9,7
2.62,11,22,4
2.04,15,1,9
2.27,10,7,1
2.05,10,13,9
9.51,13,13,4
5.68,15,14,10
9.87,12,12,10
5.68,3,1,5
5.94,6,15,6
8.93,0,19,8
9.29,0,15,10
7.17,1,1,1
8.07,11,11,3
5.08,6,19,6
5.94,3,19,7
5.96,9,5,2
6.36,4,7,8
7.61,12,14,3
8.42,4,0,2
6.21,3,8,3
7.4,11,9,2
7.55,11,2,2
8.87,12,17,7
9.67,11,9,3
7.47,8,21,3
9.42,15,14,3
6.94,3,19,6
6.0,4,14,5
7.68,10,19,9
6.89,2,5,4
8.63,1,3,7
7.35,3,0,1
9.65,15,16,7
8.69,6,10,7
5.97,0,1,10
6.47,9,21,6
8.96,2,15,1
6.09,14,14,2
6.5,5,2,5
5.62,10,8,4
6.73,5,21,1
9.21,3,5,7
7.29,9,14,1
6.24,10,1,4
7.56,4,11,0
7.04,13,13,6
5.46,11,12,8
8.42,15,12,8
6.55,1,11,4
5.63,14,12,1
8.36,11,3,3
5.17,12,21,8
5.82,13,18,7
7.97,0,15,2
9.32,12,3,5
9.77,13,12,5
6.4,5,9,2
6.28,2,17,6
9.24,13,4,9
7.0,0,12,4
8.59,4,8,9
7.22,8,22,4
5.27,12,2,8
8.36,4,18,9
5.74,4,15,3
7.87,2,21,4
9.13,15,13,8
7.07,8,13,1
8.19,13,21,2
9.02,3,20,7
9.76,2,20,10
5.37,1,9,4
7.13,6,15,8
7.8,3,8,3
9.24,8,5,3
5.01,15,11,9
9.65,11,22,1
5.39,7,14,8
8.52,13,10,5
6.49,13,18,0
9.25,6,13,10
6.09,5,8,3
8.36,0,19,10
6.23,14,6,8
6.52,11,6,4
9.08,1,4,2
8.09,10,21,1
6.28,5,15,0
6.06,0,12,10
6.76,12,1,0
8.69,12,13,7
6.13,9,18,9
10.6,0,20,4
13.77,9,6,6
13.54,8,6,4
12.1,9,17,10
12.5,0,19,9
11.69,6,16,10
13.26,8,15,2
11.22,5,0,2
13.17,12,10,0
13.11,12,16,9
13.21,3,21,3
14.41,0,7,8
11.18,12,16,1
10.51,7,6,6
13.41,8,1,6
10.03,7,18,6
14.73,12,16,9
13.31,4,17,9
12.22,12,11,6
10.2,1,2,9
14.66,9,9,6
14.65,14,17,7
10.79,15,6,7
10.82,3,22,3
13.24,6,10,2
11.75,1,5,1
12.7,5,5,1
11.9,0,1,9
11.83,7,10,8
10.8,15,17,2
11.14,2,7,2
12.9,0,20,10
10.47,9,15,8
10.39,9,17,0
11.27,0,12,4
10.13,3,18,9
12.9,0,2,8
