volume,class_1,class_2,class_3,class_4,class_5
3.31,39,19,35,6,9
2.13,3,26,31,14,2
1.3,18,14,23,10,17
3.83,24,24,30,18,10
1.36,23,29,16,16,20
2.74,1,11,39,13,15
2.96,42,24,30,16,5
3.17,40,13,10,6,7
3.81,43,11,38,20,10
2.6,8,1,26,18,18
4.5,16,32,3,20,5
4.0,35,11,32,12,17
1.11,14,27,25,19,0
4.55,21,14,12,11,14
3.46,36,26,18,21,11
3.93,22,12,41,19,23
3.92,2,27,5,12,23
4.48,16,19,20,12,15
1.96,1,7,40,7,18
2.23,15,12,42,20,18
2.41,3,6,6,17,8
4.74,39,33,42,18,21
1.71,37,29,9,2,8
3.44,29,13,3,5,1
3.91,23,21,3,10,21
4.79,23,9,14,14,2
4.69,36,23,6,1,3
4.09,10,4,4,7,22
3.99,16,8,8,3,3
3.73,17,15,27,3,2
4.19,32,32,27,21,9
4.49,12,2,26,3,7
2.86,2,22,10,14,13
2.12,5,31,5,3,12
3.36,34,8,20,3,18
4.11,15,1,25,21,2
4.83,0,20,12,11,20
3.0,11,22,13,15,17
4.81,35,25,2,21,21
4.7,15,32,11,1,11
4.26,44,15,39,21,13
3.3,11,6,27,19,13
2.43,19,10,17,3,15
2.9,40,13,31,9,2
3.42,9,27,15,3,5
1.84,27,18,9,15,14
2.44,3,12,19,0,23
2.32,41,20,9,18,8
4.91,44,32,23,6,4
3.97,40,27,43,21,14
1.8,18,14,22,19,0
4.19,41,19,6,17,16
4.46,34,25,41,13,18
4.89,38,1,5,16,24
4.41,19,0,10,1,3
4.46,24,29,7,0,12
1.4,42,17,13,21,13
3.56,17,5,7,6,15
1.34,14,12,24,17,9
1.17,4,26,20,17,6
3.56,15,13,40,15,12
3.0,7,10,41,3,8
3.04,8,16,22,10,21
2.32,30,0,23,19,18
1.36,40,13,0,14,23
3.78,17,17,25,17,24
1.34,15,28,35,18,1
1.91,7,33,36,5,11
1.43,5,10,22,9,7
4.65,41,5,8,14,1
1.98,7,23,20,19,12
1.69,17,13,41,14,15
2.56,6,19,18,17,19
3.46,16,2,20,7,7
1.38,29,7,9,17,7
4.88,8,8,21,15,22
4.83,40,1,1,0,10
2.12,1,17,3,1,19
3.43,22,18,34,9,10
2.21,3,3,38,18,9
3.67,42,30,39,4,14
3.56,40,5,6,1,23
1.49,17,2,42,15,13
1.53,3,0,1,6,23
3.03,40,2,35,21,4
2.05,1,33,41,10,16
1.7,40,31,37,0,9
2.39,22,18,36,4,20
3.35,35,28,28,17,22
1.48,34,33,23,15,23
3.44,36,30,43,17,9
3.02,4,33,21,1,3
2.03,31,31,36,1,15
2.19,29,3,38,14,2
3.82,7,26,10,5,15
4.02,36,27,35,6,14
4.84,10,13,39,5,1
2.37,42,25,42,6,6
2.03,0,29,8,19,23
2.85,39,7,21,2,1
2.86,0,33,21,1,1
4.97,22,18,37,20,22
2.03,8,0,35,20,7
3.54,26,11,42,17,5
3.19,23,26,26,6,9
2.26,25,26,22,13,6
1.59,35,13,1,2,12
4.5,17,31,12,5,20
3.86,35,14,35,15,17
1.38,34,27,42,13,19
4.2,28,27,29,3,19
1.68,25,2,9,12,20
3.4,37,8,39,9,18
1.84,15,31,27,6,19
3.35,41,0,33,15,3
2.53,11,9,32,19,12
1.17,20,25,38,5,2
4.63,5,17,20,5,10
1.85,37,32,27,12,21
2.31,8,29,15,6,4
4.85,26,2,15,7,21
2.22,37,27,16,20,7
4.48,37,32,11,17,18
4.92,2,14,26,19,17
3.28,18,23,29,9,23
2.73,35,0,3,20,7
4.52,5,23,28,7,1
4.6,4,6,33,18,17
1.63,26,16,17,14,11
3.59,13,0,1,21,21
4.02,16,24,4,2,13
3.41,40,16,12,3,2
4.34,10,23,31,3,19
1.48,17,5,22,13,0
4.91,32,33,33,3,23
1.0,24,4,28,14,4
1.25,34,24,17,6,7
3.09,3,31,8,15,14
1.64,28,29,38,1,19
2.94,30,16,18,19,1
3.03,16,8,10,19,5
4.87,38,7,4,19,15
2.55,25,12,28,17,4
1.7,2,11,24,16,5
3.53,32,25,24,11,22
2.52,39,18,38,14,4
4.12,41,4,34,9,23
1.42,40,3,33,4,1
2.9,9,29,36,8,0
1.97,11,22,17,12,12
2.56,38,18,2,11,12
3.74,17,29,40,10,5
1.67,43,7,22,14,14
4.77,3,33,21,8,12
2.35,32,31,23,3,14
2.93,13,9,40,19,15
2.87,4,5,28,3,8
3.61,33,20,5,11,20
3.17,17,31,12,6,7
3.9,30,7,9,7,17
2.64,0,19,4,12,0
3.64,11,5,28,13,2
2.48,39,5,8,18,3
3.33,40,0,30,4,3
4.94,28,27,28,6,2
4.34,27,22,19,13,5
4.42,34,6,29,14,9
1.66,41,4,41,16,6
4.28,23,7,7,13,4
2.87,1,21,41,7,22
2.18,30,32,27,12,2
2.76,24,8,39,8,8
4.59,27,13,16,17,10
1.74,34,31,15,16,5
1.19,35,16,25,16,11
3.76,36,31,37,2,18
4.59,31,9,9,3,15
