volume,class_1,class_2
35,0,7
148,0,9
87,0,9
57,0,7
51,0,1
86,0,0
84,0,3
111,0,8
78,0,7
140,0,4
75,0,4
16,0,4
2,0,9
143,0,8
95,0,6
67,0,0
16,0,0
81,0,0
40,0,8
6,1,5
127,1,8
149,1,0
44,1,6
45,1,2
123,1,3
53,1,4
115,1,7
25,1,1
111,1,5
64,1,1
3,1,3
138,1,0
33,1,4
142,1,6
127,1,3
142,1,6
52,1,1
83,1,8
36,1,0
21,1,8
99,2,2
51,2,9
101,2,1
24,2,8
86,2,2
47,2,0
57,2,1
75,2,7
59,2,2
80,2,5
57,2,2
110,2,3
94,2,5
45,2,9
75,2,3
63,2,7
44,2,1
38,2,1
96,2,5
112,2,9
67,2,8
44,2,1
123,3,9
23,3,3
63,3,3
82,3,4
27,3,6
15,3,6
36,3,5
57,3,9
124,3,9
43,3,5
82,3,3
37,3,5
126,3,2
21,3,3
144,3,7
88,3,1
87,3,7
142,3,8
74,3,9
135,3,4
93,3,8
105,3,7
102,3,5
92,3,1
150,3,3
129,4,5
78,4,1
130,4,2
147,4,9
68,4,9
76,4,1
94,4,4
94,4,1
56,4,8
78,4,8
2,4,2
79,4,5
8,4,6
131,5,4
106,5,7
125,5,4
66,5,6
42,5,0
89,5,1
45,5,6
1,5,8
129,5,2
34,5,3
57,5,0
49,5,1
27,6,2
65,6,2
74,6,9
22,6,2
94,6,3
135,6,4
3,6,7
121,6,0
135,6,3
90,6,9
122,6,6
44,6,2
90,6,8
124,6,9
146,6,5
123,6,7
1,6,6
7,6,7
136,6,0
37,6,9
150,6,6
3,6,3
150,6,0
61,6,8
20,7,6
50,7,3
21,7,0
43,7,5
86,7,9
94,7,6
133,7,4
134,7,4
61,7,8
87,7,7
5,7,2
6,7,7
133,7,4
19,7,2
127,7,5
73,7,1
96,7,0
81,7,6
47,7,7
67,7,4
59,7,0
143,7,5
21,7,9
143,7,5
117,7,2
81,8,8
62,8,7
127,8,0
65,8,3
89,8,2
64,8,1
3,8,3
36,8,6
89,8,5
41,8,8
91,8,7
58,8,4
98,8,7
82,8,6
55,8,2
53,8,3
71,9,7
137,9,4
41,9,4
132,9,0
115,9,6
6,9,0
36,9,9
107,9,5
124,9,3
108,9,9
108,9,8
15,9,5
123,9,6
130,9,2
107,9,4
35,9,6
55,9,1
21,9,1
116,9,2
40,9,8
32,9,0
87,9,5
16,9,4
