volume,class_1
14,0
18,0
36,0
20,1
34,1
7,1
24,2
1,3
25,4
4,4
34,4
4,4
1,4
13,5
3,5
27,5
35,5
25,5
19,5
4,6
27,6
11,6
26,6
9,7
25,7
31,7
17,8
18,8
17,8
11,8
27,9
27,9
12,9
14,9
15,9
28,10
34,10
18,11
19,11
32,12
19,12
27,12
18,12
30,13
13,13
33,13
23,13
24,13
36,13
34,14
21,14
18,15
34,15
33,15
23,15
35,15
19,15
23,16
27,16
27,16
13,16
34,16
10,17
2,17
3,17
11,17
15,17
26,18
30,18
12,18
18,18
28,18
20,18
30,19
13,19
8,19
10,19
31,20
20,20
11,20
3,20
17,21
35,21
11,21
3,22
13,22
36,22
14,22
13,23
15,23
33,23
30,23
18,24
7,24
7,24
35,25
30,25
1,25
25,25
2,25
18,25
12,26
7,26
33,27
29,27
31,27
27,27
13,28
24,28
11,28
7,28
33,28
5,28
11,29
20,29
8,29
27,29
6,29
10,29
9,29
28,29
14,30
24,30
4,30
12,30
9,31
11,31
35,31
21,31
27,32
29,32
4,32
11,32
23,32
17,32
13,33
29,33
12,33
2,34
13,34
17,34
14,34
6,35
1,35
33,35
18,36
8,36
29,36
28,36
29,37
20,38
21,38
19,38
22,38
16,38
7,38
34,38
7,38
29,38
34,39
17,39
13,40
34,40
12,41
33,41
32,42
30,42
15,43
37,43
24,43
17,44
34,44
32,44
25,44
34,45
12,45
2,45
26,45
25,45
16,45
1,46
10,46
4,47
26,47
33,47
12,47
24,47
37,47
5,47
4,47
14,47
32,48
1,48
1,48
23,48
4,49
19,49
17,49
12,49
10,49
