volume,class_1
90,0
50,0
54,0
96,0
96,0
58,0
69,0
72,0
11,0
93,0
32,0
90,0
74,0
54,1
50,1
27,1
48,1
49,1
95,1
68,1
29,1
99,1
80,1
49,1
80,1
74,1
98,1
71,1
97,1
61,1
51,1
5,1
57,2
53,2
6,2
75,2
42,2
33,2
85,2
61,2
22,2
38,2
36,2
46,2
98,2
64,2
45,2
51,2
49,2
79,2
68,2
65,3
31,3
62,3
63,3
48,3
82,3
56,3
32,3
98,3
61,3
70,3
3,3
42,3
72,3
65,3
60,3
85,3
4,3
40,4
49,4
89,4
82,4
41,4
46,4
62,4
31,4
20,4
97,4
33,4
54,4
58,4
99,4
14,4
96,4
44,4
61,4
21,4
33,4
64,4
63,5
47,5
20,5
52,5
11,5
5,5
5,5
34,5
52,5
45,5
38,5
87,5
6,5
95,5
38,5
30,5
40,5
26,5
20,5
36,5
55,5
80,5
26,5
84,5
50,6
37,6
61,6
54,6
52,6
96,6
64,6
6,6
57,6
51,6
76,6
59,6
69,6
51,6
95,6
73,6
44,6
71,6
18,6
64,6
93,6
26,6
28,6
2,7
55,7
9,7
74,7
50,7
78,7
99,7
40,7
9,7
81,7
54,7
21,7
34,7
74,7
90,7
4,7
44,7
88,7
46,8
88,8
82,8
61,8
20,8
35,8
15,8
47,8
19,8
56,8
42,8
92,8
78,8
37,8
30,8
94,8
60,8
48,8
82,8
14,8
22,8
12,8
78,9
17,9
75,9
42,9
5,9
65,9
42,9
5,9
10,9
82,9
2,9
78,9
92,9
58,9
22,9
8,9
20,9
56,9
58,9
7,9
73,9
59,9
82,9
