volume,class_1,class_2,class_3
4.63,15,22,1
2.57,8,24,5
3.96,19,14,7
3.36,3,9,5
1.58,4,24,6
3.82,6,22,5
4.89,8,19,0
2.21,1,21,5
3.77,2,22,4
4.06,3,23,1
1.36,20,24,4
3.97,7,0,1
4.66,7,23,6
1.73,0,20,7
1.76,13,4,7
4.88,5,0,7
2.43,11,19,1
1.9,2,2,7
4.69,8,17,1
1.0,15,9,2
4.97,12,17,6
1.69,13,18,4
2.05,11,8,3
4.98,8,2,2
4.07,6,5,0
1.5,12,2,1
4.65,10,12,6
3.85,5,17,2
3.96,14,0,6
2.29,7,4,7
3.85,13,10,2
3.5,15,11,4
3.46,2,13,2
2.32,1,23,7
2.71,15,20,7
2.21,3,9,5
1.8,12,13,5
3.46,7,4,7
1.75,8,14,2
2.95,4,1,7
2.07,0,2,4
2.13,0,15,4
1.01,19,8,7
2.35,9,11,2
4.99,7,11,7
2.63,9,19,6
3.98,2,19,4
3.48,12,7,6
3.19,2,7,6
1.2,1,0,5
4.57,2,12,7
4.22,12,11,2
1.61,2,9,7
3.98,13,8,0
3.11,2,11,2
2.44,20,3,0
4.74,7,20,4
3.28,0,5,1
1.84,7,8,0
4.84,8,22,1
1.44,7,8,4
1.02,12,17,1
3.05,16,17,0
2.38,4,22,1
2.8,20,23,7
2.05,13,17,3
2.82,20,20,6
2.76,4,23,3
4.36,1,18,2
4.08,12,2,1
3.37,15,13,7
4.3,7,22,2
2.24,2,4,4
1.36,20,6,3
3.83,13,22,3
3.01,10,20,6
3.33,4,8,4
2.5,12,20,6
2.49,4,4,3
3.49,15,15,4
1.3,11,17,0
2.81,0,14,5
4.85,9,24,7
1.35,8,11,2
4.3,14,8,2
1.1,11,1,7
1.59,8,19,2
2.32,0,9,3
2.7,0,9,6
1.95,2,6,6
2.33,3,13,5
3.29,3,18,0
1.53,20,1,6
3.73,9,0,4
1.9,3,3,0
1.71,14,2,5
4.7,1,4,1
3.63,17,13,2
2.83,12,18,0
4.21,4,21,3
1.93,12,4,0
2.87,6,20,5
4.01,18,1,1
3.38,14,14,1
1.93,4,23,5
3.23,4,13,1
2.51,5,18,0
2.33,7,3,5
1.67,11,24,4
4.82,4,15,6
2.94,17,8,0
4.53,17,22,1
2.93,18,13,1
4.35,11,5,1
2.41,10,24,5
3.32,20,10,0
4.13,20,9,4
1.7,13,23,7
3.96,11,21,3
3.4,15,22,2
3.87,10,19,4
1.08,16,3,1
3.79,13,0,0
4.98,8,15,3
2.7,9,8,7
6.76,8,9,4
6.61,8,15,6
7.8,7,18,0
9.42,4,3,6
8.85,5,5,0
5.04,15,24,7
7.31,19,24,5
6.96,6,21,1
5.69,1,24,3
9.05,16,0,1
7.69,17,12,0
5.76,1,2,5
5.07,13,22,2
5.36,20,5,0
7.28,17,13,4
7.66,18,1,3
5.69,5,15,7
8.44,5,19,0
8.7,10,20,7
5.83,0,6,4
9.1,3,7,6
6.61,20,17,1
8.76,20,0,0
6.04,16,9,0
7.44,4,21,4
5.83,4,7,0
6.43,5,11,3
8.68,9,15,1
5.38,19,16,7
8.42,11,18,5
5.69,4,1,4
9.69,5,5,1
6.09,18,22,5
5.64,12,15,1
8.64,19,19,2
6.87,4,7,6
8.45,14,7,7
9.84,0,12,1
6.16,3,9,1
9.32,19,17,3
6.63,13,17,2
9.25,20,1,5
5.9,9,12,6
7.76,1,17,6
7.7,12,8,2
5.72,6,3,4
9.97,0,13,0
9.93,5,14,3
5.58,3,13,4
6.87,5,2,0
8.33,3,15,0
9.43,11,18,5
9.22,7,14,7
8.66,5,10,6
6.26,9,23,0
8.95,0,22,1
9.0,12,18,2
5.7,2,23,0
5.1,4,6,1
7.05,18,19,4
7.04,5,8,1
6.77,20,7,4
7.1,17,24,1
7.77,9,17,0
8.13,19,9,6
6.69,4,2,1
5.12,18,21,4
5.67,4,23,3
6.26,16,5,2
5.48,7,12,2
9.93,14,7,1
9.72,17,6,2
8.52,2,2,7
9.31,2,2,2
5.41,2,7,3
6.98,11,7,1
5.09,19,9,2
9.17,0,22,6
5.15,1,12,2
5.52,14,6,2
8.1,0,3,0
6.81,11,17,4
6.15,7,21,0
9.1,3,5,5
7.74,10,6,1
5.3,18,21,3
6.4,5,19,7
9.54,11,3,5
13.88,8,6,1
12.54,11,2,3
14.49,6,12,6
11.25,6,9,0
10.74,15,15,4
14.22,16,0,0
13.43,17,13,4
14.8,6,13,0
10.57,20,6,5
11.84,2,14,0
11.01,7,1,7
13.07,0,5,3
11.53,19,22,3
11.2,13,10,1
12.01,5,23,0
13.05,18,11,4
14.57,5,7,4
14.74,12,11,4
13.63,6,12,5
11.07,16,18,1
13.07,20,8,4
11.04,13,18,6
14.42,11,8,2
13.59,2,19,6
13.19,10,21,3
14.59,11,16,7
11.37,8,10,3
11.51,7,7,0
13.52,10,12,0
14.84,17,8,5
12.53,12,19,0
10.74,18,13,7
10.92,2,6,3
13.45,2,14,4
13.23,14,11,0
11.35,15,17,2
10.24,13,21,1
