bin,item
0,72
0,195
1,67
1,10
2,140
2,34
3,66
3,114
4,61
4,183
5,192
5,169
6,46
6,38
7,179
7,172
8,131
8,68
9,84
9,8
9,39
10,167
10,116
11,2
11,50
12,13
12,155
13,27
13,45
14,81
14,110
15,4
15,141
16,153
16,14
17,49
17,95
17,197
18,100
18,122
19,78
19,103
20,113
20,97
21,157
21,32
21,194
22,25
22,28
23,30
23,152
24,196
24,73
25,69
25,89
26,125
26,134
27,139
27,93
27,62
28,150
28,43
29,64
29,33
29,65
30,137
30,191
31,175
31,186
31,105
32,156
32,187
33,44
33,145
33,12
34,85
34,17
34,29
35,163
35,51
35,165
36,121
36,6
36,58
37,82
37,9
37,86
38,48
38,189
38,83
39,112
39,31
39,15
40,128
40,173
40,168
41,162
41,130
41,120
42,127
42,11
42,60
43,7
43,119
43,5
44,135
44,199
44,143
45,149
45,24
45,136
46,19
46,146
46,124
47,87
47,41
47,47
48,35
48,129
48,1
49,198
49,166
49,176
50,21
50,117
50,37
51,22
51,184
51,151
52,0
52,101
52,71
53,148
53,96
53,109
54,80
54,70
54,16
55,88
55,111
55,74
56,185
56,164
56,188
57,174
57,102
57,160
58,57
58,158
58,107
59,18
59,161
59,159
60,94
60,92
60,193
61,106
61,171
61,126
62,144
62,99
62,138
63,54
63,190
63,20
64,59
64,154
64,177
65,26
65,142
65,56
66,77
66,98
66,90
67,76
67,75
67,53
68,123
68,63
68,115
69,147
69,182
69,118
70,36
70,170
70,3
71,104
71,133
71,178
72,79
72,180
72,108
73,132
73,52
73,91
74,23
74,181
74,40
75,42
75,55
