bin,item
0,185
0,99
1,14
1,138
2,35
2,33
3,127
3,16
4,157
4,71
5,160
5,165
6,86
6,134
7,173
7,119
8,49
8,69
9,194
9,167
10,0
10,166
11,2
11,72
12,164
12,161
13,107
13,108
14,152
14,65
15,91
15,117
16,30
16,29
17,96
17,8
18,63
18,37
19,17
19,81
20,186
20,25
21,26
21,112
22,24
22,155
23,174
23,46
24,144
24,32
24,31
25,50
25,120
26,188
26,196
27,79
27,110
28,199
28,183
29,15
29,198
29,11
30,130
30,116
31,133
31,64
32,40
32,179
32,177
33,89
33,109
33,106
34,78
34,178
35,195
35,191
35,34
36,44
36,139
37,197
37,75
37,74
38,58
38,92
38,56
39,36
39,47
40,128
40,124
40,129
41,53
41,21
42,170
42,111
42,114
43,76
43,193
43,189
44,190
44,67
44,68
45,10
45,187
45,12
46,90
46,102
46,97
47,172
47,171
47,95
48,145
48,23
48,22
49,140
49,48
49,141
50,192
50,38
51,146
51,41
51,147
52,19
52,18
52,20
53,93
53,57
53,94
54,153
54,154
54,169
55,77
55,80
55,85
56,55
56,6
56,54
57,52
57,51
57,13
58,122
58,159
58,121
59,7
59,113
59,4
60,1
60,3
60,115
61,27
61,131
62,88
62,87
62,132
63,176
63,125
63,180
64,42
64,45
64,83
65,100
65,150
65,149
66,118
66,59
66,60
67,105
67,168
67,104
68,70
68,73
68,28
69,126
69,66
69,123
70,82
70,143
70,84
71,5
71,148
71,151
72,158
72,9
72,163
73,156
73,162
73,175
74,137
74,142
74,135
75,103
75,98
75,136
76,61
76,39
76,62
77,181
77,182
77,184
78,101
78,43
