bin,item
0,8
0,181
1,141
1,126
2,24
2,102
3,55
3,35
4,86
4,190
5,148
6,39
6,1
7,22
7,27
8,121
8,80
9,185
9,106
10,49
10,61
11,136
11,133
12,144
12,139
13,170
13,186
14,117
14,130
14,9
15,146
15,132
16,114
16,137
17,179
17,161
18,45
18,113
19,71
19,31
20,13
20,187
21,159
21,12
22,180
23,54
23,56
24,87
24,103
25,64
25,38
26,52
26,199
27,73
27,51
28,29
28,20
29,91
29,150
30,92
30,94
30,37
30,89
31,138
31,97
32,164
32,165
33,78
33,135
34,194
34,182
35,183
35,145
36,177
36,193
37,42
37,41
38,62
38,123
39,154
39,40
40,119
40,122
41,59
41,104
42,196
42,111
43,143
43,125
44,127
44,158
45,151
45,109
46,36
46,57
47,17
47,74
48,160
48,107
49,53
49,105
50,142
50,21
51,6
51,172
52,44
52,101
53,167
53,120
54,81
54,82
55,26
55,176
56,140
56,7
57,2
57,50
57,58
58,149
58,76
59,11
59,70
60,152
60,5
61,118
61,197
62,189
62,134
62,129
63,99
63,32
64,171
64,178
65,112
65,4
66,69
66,115
67,198
67,108
68,47
69,93
69,96
70,153
70,157
71,191
71,162
71,163
72,10
72,65
73,46
73,100
74,67
74,72
75,19
75,25
76,16
76,116
77,60
77,75
78,128
78,169
79,173
79,147
80,124
80,14
81,168
81,34
82,175
82,63
83,155
83,3
84,131
84,84
85,23
85,95
85,90
86,192
86,33
87,98
87,88
88,28
88,85
89,188
90,110
90,66
91,174
91,77
92,48
92,156
93,184
93,195
94,68
94,0
95,43
95,30
96,79
96,15
96,18
97,83
97,166
