bin,item
0,81
0,122
1,183
1,97
2,45
2,196
3,144
3,99
4,125
4,2
5,179
5,109
6,78
6,120
7,56
7,57
8,3
8,124
9,19
9,80
10,91
10,142
11,128
11,71
12,101
12,15
13,84
13,13
14,140
14,131
15,93
15,33
16,39
16,127
17,174
17,9
18,130
18,192
19,96
19,105
20,55
20,108
21,182
21,86
22,155
22,194
23,21
23,27
23,67
24,64
24,34
25,198
25,16
26,186
26,32
27,37
27,31
28,1
28,11
29,35
29,189
30,146
30,147
30,98
31,29
31,184
32,135
32,145
33,193
33,79
34,36
34,148
34,159
35,136
35,178
36,199
36,72
37,12
37,85
38,112
38,47
39,6
39,0
40,161
40,166
40,69
41,138
41,149
41,107
42,181
42,44
42,180
43,160
43,150
43,157
44,116
44,102
45,163
45,70
45,63
46,153
46,187
46,191
47,20
47,134
47,18
48,177
48,172
48,5
49,54
49,4
50,62
50,119
51,175
51,73
51,77
52,133
52,41
52,40
53,88
53,83
53,139
54,23
54,65
55,61
55,7
56,87
56,111
56,113
57,8
57,14
57,106
58,22
58,24
58,129
59,164
59,74
59,170
60,82
60,10
60,92
61,30
61,173
61,38
62,51
62,95
62,52
63,114
63,42
63,100
64,197
64,132
64,185
65,171
65,162
65,126
66,25
66,26
66,58
67,53
67,50
67,17
68,94
68,158
68,90
69,195
69,188
69,169
70,121
70,123
70,68
71,167
71,165
71,117
72,59
72,89
72,43
73,103
73,48
73,104
74,75
74,168
74,60
75,110
75,176
75,115
76,137
76,28
76,118
77,143
77,141
77,151
78,154
78,156
78,76
79,46
79,49
79,66
80,190
80,152
