bin,item
0,161
0,168
1,119
2,122
3,24
4,127
5,96
5,53
6,125
7,74
8,72
8,22
9,8
9,137
10,5
10,23
11,180
12,124
12,123
13,81
14,130
15,178
16,52
16,61
17,9
17,128
18,31
18,133
19,141
19,111
20,44
20,110
21,78
21,69
22,79
22,167
23,77
23,3
24,93
24,4
25,17
25,164
26,151
26,73
26,68
27,49
27,103
28,98
28,15
29,174
29,166
30,7
30,183
31,35
31,147
32,70
32,158
32,30
33,42
33,45
34,105
34,48
35,171
35,46
36,163
36,39
37,28
37,131
38,185
38,43
39,157
39,146
40,150
40,138
41,90
41,97
42,6
42,113
43,84
43,154
44,116
44,193
45,60
45,196
45,104
46,2
46,162
47,126
47,118
48,186
48,179
49,152
49,176
50,54
50,114
51,38
51,197
51,153
52,121
52,156
53,88
53,177
54,159
54,19
55,148
55,11
56,142
56,199
57,20
57,115
58,187
58,170
59,58
59,25
60,94
60,95
61,100
61,149
62,189
62,112
63,65
63,91
64,92
64,80
65,160
65,32
66,101
66,56
67,117
67,188
68,143
68,16
69,169
69,135
70,51
70,18
71,10
71,47
72,140
72,29
73,165
73,144
74,83
74,106
75,198
75,64
76,87
76,75
77,120
77,67
78,102
78,27
79,13
79,129
80,76
80,182
81,195
81,109
82,37
82,155
83,190
83,136
84,82
84,50
85,85
85,172
86,21
86,107
87,40
87,41
88,108
88,194
89,1
89,12
90,191
90,71
91,33
91,99
92,132
93,134
94,86
95,34
95,63
96,62
96,66
97,181
97,192
98,26
98,0
99,59
99,57
100,184
100,139
101,173
101,36
102,14
102,175
103,145
103,55
104,89
