volume,class_1,class_2,class_3
97,0,19,3
95,0,4,1
75,0,20,5
92,0,18,6
87,0,6,3
76,0,0,8
5,0,22,1
78,0,0,8
98,0,0,8
2,0,23,7
85,0,16,8
83,0,11,1
81,0,23,8
90,0,15,9
96,0,3,7
19,0,11,3
93,0,8,0
18,0,13,0
88,0,5,6
6,0,2,5
97,0,18,8
80,0,11,5
85,0,12,0
24,0,8,3
95,0,15,6
77,1,21,8
12,1,6,5
9,1,10,1
91,1,1,4
87,1,13,3
89,1,1,2
99,1,17,9
14,1,1,2
76,1,0,0
94,1,19,3
99,1,17,6
84,1,4,5
87,1,21,4
100,1,5,3
21,1,7,7
6,1,22,7
96,1,24,3
85,1,10,1
13,1,19,9
92,1,9,1
79,1,24,8
17,2,19,3
79,2,11,8
10,2,4,7
96,2,13,2
25,2,16,0
7,2,9,9
94,2,24,3
21,2,19,3
93,2,10,5
18,2,22,7
23,2,4,7
21,2,14,2
13,2,0,6
16,3,23,3
100,3,2,6
14,3,16,4
24,3,9,9
93,3,15,1
11,3,12,7
98,3,13,6
3,3,13,6
19,3,24,8
75,3,11,0
21,3,6,6
22,3,19,6
12,3,22,5
12,3,5,1
11,3,18,0
18,3,14,5
99,3,22,7
98,3,23,4
81,3,12,5
12,3,12,4
81,3,5,3
75,3,23,7
99,3,15,0
91,3,0,4
2,3,18,0
90,4,18,3
13,4,7,2
87,4,11,5
9,4,10,2
85,4,9,1
15,4,20,4
81,4,14,1
15,4,6,6
94,4,13,6
23,4,18,6
97,4,0,3
17,4,16,9
75,4,6,0
19,4,20,8
25,4,3,4
97,4,8,2
11,4,20,9
85,4,23,9
94,4,22,1
3,4,1,4
6,4,4,7
80,4,17,5
97,4,21,8
85,5,14,0
100,5,12,7
87,5,2,2
6,5,23,0
7,5,16,2
85,5,11,7
22,5,2,7
87,5,7,6
82,5,12,3
3,5,2,2
1,5,24,0
79,5,5,6
93,5,5,4
5,5,15,9
89,5,14,4
23,5,21,9
3,5,1,2
21,5,5,8
15,5,22,7
91,5,17,1
98,5,5,5
94,5,14,8
92,5,24,4
98,5,7,9
16,5,8,5
80,6,9,5
16,6,21,0
2,6,17,1
6,6,3,0
11,6,17,9
4,6,4,3
94,6,15,2
6,6,18,4
92,6,12,2
94,6,1,9
81,6,16,4
8,6,18,1
10,6,3,7
93,6,23,3
88,6,8,6
75,6,10,0
98,7,20,1
76,7,20,8
89,7,17,2
6,7,21,9
17,7,12,6
76,7,2,4
85,7,7,3
93,7,7,8
98,7,19,4
94,7,8,2
80,7,8,4
79,8,0,5
75,8,6,5
89,8,3,2
14,8,15,1
4,8,14,2
85,8,13,1
83,8,1,8
85,8,7,7
99,8,21,5
1,8,11,8
95,8,21,0
19,8,6,9
88,8,2,8
91,8,4,7
88,8,22,7
5,8,15,2
10,8,7,0
96,8,3,5
3,8,24,9
12,8,19,6
98,8,13,9
83,8,4,4
23,8,3,9
16,8,16,6
98,8,9,5
93,9,16,8
6,9,20,9
94,9,10,1
84,9,2,2
22,9,14,1
18,9,6,9
79,9,24,4
2,9,1,7
95,9,10,6
2,9,9,0
16,9,20,4
93,9,10,0
24,9,17,3
9,9,3,5
85,9,8,2
19,9,9,1
