volume,class_1,class_2,class_3
59,0,5,29
60,0,3,47
59,0,9,16
74,1,9,23
67,1,4,40
51,1,9,22
42,1,2,3
54,1,8,16
71,1,4,4
61,2,8,11
60,2,1,32
44,3,0,0
72,3,1,42
74,3,3,36
38,3,2,9
56,4,8,43
47,4,5,8
56,4,1,40
59,5,6,36
70,6,2,39
48,6,6,4
72,6,1,48
48,6,1,5
74,6,2,48
42,6,0,6
47,6,6,14
58,6,0,12
41,7,8,26
67,7,3,47
62,8,8,15
68,8,2,21
55,8,8,19
70,8,0,13
40,8,6,0
66,8,7,38
63,9,6,31
68,9,7,47
41,10,0,13
58,10,0,3
37,10,8,28
59,11,7,17
37,11,8,18
73,11,9,7
72,11,0,40
48,12,1,43
62,12,4,26
63,12,1,1
70,12,5,19
47,12,6,46
53,13,0,21
69,13,3,41
53,13,8,27
57,13,0,23
54,13,8,18
56,13,6,36
75,13,6,31
59,14,2,41
38,14,2,6
42,14,9,15
62,14,3,20
47,14,8,11
44,14,3,44
47,15,3,5
62,15,5,17
38,15,7,14
65,16,4,13
50,16,7,38
37,16,7,34
45,16,5,47
56,16,7,19
62,16,6,42
57,17,4,9
54,17,1,9
53,17,6,12
62,18,5,22
69,18,0,38
59,18,8,49
62,18,9,1
69,18,3,0
44,18,1,30
44,18,0,42
63,18,7,44
62,18,9,2
63,19,2,49
48,19,6,45
58,19,0,29
37,19,5,43
45,19,3,35
56,20,4,25
48,20,4,16
60,20,6,33
37,20,2,36
42,20,6,0
54,20,8,5
41,20,2,20
50,20,4,24
75,21,8,45
44,22,4,6
49,22,3,2
59,23,8,8
70,23,3,10
65,23,9,30
38,24,7,37
60,24,1,39
42,24,0,34
52,24,1,35
63,24,2,20
64,24,8,42
61,24,8,5
55,25,7,31
71,25,1,14
41,25,1,35
58,26,3,45
48,26,6,3
61,26,2,7
51,26,6,39
66,27,7,27
57,27,4,39
41,27,5,32
44,27,1,38
68,27,5,32
47,28,4,7
37,28,6,24
69,29,3,13
66,29,7,34
56,29,4,3
53,29,9,18
67,30,9,44
58,30,3,23
68,30,5,48
37,30,1,25
72,30,0,1
51,31,9,18
46,31,1,17
67,31,2,49
66,31,5,14
42,31,9,26
42,31,0,21
53,32,0,46
59,33,8,29
58,33,1,28
39,33,3,34
45,34,6,46
37,34,8,35
54,34,2,31
62,34,9,26
75,34,3,12
58,34,6,22
65,34,2,33
71,34,4,45
63,34,6,8
50,35,9,33
70,35,1,46
41,35,2,28
69,35,0,37
48,36,7,30
39,36,5,27
40,36,5,11
38,36,5,32
43,36,2,21
40,37,5,44
42,38,9,2
55,39,7,11
54,39,5,10
67,40,1,37
66,40,2,49
59,40,9,10
67,40,3,48
73,40,7,12
50,41,5,4
57,41,9,27
65,41,9,1
47,42,3,7
68,42,8,6
54,42,7,24
62,42,0,24
49,42,2,28
65,43,4,23
54,43,7,4
50,43,4,41
48,43,4,25
49,43,5,10
45,44,7,9
75,44,4,30
64,44,5,33
41,44,1,15
70,44,7,8
68,45,5,15
68,46,6,43
63,46,4,40
46,47,0,22
71,47,3,37
49,47,4,29
48,47,4,20
57,48,0,19
61,48,9,41
44,48,2,17
72,49,7,2
52,49,3,25
68,49,9,16
