volume,class_1,class_2,class_3,class_4
29.8273,2,9,1,4
9.1872,1,7,7,7
32.2056,10,6,3,1
39.9855,7,0,6,6
28.035999999999998,9,0,7,4
11.8148,3,9,1,5
2.0023,0,0,0,10
22.3765,8,0,6,10
6.567,3,6,0,8
7.0862,3,7,7,8
2.6966,3,5,3,10
11.6648,3,7,4,0
12.9536,6,8,10,1
8.9668,2,10,4,1
14.0996,5,8,6,8
6.8122,10,3,4,4
9.3826,9,7,8,6
15.9567,9,0,7,3
13.6256,6,6,10,2
41.5477,5,8,10,5
8.53,1,7,10,8
25.188000000000002,1,2,8,6
9.3417,5,7,0,7
8.83,0,4,9,9
11.2043,9,6,10,2
7.6437,2,8,3,0
9.0025,3,8,8,3
7.2243,6,8,5,9
4.3654,5,7,4,10
2.853,8,9,0,6
22.3582,8,2,8,8
1.7573,3,6,0,7
20.148,5,9,8,3
17.3411,8,6,7,5
12.8338,6,5,0,8
0.4821,8,9,9,5
1.9044,7,9,0,3
2.0295,10,2,8,9
20.783,2,1,8,4
17.0814,0,10,1,1
14.4665,0,7,0,4
14.0598,3,4,1,9
9.5952,2,5,4,1
10.8265,2,2,4,8
14.2992,2,10,4,10
15.0367,4,7,5,7
9.011000000000001,7,1,0,4
15.1697,6,5,6,3
45.5918,4,1,4,8
36.0941,3,9,6,0
24.4694,3,0,6,2
2.0713,0,2,7,8
11.3063,10,6,8,3
12.6817,10,8,7,3
21.919,8,10,0,6
13.5165,10,9,5,10
5.2203,10,6,0,4
4.5509,2,3,0,4
1.5,1,1,4,4
12.3768,2,6,9,4
1.7895,2,0,8,0
22.6648,9,3,9,7
24.3014,2,9,8,0
6.4311,6,3,5,1
11.275,3,9,10,6
14.0928,9,3,7,1
20.3604,10,6,4,8
10.4013,7,0,5,9
9.4761,6,4,0,2
8.1245,3,5,9,2
17.8376,5,6,3,4
14.7212,10,1,6,8
1.1272,5,10,8,7
6.4409,8,3,1,0
9.3594,1,2,2,2
20.4745,8,3,4,5
27.7534,9,8,4,5
26.7851,5,5,1,4
6.5441,3,9,7,2
17.218,9,8,1,5
9.0436,0,6,1,6
4.4305,2,2,5,1
26.7557,9,9,6,1
6.098,9,8,3,9
12.8445,1,4,5,4
18.8766,9,8,1,7
14.4829,4,1,0,4
10.0143,0,9,10,0
3.5901,1,6,1,0
20.2025,3,3,9,6
27.5005,2,1,7,2
5.6765,10,3,2,1
15.6558,6,6,8,4
0.4607,8,4,7,5
13.2329,1,3,10,5
10.6368,0,0,0,4
6.1262,9,5,7,6
22.7086,5,6,1,1
7.1282,5,9,7,1
11.4887,4,3,9,8
