volume,class_1,class_2,class_3,class_4
4.87,8,95,49,16
2.36,23,25,17,19
2.02,26,69,66,45
2.61,29,90,41,24
3.8,5,35,42,14
4.79,12,45,58,2
4.66,3,63,46,13
3.03,3,90,7,21
2.42,9,3,22,16
2.2,10,45,1,1
2.85,22,2,58,7
1.2,33,34,19,8
3.57,12,20,6,33
2.09,21,39,54,7
4.65,37,41,66,2
2.76,0,45,11,37
1.13,31,53,43,10
2.37,11,40,54,46
2.83,18,5,45,40
1.13,8,59,21,47
1.11,16,84,33,22
1.62,29,17,71,0
2.41,30,97,69,47
1.72,23,15,21,34
1.82,35,56,65,1
3.81,15,56,26,32
2.58,5,79,20,44
1.59,22,28,8,8
2.69,26,69,61,4
1.22,7,63,21,44
2.83,14,37,41,13
4.16,3,40,26,41
3.17,26,25,39,17
1.85,33,52,70,45
2.62,0,69,51,22
4.9,17,38,64,21
1.2,33,9,65,10
4.37,13,27,32,39
3.4,4,26,52,30
4.98,29,13,20,28
4.43,18,76,20,16
2.86,21,73,49,25
1.7,28,91,2,25
1.01,15,27,39,44
4.94,31,19,62,32
4.99,25,1,61,30
1.63,28,31,12,16
3.88,9,44,62,20
3.28,25,96,21,9
1.12,24,87,16,35
3.29,37,64,55,40
3.67,9,61,32,18
4.22,9,37,64,15
4.67,7,39,27,31
2.14,7,96,67,23
1.74,22,2,43,29
3.82,9,78,29,35
1.33,21,77,70,28
3.58,32,49,69,43
4.73,19,87,14,46
2.5,11,36,50,35
2.13,36,41,23,13
2.63,8,73,2,16
4.47,24,72,54,3
2.02,24,6,9,25
2.42,8,52,34,18
3.14,36,64,4,9
4.8,19,55,61,26
3.79,8,79,49,12
2.87,26,63,33,7
2.56,20,42,8,42
2.75,2,37,57,25
1.38,33,6,71,17
1.84,22,9,51,21
2.13,29,48,39,4
4.25,3,34,41,4
2.09,4,30,63,19
3.53,21,15,29,9
1.54,30,30,59,11
3.33,17,58,0,46
4.1,34,35,18,6
2.41,18,40,64,34
3.96,2,69,17,20
3.15,27,4,66,21
4.71,34,41,25,31
3.09,34,37,21,44
2.1,15,4,22,8
4.71,26,69,27,3
1.79,21,48,53,28
3.69,12,33,47,18
