volume,class_1,class_2
65,0,32
7,0,17
88,1,40
99,1,14
36,1,42
36,1,39
28,1,41
78,2,46
7,2,40
12,2,20
26,2,31
58,2,33
57,3,25
25,4,28
84,4,24
17,4,22
23,4,42
18,4,42
35,5,34
11,5,23
36,5,22
97,5,31
50,5,4
72,6,14
77,6,45
97,6,26
33,6,27
28,7,1
59,7,18
85,7,24
57,7,25
3,8,44
28,8,38
89,8,2
36,8,30
2,8,36
58,8,49
50,9,41
35,9,18
16,9,30
63,9,46
93,10,15
45,10,48
69,10,18
69,10,0
95,11,10
47,11,22
99,11,28
72,11,11
28,11,20
32,11,29
65,12,37
52,12,4
84,12,17
27,13,13
23,13,43
36,13,14
52,13,5
91,13,33
27,14,1
85,14,37
59,15,37
27,16,47
90,16,16
26,17,27
96,18,14
59,18,23
54,18,21
5,18,10
11,19,27
66,19,31
59,19,1
17,19,41
6,20,26
93,20,3
45,21,49
50,21,32
42,21,6
91,21,24
45,21,7
90,22,39
76,22,6
25,22,25
39,23,36
3,23,40
82,23,9
22,23,24
65,24,49
82,24,35
100,24,16
32,24,2
52,24,0
73,24,13
66,25,6
3,26,18
11,26,41
36,26,3
91,27,23
23,27,23
79,27,34
55,28,19
66,28,39
21,28,0
47,28,4
58,28,8
17,29,29
37,29,5
81,29,43
18,30,47
37,30,20
36,30,45
19,31,19
23,31,42
5,31,31
20,31,9
15,31,45
18,31,28
57,31,38
100,32,16
92,32,34
76,32,21
36,32,5
18,32,7
38,33,40
93,33,16
45,33,7
59,33,35
42,34,35
68,34,28
53,34,47
76,34,21
85,34,3
31,34,36
89,35,12
94,35,3
23,35,37
93,35,1
43,36,38
80,36,35
64,36,44
73,37,8
33,37,22
98,37,48
30,37,8
61,37,29
16,38,5
50,39,44
9,39,12
41,39,7
63,39,2
62,39,48
69,39,33
5,39,30
37,40,49
68,40,17
26,40,30
71,40,0
23,41,20
43,41,10
15,41,39
3,41,32
3,41,44
72,41,2
91,42,45
27,42,47
89,42,27
50,42,15
5,42,26
32,42,38
35,42,36
18,42,46
57,43,32
86,43,21
42,43,12
31,43,13
96,43,11
86,44,9
37,44,6
9,44,46
35,44,8
74,45,43
51,45,48
81,45,15
10,45,13
42,45,9
40,45,19
66,45,43
65,46,29
63,46,17
59,46,15
79,46,11
30,47,19
15,48,34
73,48,11
8,49,26
41,49,10
51,49,33
27,49,4
22,49,25
31,49,12
