volume,class_1,class_2
98,0,30
84,0,31
37,0,45
83,0,15
22,1,41
23,1,29
2,1,13
98,1,48
1,1,39
79,1,47
37,1,6
52,1,19
21,1,6
68,1,8
20,1,19
34,2,20
89,2,5
11,2,29
46,2,43
41,2,13
47,2,26
12,2,34
62,2,17
7,2,18
36,3,44
12,3,46
81,3,32
96,3,48
87,3,39
2,3,41
58,3,22
37,3,27
76,3,20
89,3,27
100,4,47
9,4,49
77,4,37
98,4,11
10,4,15
32,4,49
62,4,49
62,4,18
75,4,43
20,4,25
85,5,4
92,5,0
64,5,46
19,5,32
40,5,20
71,5,13
21,5,43
47,5,12
49,5,47
74,5,25
35,5,23
19,5,46
96,6,31
49,6,1
9,6,19
1,6,7
32,6,42
82,6,47
93,6,0
4,6,8
4,6,39
83,6,12
10,7,11
11,7,10
33,7,45
68,7,42
94,7,45
76,7,48
54,7,44
83,7,34
65,7,14
35,7,13
79,7,10
35,8,3
96,8,35
72,8,11
27,8,7
56,8,26
3,8,39
65,8,36
68,8,0
80,9,23
75,9,26
41,9,16
23,9,44
69,9,33
62,9,38
93,9,4
7,10,21
77,10,20
71,10,31
39,10,3
79,10,10
78,10,28
21,11,40
60,11,21
48,11,1
59,11,15
32,11,2
58,11,33
63,11,34
12,12,21
33,12,21
97,12,24
41,12,3
58,12,42
42,12,16
12,12,25
77,12,26
98,13,34
24,13,36
77,13,38
43,13,12
20,13,10
85,13,32
4,13,2
99,13,35
34,13,4
81,14,14
7,14,35
68,14,24
91,14,33
30,14,22
32,14,40
17,15,49
95,15,36
55,15,25
3,15,33
6,15,45
20,15,30
61,15,48
99,15,38
75,15,37
25,15,27
7,16,7
38,16,16
40,16,0
14,16,14
28,16,9
95,16,28
78,16,19
88,16,22
13,16,43
69,16,8
3,17,41
30,17,37
29,17,8
39,17,5
10,17,1
87,17,23
30,17,5
8,17,30
71,17,3
53,17,2
34,17,36
72,18,17
15,18,23
13,18,46
52,18,35
17,18,16
32,18,14
83,19,29
78,19,17
85,19,5
45,19,4
62,19,24
54,20,28
16,20,40
34,20,29
14,20,6
13,20,9
82,20,28
54,21,22
66,21,2
10,21,1
52,21,12
38,21,24
55,21,7
58,22,9
85,22,31
21,22,32
57,22,42
49,23,18
15,23,41
99,23,44
35,23,9
89,23,40
45,23,18
49,23,30
50,23,6
63,23,15
83,23,38
54,24,11
73,24,37
61,24,27
44,24,17
