volume,class_1,class_2,class_3,class_4,class_5
3.79,25,13,3,5,10
2.63,3,2,7,9,10
1.5,24,5,3,3,3
3.41,19,4,1,11,11
3.31,13,7,8,9,11
2.13,13,8,5,10,1
2.01,5,13,2,4,1
3.92,1,12,10,13,7
1.42,15,13,7,12,5
3.64,22,11,0,3,9
2.43,17,19,10,12,2
3.61,9,15,5,5,15
3.11,2,18,4,8,10
2.89,22,14,5,13,16
1.33,4,9,5,9,6
3.61,6,3,9,8,17
2.19,2,13,10,9,3
1.26,4,6,3,13,4
4.35,0,2,10,11,6
2.56,18,18,10,2,15
3.65,15,16,1,11,9
4.55,21,17,7,7,8
4.52,12,7,9,11,8
1.27,23,6,6,3,12
3.04,8,12,8,11,14
4.98,12,3,8,13,6
4.56,25,6,2,12,16
2.4,6,14,6,2,12
2.84,14,13,10,11,11
4.36,10,19,11,10,16
4.7,1,13,10,10,8
3.4,16,19,5,1,1
4.44,0,5,1,4,6
2.73,22,10,10,6,0
4.73,4,14,11,8,15
2.94,16,14,1,11,8
3.59,7,12,2,0,6
1.93,14,8,8,12,2
4.09,9,11,10,1,1
4.79,9,6,5,5,0
3.6,19,17,2,1,17
3.61,0,7,11,2,13
1.7,18,1,3,6,9
2.33,12,19,7,7,10
2.01,18,6,9,11,13
1.4,8,0,10,0,2
4.18,23,18,11,12,4
3.84,8,13,1,1,13
4.55,20,8,6,1,2
4.44,11,4,3,4,3
4.26,25,7,10,0,8
4.22,11,10,11,11,4
4.28,24,10,6,2,16
3.47,16,9,0,3,4
2.91,23,0,8,0,17
2.48,25,0,5,2,7
4.42,18,5,7,2,11
4.65,9,6,10,8,8
3.31,20,17,11,7,5
3.71,7,12,1,4,16
3.51,6,11,2,11,8
4.3,6,14,7,3,15
2.94,8,3,3,2,15
3.91,14,13,4,11,16
2.41,23,4,9,10,13
2.23,9,1,8,1,9
4.45,25,13,9,1,9
2.05,7,11,0,11,16
3.1,15,0,2,1,16
3.71,4,4,2,3,6
3.67,5,18,5,7,3
4.34,14,18,5,1,4
2.69,20,0,9,11,14
4.88,13,19,5,4,17
4.72,2,18,11,2,12
3.72,24,12,11,7,2
4.02,21,17,9,4,15
3.55,6,6,11,12,16
2.98,7,3,6,8,6
1.24,3,7,4,8,4
2.08,21,10,7,3,1
2.26,23,0,6,2,16
4.53,20,9,0,9,10
4.39,16,3,1,9,12
1.2,6,11,0,3,10
3.97,24,7,4,11,8
3.41,4,19,11,7,5
3.51,9,16,2,1,5
1.38,11,5,10,12,16
2.88,18,13,6,2,9
3.52,13,17,0,3,14
1.15,17,14,1,12,10
3.25,4,19,9,3,0
3.93,18,3,5,0,12
1.64,2,18,9,2,16
3.29,24,14,11,13,0
1.49,19,1,6,7,4
2.5,19,13,8,0,16
2.96,8,12,11,6,3
1.02,21,12,7,3,17
4.47,17,6,7,9,10
1.35,25,10,7,10,14
1.14,8,6,3,7,4
4.85,19,15,2,8,12
3.98,10,2,2,2,5
1.23,20,0,5,10,5
2.89,12,6,0,3,3
2.89,25,2,9,12,14
3.41,6,3,9,10,17
3.42,14,5,11,4,1
2.35,14,17,3,1,1
4.35,1,11,3,12,1
2.33,21,17,1,6,5
