volume,class_1,class_2,class_3
15,0,17,10
72,0,20,1
62,0,11,8
25,0,16,34
64,0,12,13
16,0,16,25
89,0,19,28
8,0,23,22
97,0,17,10
63,0,8,43
43,0,3,2
50,0,16,16
52,0,3,30
90,0,12,21
88,0,1,48
92,0,23,8
22,0,15,8
58,0,7,15
51,0,13,36
55,0,2,10
53,0,14,30
20,0,21,41
67,0,18,9
75,0,5,21
16,1,15,15
69,1,14,41
4,1,2,4
80,1,17,44
52,1,18,49
11,1,24,18
59,1,13,49
4,1,10,25
99,1,9,7
38,1,0,18
31,1,5,28
12,1,22,36
86,1,3,37
71,1,2,29
47,1,2,27
39,1,7,34
11,1,2,40
97,1,24,20
40,1,9,40
95,1,2,46
43,1,1,3
40,1,10,28
73,2,4,32
29,2,11,5
24,2,15,3
92,2,9,25
15,2,0,37
39,2,16,47
48,2,19,1
19,2,19,2
38,2,4,18
67,2,22,28
76,2,14,20
47,2,11,17
18,2,24,27
87,2,21,13
55,2,9,44
44,2,10,4
76,2,12,37
11,2,15,9
93,2,12,4
76,2,6,0
35,2,21,42
39,2,9,45
47,2,19,3
96,3,24,20
58,3,12,25
85,3,15,21
73,3,5,38
72,3,14,23
51,3,0,12
80,3,11,30
43,3,15,38
31,3,16,17
98,3,7,20
35,3,1,36
46,3,0,12
47,3,9,11
43,3,5,13
27,3,2,22
1,3,6,6
28,3,4,24
51,3,10,49
79,3,8,45
93,3,1,36
53,4,23,35
27,4,24,45
63,4,23,45
24,4,20,22
82,4,22,0
6,4,17,12
53,4,11,24
51,4,15,43
21,4,10,40
70,4,17,11
51,4,20,44
95,4,9,18
56,4,2,47
38,4,20,39
14,4,3,17
16,4,6,31
9,4,0,7
31,4,24,10
5,4,17,23
53,4,7,29
19,4,13,31
45,4,13,16
9,5,1,5
5,5,18,5
94,5,18,9
26,5,20,0
58,5,21,34
55,5,3,42
52,5,22,19
77,5,16,26
60,5,7,46
10,5,7,19
32,5,8,29
13,5,8,14
42,5,22,13
55,5,8,27
64,5,3,34
16,5,4,42
28,5,20,33
92,5,5,12
16,6,3,40
44,6,18,2
12,6,5,5
94,6,11,11
85,6,5,41
45,6,12,47
38,6,8,43
65,6,18,31
65,6,24,27
20,6,12,30
75,6,17,26
24,6,21,22
54,7,17,33
43,7,3,16
28,7,0,49
86,7,16,19
24,7,5,41
44,7,6,39
50,7,14,48
84,7,13,6
64,7,7,26
13,7,8,35
24,7,23,6
12,7,0,8
13,7,1,21
61,7,22,7
50,7,24,37
71,7,18,42
18,7,1,39
79,7,19,48
1,7,12,24
72,7,14,32
68,7,10,38
93,7,23,23
80,7,23,19
35,7,21,1
80,7,21,38
92,7,23,24
75,8,21,14
52,8,4,15
76,8,9,46
22,8,20,23
95,8,20,1
8,8,4,14
100,8,6,2
54,8,15,3
24,8,6,48
89,8,19,33
31,8,0,9
60,8,7,43
60,8,13,0
20,8,6,29
7,8,13,35
47,8,11,14
73,8,14,47
61,9,10,26
16,9,4,35
41,9,19,4
39,9,19,32
17,9,14,17
73,9,18,33
94,9,11,16
2,9,1,44
16,9,10,46
89,9,6,32
91,9,8,7
53,9,22,31
6,9,4,15
96,9,13,6
81,9,16,11
50,9,22,39
