volume,class_1
38,0
37,0
28,0
27,0
49,0
50,0
35,0
39,0
31,0
37,0
30,0
43,0
26,0
31,0
41,0
41,0
46,0
32,0
27,0
45,1
41,1
33,1
25,1
35,1
31,1
44,1
40,1
41,1
40,1
38,1
46,1
30,1
25,1
50,1
48,1
31,1
32,2
34,2
25,2
35,2
45,2
43,2
34,2
39,2
46,2
43,2
37,2
32,2
47,2
46,2
41,3
40,3
49,3
36,3
41,3
46,3
44,3
39,3
42,3
42,3
32,3
44,3
40,3
39,3
45,3
26,3
39,3
46,3
30,3
28,3
44,3
33,4
37,4
44,4
48,4
31,4
45,4
34,4
27,4
26,4
35,4
26,4
50,4
48,4
37,4
48,4
29,4
37,4
26,4
33,4
42,4
26,4
44,4
36,4
28,5
31,5
44,5
38,5
45,5
27,5
41,5
37,5
40,5
29,5
43,5
29,5
43,5
32,5
32,5
46,5
43,5
26,5
30,5
30,5
50,5
33,5
47,5
49,5
43,6
38,6
35,6
48,6
46,6
41,6
35,6
44,6
27,6
47,6
40,6
37,6
32,6
32,6
43,6
41,6
39,6
25,6
28,6
33,6
29,6
28,6
29,6
43,6
41,6
44,7
38,7
42,7
29,7
33,7
27,7
43,7
36,7
46,7
28,7
50,7
38,7
35,7
34,7
42,7
28,7
41,7
34,7
36,7
39,8
50,8
48,8
32,8
34,8
29,8
44,8
41,8
33,8
29,8
26,8
45,8
40,8
50,8
47,8
31,8
45,8
35,8
46,9
33,9
38,9
50,9
25,9
48,9
38,9
31,9
27,9
36,9
45,9
28,9
39,9
48,9
26,9
30,9
48,9
28,9
31,9
42,9
