volume,class_1,class_2,class_3,class_4
3.91,5,15,18,9
3.26,8,15,22,15
3.87,3,16,21,2
4.59,3,17,1,2
4.21,6,5,7,3
1.58,11,17,9,0
4.4,3,9,1,8
1.6,3,17,0,15
2.13,3,16,9,5
1.85,12,15,20,12
4.4,11,20,2,9
1.21,7,4,0,11
2.74,8,13,19,16
2.92,4,19,2,14
4.32,6,2,3,9
4.74,12,19,20,3
4.17,3,16,3,10
2.23,5,16,8,6
3.97,5,12,11,13
4.0,13,4,5,11
4.93,11,14,3,2
3.29,2,2,22,4
1.79,5,8,8,7
3.76,11,18,18,15
3.65,2,7,14,8
4.87,0,3,20,3
4.72,11,7,1,6
4.42,0,15,9,16
1.45,0,18,6,2
3.23,7,3,18,16
4.7,13,5,13,2
1.86,13,15,22,9
4.06,9,3,8,7
3.46,12,3,9,15
4.19,1,4,18,1
2.5,0,9,21,8
3.45,10,2,21,5
4.2,13,5,10,14
1.89,10,15,20,3
3.63,0,20,15,4
3.85,0,15,16,6
1.64,9,6,1,0
1.53,10,0,14,14
2.04,10,2,7,9
2.64,2,8,3,16
2.76,0,11,0,16
4.48,0,16,14,7
4.56,5,5,5,14
2.35,1,20,20,13
2.97,1,19,9,2
1.59,9,7,18,9
1.8,6,8,0,5
2.46,3,12,1,13
2.45,3,0,1,14
3.98,8,9,5,3
4.9,6,2,3,13
4.47,1,18,0,7
1.64,6,20,13,1
1.72,12,19,6,0
4.98,10,11,1,0
2.09,4,12,19,8
1.5,10,6,12,13
3.97,4,2,7,2
3.31,4,17,16,6
1.59,3,19,2,10
2.8,11,5,2,15
1.64,13,18,15,1
4.74,10,4,11,13
1.92,5,2,15,12
1.42,3,14,18,2
2.84,1,13,19,0
2.9,1,14,4,5
1.52,8,14,10,10
2.24,13,14,12,6
2.05,4,9,16,8
4.5,9,18,15,13
3.99,6,10,21,1
1.73,10,11,8,13
4.91,13,5,12,4
2.13,0,12,22,15
3.91,13,13,11,8
2.51,2,19,20,13
2.24,1,14,16,14
1.16,8,4,8,8
1.16,12,15,19,9
4.38,4,16,17,13
1.55,9,9,9,2
3.31,3,0,22,2
2.54,2,19,15,12
