volume,class_1,class_2
160,0,17
6,0,24
34,0,0
164,0,2
190,0,19
1,0,16
155,0,15
159,0,15
18,0,14
42,0,3
184,0,15
150,0,5
38,0,16
190,1,1
152,1,21
158,1,13
173,1,22
47,1,16
25,1,4
151,1,6
42,1,18
41,1,4
16,1,1
26,1,15
200,1,14
158,1,4
168,1,0
18,1,0
168,1,16
175,2,19
196,2,2
186,2,5
151,2,1
197,2,5
185,2,21
169,2,21
182,2,13
1,2,20
171,2,20
38,2,18
162,2,4
48,2,15
22,2,11
30,2,12
172,2,12
183,2,23
157,2,14
196,2,14
155,3,14
156,3,9
14,3,3
42,3,24
180,3,8
6,3,0
157,3,13
181,3,9
173,3,2
8,3,8
152,3,20
175,3,11
16,3,19
1,3,16
42,3,17
37,3,19
20,3,12
179,3,7
48,3,20
156,3,6
47,4,6
23,4,2
171,4,1
182,4,12
157,4,11
189,4,13
159,4,10
28,4,5
3,4,11
1,4,7
196,4,13
6,4,24
170,4,0
6,4,22
37,4,5
166,4,8
1,5,22
14,5,22
167,5,12
40,5,11
28,5,4
189,5,6
47,5,1
192,5,23
1,5,3
49,5,6
182,5,7
10,5,17
12,5,5
34,5,15
167,5,23
175,5,17
27,5,2
38,5,2
5,6,16
24,6,24
42,6,21
7,6,17
14,6,12
5,6,5
184,6,14
27,6,9
198,6,10
45,6,24
190,6,16
27,6,18
44,6,3
184,6,21
36,6,20
164,6,3
194,6,14
29,6,24
42,6,8
10,6,20
28,6,0
158,6,13
190,6,1
31,7,24
37,7,21
30,7,11
177,7,1
152,7,23
198,7,19
190,7,9
184,7,18
192,7,7
198,7,9
28,7,0
4,7,13
25,7,4
176,7,19
30,7,7
172,7,7
8,7,18
198,7,4
49,7,21
7,7,4
26,7,7
182,7,7
191,7,10
33,7,23
41,7,9
180,7,9
154,7,6
12,7,22
200,8,22
14,8,12
2,8,17
157,8,14
200,8,3
176,8,10
28,8,9
45,8,10
150,8,0
9,8,15
189,8,19
184,8,8
25,8,20
171,8,16
32,8,11
46,8,10
40,8,8
42,8,24
29,8,22
35,8,2
191,8,5
157,8,3
177,9,6
2,9,11
41,9,18
175,9,8
171,9,17
170,9,17
34,9,20
4,9,2
39,9,21
186,9,10
154,9,19
172,9,13
46,9,8
35,9,12
197,9,1
47,9,15
195,9,18
161,9,22
42,9,3
18,9,23
151,9,23
35,9,6
25,9,18
9,9,10
192,9,23
