volume,class_1,class_2,class_3,class_4
3.87,14,56,36,29
2.94,44,63,33,53
4.22,12,1,0,35
4.59,1,40,17,40
1.07,9,0,62,21
3.37,39,57,1,27
3.03,29,47,14,39
3.73,34,71,8,40
1.01,8,15,48,56
2.42,8,63,25,9
3.89,28,30,13,33
2.86,25,27,22,40
3.39,34,56,38,11
3.66,17,62,6,56
4.62,33,24,13,36
3.68,18,70,7,37
1.78,7,8,65,6
4.8,18,50,61,55
4.22,8,69,47,14
1.61,45,13,42,25
2.53,3,23,49,57
3.27,18,8,0,18
2.41,29,48,29,29
3.72,3,31,49,48
3.85,43,17,43,53
1.77,12,29,6,40
4.16,45,75,40,38
4.76,8,54,63,34
2.26,2,68,50,39
3.47,41,15,42,32
4.56,37,71,24,23
3.51,22,16,31,18
1.44,27,19,28,30
1.42,34,37,32,18
3.55,34,11,27,55
4.71,41,10,15,38
4.51,3,28,18,22
1.97,18,5,12,45
1.67,22,50,8,35
2.68,20,65,5,36
2.17,38,76,7,2
4.84,31,10,49,57
1.41,37,24,51,57
2.25,26,30,51,4
3.44,43,0,41,17
2.99,15,57,10,0
2.58,4,28,49,58
4.2,18,6,39,8
1.87,35,67,57,23
4.54,40,40,56,41
2.47,39,55,48,51
3.7,24,51,34,0
4.82,7,71,18,6
3.57,10,45,45,4
3.74,5,31,47,30
3.32,45,13,16,4
4.48,39,65,0,5
3.61,26,66,7,44
1.76,1,38,11,51
3.15,18,63,42,16
4.62,42,18,0,1
2.6,19,72,39,51
1.84,8,45,63,36
2.26,41,58,24,4
1.97,30,60,21,20
3.06,35,41,15,20
2.89,35,5,48,49
2.26,26,46,18,54
1.59,4,28,13,18
4.68,20,73,64,55
1.54,0,33,60,43
3.6,37,36,52,28
2.45,23,54,53,27
2.48,20,47,6,10
1.28,6,54,44,59
4.06,18,59,32,54
3.53,30,8,12,38
3.34,21,26,59,18
4.32,15,9,41,36
3.44,0,14,58,12
4.9,20,19,21,12
1.19,15,24,28,23
1.56,25,25,64,21
4.85,26,37,29,40
2.24,31,17,5,27
4.84,21,16,54,47
2.54,3,55,39,50
1.32,2,73,18,27
1.05,31,60,22,56
2.19,21,34,18,30
3.9,36,31,46,58
1.03,3,44,44,58
2.42,4,4,24,13
4.89,9,13,34,49
1.31,0,47,38,45
1.58,30,66,54,50
4.42,33,71,15,52
2.54,10,55,6,47
3.07,0,33,60,54
3.78,27,76,24,23
3.82,35,5,21,47
4.43,24,28,38,18
3.62,14,21,63,22
1.01,11,52,60,40
4.62,29,72,63,32
1.43,8,66,45,11
3.31,2,43,40,33
1.33,35,73,4,47
2.59,21,33,44,45
3.03,11,59,58,56
1.69,30,66,27,42
1.32,31,15,9,54
4.31,31,68,14,17
1.34,16,36,40,43
4.38,20,52,57,37
3.97,42,65,18,18
2.94,2,59,33,54
4.41,8,38,24,47
4.22,26,60,48,6
2.1,2,44,51,35
1.91,31,63,49,24
1.1,1,29,22,32
4.65,10,40,30,47
4.46,0,21,24,4
3.32,34,17,3,3
3.43,45,63,0,8
3.98,26,46,61,32
1.27,15,52,3,51
4.04,12,39,7,29
2.39,41,1,49,31
3.08,6,38,29,52
2.34,9,20,9,24
1.3,0,52,48,27
4.27,32,56,17,17
3.37,38,61,56,29
4.65,27,59,18,50
2.45,32,46,11,7
2.22,24,5,50,26
4.7,19,70,34,54
4.73,6,14,18,46
2.67,42,25,32,23
3.88,18,67,35,42
2.85,14,12,27,20
2.88,1,66,41,33
3.75,6,29,5,37
2.81,4,43,16,47
3.39,37,0,47,1
1.7,2,48,1,34
3.77,20,64,51,16
4.98,25,41,65,29
4.0,24,68,7,38
4.65,4,33,5,22
1.43,37,31,14,40
3.55,44,0,32,30
2.36,41,70,19,48
2.21,38,3,18,16
1.47,17,34,31,25
3.45,15,7,13,58
1.75,32,49,10,4
1.85,12,66,31,48
1.98,19,13,18,41
1.83,3,28,30,19
2.24,28,0,15,56
2.58,12,23,42,32
2.3,18,65,53,17
2.43,36,70,12,3
2.9,34,28,31,43
3.72,37,60,33,6
1.87,17,32,4,48
2.8,29,3,34,15
1.85,21,62,0,59
4.19,11,26,57,8
3.81,45,15,14,53
4.38,26,9,3,14
4.7,13,78,13,33
2.83,38,47,60,6
4.05,5,39,53,5
4.76,10,18,17,15
2.75,28,21,44,9
3.01,24,38,31,18
2.61,10,5,25,13
4.88,13,16,14,45
3.23,40,53,41,40
4.93,5,38,29,41
1.24,41,27,49,12
1.93,20,58,45,25
1.7,13,39,63,23
4.28,41,24,55,28
3.39,1,21,46,36
4.03,9,22,15,12
4.37,0,21,34,34
4.36,14,17,11,53
4.63,1,24,0,7
4.48,36,55,7,22
3.83,17,13,41,19
4.15,12,68,41,55
2.68,31,57,4,55
4.64,20,54,43,21
4.89,5,28,12,25
2.57,27,37,32,57
1.27,1,3,46,10
4.18,23,30,18,31
2.43,13,65,47,49
2.22,28,23,50,51
2.07,12,63,65,10
2.53,13,30,47,48
3.68,20,38,53,10
3.69,20,13,17,30
