volume,class_1,class_2,class_3,class_4
2.52,21,9,32,8
2.43,31,19,25,9
3.99,26,8,2,13
2.56,12,4,35,2
2.35,27,21,38,10
3.22,16,24,7,8
1.75,30,9,23,24
1.48,16,7,28,0
4.36,2,0,12,20
2.61,26,3,26,3
4.72,12,6,5,18
2.39,12,8,35,0
2.46,12,1,14,14
4.96,16,0,36,5
2.13,27,3,19,5
1.13,9,18,35,23
1.01,15,6,8,10
4.27,9,15,14,3
1.58,19,7,39,18
1.62,33,10,4,8
2.01,16,14,22,11
4.03,18,22,21,16
2.33,23,12,26,10
1.09,2,3,33,17
1.3,5,6,16,0
3.38,2,3,1,15
1.1,31,11,30,8
1.94,32,16,11,1
1.53,32,5,10,3
1.85,13,1,12,8
3.86,23,16,1,24
4.71,22,25,33,0
1.99,5,21,7,23
2.62,27,8,7,19
3.42,6,13,29,6
1.54,22,18,13,19
2.21,22,11,4,7
3.99,30,10,10,20
2.65,17,12,17,11
2.39,26,18,29,17
3.25,2,25,33,16
2.87,28,20,0,21
4.47,20,17,25,15
3.71,33,1,27,8
2.85,23,1,39,10
2.65,18,19,16,13
1.58,13,16,21,15
3.84,3,4,22,24
2.04,22,9,17,9
1.07,12,5,30,1
1.57,11,14,39,21
3.55,12,12,38,2
2.72,28,23,27,5
2.4,25,15,28,3
3.49,31,13,25,7
1.23,28,16,34,0
1.82,15,1,20,0
1.55,11,20,24,2
1.19,8,25,23,4
2.29,16,4,16,8
3.6,26,21,11,9
4.85,22,8,34,0
4.93,18,7,15,9
1.01,22,7,21,16
4.36,25,13,29,1
4.82,20,16,31,21
2.29,30,0,40,18
4.12,9,19,15,16
3.09,8,0,12,7
2.03,17,3,13,11
3.84,32,7,23,4
4.16,14,25,10,21
2.83,24,6,11,14
2.25,11,1,21,20
2.62,20,20,41,4
4.35,3,18,37,10
2.92,6,14,22,22
2.78,5,8,13,14
3.92,20,1,34,15
3.76,30,25,22,2
4.9,21,3,34,23
3.67,10,2,16,5
4.22,3,0,9,0
4.36,6,25,7,20
3.74,12,15,27,18
3.56,25,22,27,15
1.16,34,5,40,5
2.31,28,24,32,6
1.19,22,13,15,21
2.7,25,9,33,18
4.05,30,16,7,19
3.13,20,10,11,1
3.61,9,2,25,16
3.49,4,4,13,22
1.7,34,20,32,1
4.84,1,12,38,24
2.49,19,4,5,15
2.54,3,14,34,15
1.85,21,10,21,8
1.26,29,6,28,15
3.17,17,4,17,15
4.41,13,5,12,24
2.86,30,7,17,14
1.47,27,12,2,17
4.57,17,19,30,2
1.96,14,11,25,17
3.35,28,23,4,15
1.5,24,22,24,12
3.01,0,8,3,5
2.17,23,23,13,9
3.6,23,25,20,18
1.13,0,7,40,14
1.26,33,24,12,18
1.05,5,23,0,16
4.14,23,24,7,2
1.44,11,23,15,18
4.96,25,17,20,9
1.79,7,15,25,23
1.7,27,7,27,23
2.39,24,19,2,1
4.38,32,22,34,9
2.51,16,22,29,6
2.24,24,17,23,24
1.09,33,11,17,15
2.17,25,18,26,7
2.5,25,14,16,5
2.19,24,10,39,12
3.61,33,11,29,5
3.06,32,7,19,15
1.27,9,18,35,16
3.47,10,23,11,14
4.44,21,6,33,7
1.05,24,23,29,18
4.01,9,14,33,11
4.04,9,8,28,6
3.66,5,25,35,12
1.12,6,17,14,13
2.17,25,8,30,19
1.52,8,12,1,17
2.83,15,22,24,16
2.19,2,0,9,7
1.71,26,6,37,1
4.93,6,18,13,20
4.52,0,16,11,2
2.04,7,14,20,10
3.31,32,23,28,22
1.21,28,19,34,22
4.23,13,6,20,1
4.09,7,23,35,10
1.79,5,24,15,7
3.78,28,13,27,14
2.62,7,5,28,4
3.16,31,20,36,6
4.62,7,10,22,6
2.31,3,20,30,8
3.37,30,25,10,7
1.29,31,23,31,22
3.46,20,21,0,2
4.9,9,0,26,6
1.39,1,10,8,1
1.56,21,2,19,18
4.84,6,15,13,9
1.36,33,9,33,5
1.9,6,20,19,24
1.13,20,12,22,19
1.07,28,22,29,2
4.92,4,11,33,1
4.32,2,11,29,17
3.44,22,16,9,19
4.01,10,20,0,12
4.48,28,18,36,14
3.44,2,24,34,22
1.85,18,15,25,14
1.85,21,5,5,11
4.7,24,8,1,14
1.97,5,22,38,20
3.11,32,10,7,24
4.52,18,1,0,16
2.52,0,22,25,16
4.03,14,20,26,5
3.56,0,2,4,11
4.07,13,4,27,14
2.6,10,20,19,3
1.16,28,20,11,10
1.35,26,2,37,12
3.71,21,0,14,24
1.64,22,2,20,12
4.64,13,1,26,21
4.2,30,2,19,6
1.24,14,4,36,17
2.91,3,6,40,20
4.93,26,22,9,9
1.74,9,15,27,14
3.43,9,21,17,24
3.24,2,0,14,4
3.45,28,0,39,0
2.56,13,10,23,0
2.39,9,22,20,12
2.05,8,6,22,6
3.51,19,12,22,10
1.68,3,3,9,13
3.4,1,9,30,8
1.84,14,16,21,7
4.98,11,4,18,13
2.15,30,24,21,22
3.26,5,7,11,24
2.95,14,18,20,7
3.83,0,20,25,7
4.04,6,12,40,10
1.44,17,9,8,4
2.84,17,6,40,8
3.77,21,8,12,22
4.56,9,16,1,5
3.53,28,22,19,22
4.52,33,17,6,7
3.03,14,12,13,24
2.27,3,12,29,9
1.88,5,4,27,19
4.57,1,4,34,21
2.58,8,8,13,17
4.87,12,15,13,6
3.98,3,23,20,7
2.09,13,25,32,12
3.37,30,9,38,22
4.74,20,9,13,0
3.89,6,20,10,23
4.57,23,5,19,22
3.61,28,7,3,10
4.7,4,23,35,12
1.34,5,1,39,3
4.67,21,20,10,14
3.89,20,7,22,4
3.64,31,11,32,9
2.45,8,21,36,12
3.36,10,5,38,3
4.73,3,1,39,0
2.1,2,19,3,17
4.81,29,1,1,4
3.96,14,14,33,13
1.31,27,9,3,9
4.48,0,6,0,1
2.47,7,3,9,6
4.5,24,14,34,2
2.05,5,9,12,17
3.76,12,0,40,17
4.93,32,4,23,4
2.8,24,4,31,10
3.49,26,24,7,2
3.86,6,5,40,14
2.19,8,7,30,2
7.84,29,25,11,1
6.01,31,9,26,16
7.11,14,23,16,4
7.45,6,8,26,22
7.19,19,25,10,0
6.18,22,2,7,0
6.45,15,22,7,12
8.18,2,18,6,8
8.64,17,17,31,0
8.35,5,13,2,9
9.49,0,13,23,17
8.0,17,18,4,8
